transaksi_id,tanggal,jam,cabang_id,pelanggan_id,saluran,metode_bayar,subtotal,diskon,total
T0036853,2025-02-23,14,C02,U02659,Dine-in,E-Wallet,96000,0,96000
T0036854,2025-02-23,10,C02,U00736,Dine-in,QRIS,39000,0,39000
T0036855,2025-02-23,19,C02,,Delivery,QRIS,52000,0,52000
T0036856,2025-02-23,15,C02,U02428,Delivery,E-Wallet,106000,10600,95400
T0036857,2025-02-23,8,C02,,Takeaway,Kartu Debit,102000,0,102000
T0036858,2025-02-23,12,C02,,Takeaway,E-Wallet,72000,0,72000
T0036859,2025-02-23,21,C02,U00191,Takeaway,Tunai,30000,0,30000
T0036860,2025-02-23,11,C02,,Dine-in,E-Wallet,28000,0,28000
T0036861,2025-02-23,13,C02,U05094,Delivery,E-Wallet,90000,0,90000
T0036862,2025-02-23,15,C02,,Takeaway,QRIS,45000,0,45000
T0036863,2025-02-23,12,C02,,Dine-in,QRIS,138000,0,138000
T0036864,2025-02-23,10,C02,U01533,Dine-in,QRIS,25000,0,25000
T0036865,2025-02-23,16,C02,,Delivery,E-Wallet,18000,900,17100
T0036866,2025-02-23,13,C02,U00155,Dine-in,Kartu Debit,15000,0,15000
T0036867,2025-02-23,9,C02,U00981,Takeaway,QRIS,18000,0,18000
T0036868,2025-02-23,10,C02,,Dine-in,Kartu Debit,18000,0,18000
T0036869,2025-02-23,14,C02,U03117,Dine-in,Kartu Debit,128000,0,128000
T0036870,2025-02-23,11,C02,,Dine-in,E-Wallet,15000,0,15000
T0036871,2025-02-23,9,C02,,Dine-in,Tunai,68000,0,68000
T0036872,2025-02-23,8,C02,U00843,Takeaway,Tunai,56000,0,56000
T0036873,2025-02-23,13,C02,,Takeaway,Kartu Debit,59000,0,59000
T0036874,2025-02-23,18,C02,,Dine-in,QRIS,18000,900,17100
T0036875,2025-02-23,7,C02,,Dine-in,QRIS,25000,0,25000
T0036876,2025-02-23,15,C02,U03079,Takeaway,E-Wallet,30000,0,30000
T0036877,2025-02-23,12,C02,U04309,Dine-in,Tunai,85000,0,85000
T0036878,2025-02-23,18,C02,U04914,Takeaway,Kartu Debit,72000,0,72000
T0036879,2025-02-23,11,C02,U03143,Dine-in,Tunai,52000,0,52000
T0036880,2025-02-23,16,C02,U06096,Takeaway,E-Wallet,43000,0,43000
T0036881,2025-02-23,11,C02,U01358,Takeaway,E-Wallet,47000,0,47000
T0036882,2025-02-23,14,C02,,Dine-in,QRIS,43000,0,43000
T0036883,2025-02-23,13,C02,U04722,Delivery,E-Wallet,15000,750,14250
T0036884,2025-02-23,13,C02,,Takeaway,E-Wallet,37000,0,37000
T0036885,2025-02-23,12,C02,,Takeaway,QRIS,55000,0,55000
T0036886,2025-02-23,7,C02,,Dine-in,QRIS,38000,0,38000
T0036887,2025-02-23,15,C02,,Takeaway,Kartu Debit,92000,0,92000
T0036888,2025-02-23,13,C03,U04648,Dine-in,QRIS,37000,0,37000
T0036889,2025-02-23,12,C03,,Dine-in,Kartu Debit,14000,0,14000
T0036890,2025-02-23,16,C03,,Delivery,QRIS,74000,0,74000
T0036891,2025-02-23,14,C03,,Takeaway,Kartu Debit,125000,0,125000
T0036892,2025-02-23,11,C03,U03643,Dine-in,QRIS,66000,0,66000
T0036893,2025-02-23,21,C03,,Takeaway,QRIS,36000,0,36000
T0036894,2025-02-23,11,C03,U06160,Dine-in,Kartu Debit,20000,2000,18000
T0036895,2025-02-23,14,C03,U00087,Takeaway,Kartu Debit,28000,2800,25200
T0036896,2025-02-23,7,C03,,Dine-in,QRIS,24000,0,24000
T0036897,2025-02-23,13,C03,U02137,Dine-in,Tunai,50000,0,50000
T0036898,2025-02-23,18,C03,,Dine-in,QRIS,15000,0,15000
T0036899,2025-02-23,10,C03,,Dine-in,QRIS,68000,0,68000
T0036900,2025-02-23,12,C03,U03643,Delivery,Tunai,28000,0,28000
T0036901,2025-02-23,14,C03,U02083,Takeaway,QRIS,88000,0,88000
T0036902,2025-02-23,15,C03,U03980,Dine-in,Kartu Debit,18000,0,18000
T0036903,2025-02-23,14,C03,,Takeaway,Kartu Debit,22000,0,22000
T0036904,2025-02-23,16,C03,U05528,Delivery,E-Wallet,78000,0,78000
T0036905,2025-02-23,15,C03,,Takeaway,Kartu Debit,38000,0,38000
T0036906,2025-02-23,14,C03,,Dine-in,Kartu Debit,50000,0,50000
T0036907,2025-02-23,7,C03,,Takeaway,Tunai,45000,0,45000
T0036908,2025-02-23,10,C03,,Delivery,Tunai,14000,0,14000
T0036909,2025-02-23,10,C03,,Dine-in,Tunai,102000,0,102000
T0036910,2025-02-23,15,C03,U01630,Delivery,QRIS,138000,0,138000
T0036911,2025-02-23,16,C03,,Dine-in,Kartu Debit,95000,0,95000
T0036912,2025-02-23,15,C03,,Dine-in,Kartu Debit,14000,700,13300
T0036913,2025-02-23,12,C03,U02338,Delivery,E-Wallet,59000,0,59000
T0036914,2025-02-23,11,C03,U04891,Delivery,E-Wallet,45000,0,45000
T0036915,2025-02-23,12,C03,U01445,Dine-in,E-Wallet,33000,0,33000
T0036916,2025-02-23,12,C03,U00212,Takeaway,Tunai,50000,0,50000
T0036917,2025-02-23,12,C03,U02882,Dine-in,Kartu Debit,24000,2400,21600
T0036918,2025-02-23,9,C03,U02974,Dine-in,QRIS,36000,0,36000
T0036919,2025-02-23,15,C03,U06198,Dine-in,Kartu Debit,147000,0,147000
T0036920,2025-02-23,11,C03,U03643,Dine-in,E-Wallet,30000,1500,28500
T0036921,2025-02-23,17,C03,U05980,Dine-in,QRIS,38000,0,38000
T0036922,2025-02-23,9,C03,U02083,Delivery,E-Wallet,40000,0,40000
T0036923,2025-02-23,12,C03,,Delivery,Kartu Debit,20000,0,20000
T0036924,2025-02-23,9,C03,,Takeaway,QRIS,58000,0,58000
T0036925,2025-02-23,13,C03,,Delivery,Tunai,61000,0,61000
T0036926,2025-02-23,11,C03,,Dine-in,E-Wallet,61000,0,61000
T0036927,2025-02-23,11,C03,,Takeaway,Kartu Debit,40000,0,40000
T0036928,2025-02-23,14,C03,,Dine-in,Tunai,78000,0,78000
T0036929,2025-02-23,14,C03,U03171,Takeaway,QRIS,18000,0,18000
T0036930,2025-02-23,9,C03,U03122,Dine-in,E-Wallet,42000,0,42000
T0036931,2025-02-23,11,C03,,Takeaway,E-Wallet,72000,0,72000
T0036932,2025-02-23,19,C03,,Dine-in,E-Wallet,103000,0,103000
T0036933,2025-02-23,11,C03,U04648,Dine-in,QRIS,14000,1400,12600
T0036934,2025-02-23,13,C03,U00193,Dine-in,QRIS,37000,0,37000
T0036935,2025-02-23,13,C03,,Dine-in,QRIS,36000,0,36000
T0036936,2025-02-23,11,C03,U05003,Dine-in,Tunai,70000,0,70000
T0036937,2025-02-23,17,C03,U03820,Takeaway,QRIS,68000,0,68000
T0036938,2025-02-23,17,C03,U02434,Takeaway,Tunai,22000,0,22000
T0036939,2025-02-23,9,C03,,Dine-in,Tunai,49000,0,49000
T0036940,2025-02-23,10,C04,,Delivery,Tunai,71000,0,71000
T0036941,2025-02-23,10,C04,U01088,Delivery,QRIS,61000,0,61000
T0036942,2025-02-23,14,C04,,Takeaway,QRIS,85000,4250,80750
T0036943,2025-02-23,10,C04,,Takeaway,Kartu Debit,35000,0,35000
T0036944,2025-02-23,15,C04,U04471,Takeaway,Kartu Debit,73000,0,73000
T0036945,2025-02-23,11,C04,,Dine-in,Kartu Debit,44000,0,44000
T0036946,2025-02-23,9,C04,,Dine-in,Tunai,141000,0,141000
T0036947,2025-02-23,8,C04,,Delivery,QRIS,18000,0,18000
T0036948,2025-02-23,10,C04,,Dine-in,E-Wallet,126000,0,126000
T0036949,2025-02-23,13,C04,,Dine-in,Tunai,50000,0,50000
T0036950,2025-02-23,17,C04,U06081,Dine-in,Kartu Debit,50000,0,50000
T0036951,2025-02-23,14,C04,,Takeaway,E-Wallet,64000,0,64000
T0036952,2025-02-23,15,C04,,Delivery,QRIS,18000,0,18000
T0036953,2025-02-23,8,C04,,Takeaway,Tunai,50000,0,50000
T0036954,2025-02-23,13,C04,,Takeaway,E-Wallet,74000,0,74000
T0036955,2025-02-23,15,C04,,Dine-in,QRIS,105000,0,105000
T0036956,2025-02-23,12,C04,,Dine-in,Tunai,50000,0,50000
T0036957,2025-02-23,16,C04,,Delivery,QRIS,35000,0,35000
T0036958,2025-02-23,8,C04,,Dine-in,QRIS,115000,0,115000
T0036959,2025-02-23,18,C04,,Takeaway,QRIS,28000,0,28000
T0036960,2025-02-23,11,C04,U02853,Takeaway,E-Wallet,40000,4000,36000
T0036961,2025-02-23,8,C04,,Dine-in,Tunai,24000,0,24000
T0036962,2025-02-23,9,C04,,Dine-in,QRIS,25000,0,25000
T0036963,2025-02-23,16,C04,U05056,Dine-in,Tunai,122000,0,122000
T0036964,2025-02-23,15,C04,,Takeaway,Kartu Debit,71000,3550,67450
T0036965,2025-02-23,16,C04,,Dine-in,E-Wallet,134000,0,134000
T0036966,2025-02-23,14,C04,,Takeaway,Kartu Debit,75000,0,75000
T0036967,2025-02-23,16,C04,,Dine-in,Tunai,69000,0,69000
T0036968,2025-02-23,11,C04,U03938,Dine-in,QRIS,24000,1200,22800
T0036969,2025-02-23,20,C04,U03313,Dine-in,QRIS,151000,0,151000
T0036970,2025-02-23,9,C04,,Delivery,E-Wallet,53000,0,53000
T0036971,2025-02-23,17,C04,,Delivery,QRIS,25000,0,25000
T0036972,2025-02-23,16,C04,U03355,Dine-in,Tunai,25000,0,25000
T0036973,2025-02-24,16,C01,U01926,Delivery,Tunai,39000,0,39000
T0036974,2025-02-24,15,C01,U06057,Dine-in,Kartu Debit,39000,0,39000
T0036975,2025-02-24,11,C01,,Dine-in,Tunai,58000,2900,55100
T0036976,2025-02-24,14,C01,,Takeaway,QRIS,42000,0,42000
T0036977,2025-02-24,16,C01,U01810,Delivery,QRIS,107000,0,107000
T0036978,2025-02-24,12,C01,U00507,Dine-in,E-Wallet,36000,0,36000
T0036979,2025-02-24,9,C01,,Takeaway,QRIS,43000,0,43000
T0036980,2025-02-24,16,C01,,Dine-in,Kartu Debit,46000,0,46000
T0036981,2025-02-24,15,C01,,Takeaway,E-Wallet,15000,0,15000
T0036982,2025-02-24,10,C01,U04041,Dine-in,QRIS,20000,0,20000
T0036983,2025-02-24,12,C01,,Dine-in,QRIS,120000,0,120000
T0036984,2025-02-24,11,C01,U01810,Takeaway,Kartu Debit,70000,0,70000
T0036985,2025-02-24,16,C01,U04736,Dine-in,QRIS,15000,0,15000
T0036986,2025-02-24,21,C01,,Takeaway,Tunai,89000,0,89000
T0036987,2025-02-24,15,C01,,Takeaway,Kartu Debit,25000,0,25000
T0036988,2025-02-24,12,C01,,Delivery,QRIS,50000,0,50000
T0036989,2025-02-24,17,C01,U03752,Dine-in,Tunai,28000,0,28000
T0036990,2025-02-24,9,C01,U02684,Takeaway,Tunai,45000,0,45000
T0036991,2025-02-24,21,C01,U04722,Dine-in,QRIS,36000,0,36000
T0036992,2025-02-24,11,C01,U03079,Dine-in,E-Wallet,28000,0,28000
T0036993,2025-02-24,18,C01,,Takeaway,Kartu Debit,48000,0,48000
T0036994,2025-02-24,11,C01,U00293,Dine-in,QRIS,90000,0,90000
T0036995,2025-02-24,14,C01,,Dine-in,QRIS,43000,0,43000
T0036996,2025-02-24,14,C01,,Takeaway,QRIS,18000,0,18000
T0036997,2025-02-24,11,C01,U04054,Dine-in,E-Wallet,45000,0,45000
T0036998,2025-02-24,15,C01,,Dine-in,Tunai,50000,0,50000
T0036999,2025-02-24,7,C01,U03126,Delivery,Tunai,90000,0,90000
T0037000,2025-02-24,12,C01,,Dine-in,E-Wallet,70000,0,70000
T0037001,2025-02-24,11,C01,,Dine-in,Tunai,25000,1250,23750
T0037002,2025-02-24,15,C01,U03413,Dine-in,QRIS,18000,0,18000
T0037003,2025-02-24,14,C01,,Dine-in,Kartu Debit,64000,0,64000
T0037004,2025-02-24,13,C01,U00079,Takeaway,QRIS,46000,0,46000
T0037005,2025-02-24,7,C01,,Takeaway,QRIS,117000,0,117000
T0037006,2025-02-24,9,C02,,Dine-in,Tunai,59000,0,59000
T0037007,2025-02-24,13,C02,U06007,Takeaway,Tunai,43000,0,43000
T0037008,2025-02-24,16,C02,,Delivery,E-Wallet,25000,0,25000
T0037009,2025-02-24,10,C02,U02428,Dine-in,Tunai,60000,0,60000
T0037010,2025-02-24,16,C02,,Dine-in,E-Wallet,61000,0,61000
T0037011,2025-02-24,16,C02,U01670,Dine-in,QRIS,83000,0,83000
T0037012,2025-02-24,14,C02,,Delivery,QRIS,65000,0,65000
T0037013,2025-02-24,17,C02,U00920,Delivery,QRIS,55000,0,55000
T0037014,2025-02-24,12,C02,,Dine-in,Kartu Debit,88000,0,88000
T0037015,2025-02-24,7,C02,U00043,Dine-in,E-Wallet,54000,0,54000
T0037016,2025-02-24,11,C02,,Delivery,QRIS,58000,0,58000
T0037017,2025-02-24,10,C02,U06068,Delivery,Kartu Debit,15000,0,15000
T0037018,2025-02-24,20,C02,,Delivery,QRIS,46000,0,46000
T0037019,2025-02-24,10,C02,,Takeaway,Kartu Debit,24000,0,24000
T0037020,2025-02-24,17,C02,U00899,Takeaway,QRIS,48000,0,48000
T0037021,2025-02-24,10,C02,,Dine-in,QRIS,68000,0,68000
T0037022,2025-02-24,16,C02,U02428,Takeaway,QRIS,43000,0,43000
T0037023,2025-02-24,11,C02,,Dine-in,QRIS,59000,0,59000
T0037024,2025-02-24,15,C02,U06162,Dine-in,Kartu Debit,56000,0,56000
T0037025,2025-02-24,14,C02,,Delivery,QRIS,40000,0,40000
T0037026,2025-02-24,17,C02,U06068,Takeaway,Kartu Debit,122000,0,122000
T0037027,2025-02-24,17,C02,U01512,Takeaway,QRIS,25000,0,25000
T0037028,2025-02-24,17,C02,,Takeaway,Kartu Debit,46000,0,46000
T0037029,2025-02-24,9,C02,,Delivery,QRIS,15000,0,15000
T0037030,2025-02-24,21,C02,U00539,Dine-in,QRIS,28000,1400,26600
T0037031,2025-02-24,16,C02,,Delivery,E-Wallet,131000,0,131000
T0037032,2025-02-24,14,C02,,Dine-in,Tunai,90000,0,90000
T0037033,2025-02-24,14,C02,,Dine-in,E-Wallet,43000,0,43000
T0037034,2025-02-24,13,C02,,Takeaway,QRIS,65000,0,65000
T0037035,2025-02-24,19,C03,U05155,Takeaway,QRIS,28000,0,28000
T0037036,2025-02-24,19,C03,U03820,Dine-in,QRIS,46000,4600,41400
T0037037,2025-02-24,8,C03,U04783,Takeaway,QRIS,72000,0,72000
T0037038,2025-02-24,19,C03,,Takeaway,Kartu Debit,30000,0,30000
T0037039,2025-02-24,15,C03,,Delivery,E-Wallet,18000,900,17100
T0037040,2025-02-24,11,C03,,Delivery,QRIS,25000,0,25000
T0037041,2025-02-24,7,C03,,Dine-in,QRIS,39000,0,39000
T0037042,2025-02-24,16,C03,,Delivery,Kartu Debit,46000,0,46000
T0037043,2025-02-24,9,C03,U02328,Dine-in,E-Wallet,61000,0,61000
T0037044,2025-02-24,15,C03,U01630,Takeaway,QRIS,25000,0,25000
T0037045,2025-02-24,15,C03,U00768,Delivery,QRIS,66000,0,66000
T0037046,2025-02-24,11,C03,,Dine-in,QRIS,35000,0,35000
T0037047,2025-02-24,17,C03,U03536,Dine-in,QRIS,36000,0,36000
T0037048,2025-02-24,9,C03,,Takeaway,E-Wallet,53000,0,53000
T0037049,2025-02-24,13,C03,,Takeaway,QRIS,18000,0,18000
T0037050,2025-02-24,12,C03,U01224,Dine-in,QRIS,56000,0,56000
T0037051,2025-02-24,14,C03,,Dine-in,Kartu Debit,60000,0,60000
T0037052,2025-02-24,18,C03,U06198,Takeaway,Tunai,92000,0,92000
T0037053,2025-02-24,12,C03,,Delivery,Tunai,22000,0,22000
T0037054,2025-02-24,10,C03,,Delivery,QRIS,43000,0,43000
T0037055,2025-02-24,14,C03,,Takeaway,Tunai,28000,0,28000
T0037056,2025-02-24,16,C03,U00134,Delivery,QRIS,54000,5400,48600
T0037057,2025-02-24,11,C03,,Takeaway,Kartu Debit,25000,0,25000
T0037058,2025-02-24,12,C03,,Delivery,QRIS,79000,0,79000
T0037059,2025-02-24,11,C03,U04336,Dine-in,QRIS,15000,0,15000
T0037060,2025-02-24,15,C03,,Takeaway,Tunai,18000,0,18000
T0037061,2025-02-24,16,C03,,Dine-in,Tunai,18000,0,18000
T0037062,2025-02-24,13,C03,,Takeaway,Kartu Debit,15000,0,15000
T0037063,2025-02-24,14,C03,U03218,Dine-in,Tunai,43000,0,43000
T0037064,2025-02-24,7,C03,,Delivery,QRIS,48000,0,48000
T0037065,2025-02-24,11,C03,U03218,Takeaway,E-Wallet,25000,0,25000
T0037066,2025-02-24,18,C03,,Dine-in,E-Wallet,18000,0,18000
T0037067,2025-02-24,18,C03,,Takeaway,QRIS,15000,0,15000
T0037068,2025-02-24,14,C03,,Delivery,Tunai,28000,0,28000
T0037069,2025-02-24,17,C03,,Delivery,QRIS,36000,0,36000
T0037070,2025-02-24,14,C03,U01891,Takeaway,Tunai,15000,750,14250
T0037071,2025-02-24,14,C03,,Dine-in,QRIS,67000,0,67000
T0037072,2025-02-24,15,C03,,Dine-in,QRIS,124000,0,124000
T0037073,2025-02-24,10,C03,,Dine-in,Tunai,98000,4900,93100
T0037074,2025-02-24,14,C03,U05003,Takeaway,Tunai,46000,0,46000
T0037075,2025-02-24,11,C03,U02328,Dine-in,Kartu Debit,35000,3500,31500
T0037076,2025-02-24,12,C03,U00492,Dine-in,Tunai,78000,0,78000
T0037077,2025-02-24,14,C03,U04658,Delivery,Kartu Debit,36000,3600,32400
T0037078,2025-02-24,17,C03,,Dine-in,QRIS,18000,0,18000
T0037079,2025-02-24,20,C03,,Takeaway,Tunai,24000,0,24000
T0037080,2025-02-24,19,C03,,Dine-in,QRIS,62000,0,62000
T0037081,2025-02-24,12,C04,,Dine-in,QRIS,25000,0,25000
T0037082,2025-02-24,11,C04,U01754,Dine-in,E-Wallet,25000,0,25000
T0037083,2025-02-24,18,C04,U00938,Dine-in,QRIS,36000,0,36000
T0037084,2025-02-24,14,C04,U04548,Dine-in,Kartu Debit,78000,0,78000
T0037085,2025-02-24,15,C04,U03793,Dine-in,Tunai,61000,0,61000
T0037086,2025-02-24,14,C04,,Delivery,QRIS,50000,0,50000
T0037087,2025-02-24,11,C04,U02853,Dine-in,Tunai,97000,0,97000
T0037088,2025-02-24,13,C04,,Dine-in,Tunai,56000,0,56000
T0037089,2025-02-24,13,C04,U03313,Dine-in,Kartu Debit,20000,0,20000
T0037090,2025-02-24,13,C04,U00336,Dine-in,Tunai,36000,0,36000
T0037091,2025-02-24,14,C04,,Takeaway,Kartu Debit,18000,0,18000
T0037092,2025-02-24,10,C04,U04548,Dine-in,Kartu Debit,52000,0,52000
T0037093,2025-02-24,16,C04,U03938,Delivery,QRIS,28000,0,28000
T0037094,2025-02-24,12,C04,U05021,Dine-in,QRIS,105000,0,105000
T0037095,2025-02-24,19,C04,U00165,Dine-in,QRIS,49000,0,49000
T0037096,2025-02-24,12,C04,,Takeaway,Tunai,28000,0,28000
T0037097,2025-02-24,15,C04,U01488,Dine-in,QRIS,36000,1800,34200
T0037098,2025-02-24,15,C04,,Delivery,Kartu Debit,30000,1500,28500
T0037099,2025-02-24,11,C04,U02920,Dine-in,QRIS,22000,0,22000
T0037100,2025-02-24,11,C04,U01275,Takeaway,Tunai,15000,0,15000
T0037101,2025-02-24,16,C04,,Delivery,E-Wallet,22000,1100,20900
T0037102,2025-02-24,9,C04,U04676,Delivery,Tunai,54000,2700,51300
T0037103,2025-02-24,15,C04,,Dine-in,Tunai,42000,0,42000
T0037104,2025-02-24,7,C04,,Dine-in,Tunai,49000,2450,46550
T0037105,2025-02-24,11,C04,U02629,Delivery,E-Wallet,75000,0,75000
T0037106,2025-02-24,9,C04,U03355,Takeaway,QRIS,47000,4700,42300
T0037107,2025-02-24,21,C04,,Takeaway,QRIS,15000,0,15000
T0037108,2025-02-24,18,C04,,Takeaway,QRIS,36000,1800,34200
T0037109,2025-02-24,11,C04,,Dine-in,Kartu Debit,42000,0,42000
T0037110,2025-02-25,9,C01,U01814,Takeaway,QRIS,65000,0,65000
T0037111,2025-02-25,11,C01,U03490,Dine-in,Tunai,71000,0,71000
T0037112,2025-02-25,10,C01,,Dine-in,E-Wallet,70000,0,70000
T0037113,2025-02-25,10,C01,,Dine-in,E-Wallet,18000,0,18000
T0037114,2025-02-25,10,C01,,Delivery,QRIS,87000,0,87000
T0037115,2025-02-25,13,C01,,Takeaway,QRIS,87000,0,87000
T0037116,2025-02-25,17,C01,U01963,Dine-in,QRIS,39000,3900,35100
T0037117,2025-02-25,15,C01,U02138,Delivery,QRIS,86000,0,86000
T0037118,2025-02-25,15,C01,U00640,Dine-in,QRIS,82000,0,82000
T0037119,2025-02-25,12,C01,U02684,Takeaway,E-Wallet,24000,0,24000
T0037120,2025-02-25,14,C01,U03984,Dine-in,QRIS,49000,0,49000
T0037121,2025-02-25,10,C01,,Dine-in,QRIS,57000,0,57000
T0037122,2025-02-25,18,C01,,Delivery,E-Wallet,44000,0,44000
T0037123,2025-02-25,10,C01,U06147,Dine-in,QRIS,15000,1500,13500
T0037124,2025-02-25,12,C01,U03456,Delivery,Kartu Debit,53000,0,53000
T0037125,2025-02-25,15,C01,U04866,Delivery,Tunai,30000,0,30000
T0037126,2025-02-25,11,C01,,Dine-in,Tunai,33000,0,33000
T0037127,2025-02-25,10,C01,,Dine-in,E-Wallet,25000,0,25000
T0037128,2025-02-25,15,C01,,Dine-in,Tunai,115000,0,115000
T0037129,2025-02-25,17,C01,U03204,Delivery,Tunai,30000,0,30000
T0037130,2025-02-25,14,C01,,Dine-in,E-Wallet,56000,0,56000
T0037131,2025-02-25,14,C01,U04319,Takeaway,Kartu Debit,25000,0,25000
T0037132,2025-02-25,10,C01,,Delivery,E-Wallet,24000,0,24000
T0037133,2025-02-25,10,C01,,Dine-in,QRIS,123000,0,123000
T0037134,2025-02-25,12,C01,,Delivery,Tunai,58000,0,58000
T0037135,2025-02-25,11,C01,,Dine-in,E-Wallet,93000,0,93000
T0037136,2025-02-25,11,C02,,Dine-in,Kartu Debit,18000,0,18000
T0037137,2025-02-25,21,C02,,Dine-in,Tunai,25000,0,25000
T0037138,2025-02-25,13,C02,,Dine-in,E-Wallet,22000,0,22000
T0037139,2025-02-25,13,C02,U03490,Delivery,QRIS,56000,0,56000
T0037140,2025-02-25,8,C02,,Delivery,Kartu Debit,18000,0,18000
T0037141,2025-02-25,15,C02,U01963,Dine-in,Tunai,68000,0,68000
T0037142,2025-02-25,13,C02,U06018,Dine-in,Kartu Debit,40000,0,40000
T0037143,2025-02-25,20,C02,,Takeaway,QRIS,36000,0,36000
T0037144,2025-02-25,16,C02,,Delivery,Tunai,33000,0,33000
T0037145,2025-02-25,7,C02,,Takeaway,E-Wallet,117000,0,117000
T0037146,2025-02-25,15,C02,,Dine-in,Tunai,95000,4750,90250
T0037147,2025-02-25,16,C02,,Dine-in,E-Wallet,25000,0,25000
T0037148,2025-02-25,13,C02,U01327,Delivery,Tunai,24000,0,24000
T0037149,2025-02-25,15,C02,,Delivery,Tunai,73000,0,73000
T0037150,2025-02-25,12,C02,U01317,Takeaway,E-Wallet,14000,0,14000
T0037151,2025-02-25,8,C02,,Takeaway,E-Wallet,22000,0,22000
T0037152,2025-02-25,11,C02,,Dine-in,Kartu Debit,24000,0,24000
T0037153,2025-02-25,13,C02,,Takeaway,Kartu Debit,44000,0,44000
T0037154,2025-02-25,14,C02,U02815,Delivery,QRIS,116000,0,116000
T0037155,2025-02-25,18,C02,,Delivery,E-Wallet,74000,0,74000
T0037156,2025-02-25,14,C02,U04638,Delivery,QRIS,129000,12900,116100
T0037157,2025-02-25,21,C02,U03752,Dine-in,QRIS,78000,0,78000
T0037158,2025-02-25,16,C02,,Dine-in,Tunai,18000,900,17100
T0037159,2025-02-25,19,C02,,Dine-in,QRIS,73000,0,73000
T0037160,2025-02-25,15,C02,U06002,Dine-in,Tunai,49000,2450,46550
T0037161,2025-02-25,15,C02,,Takeaway,Tunai,15000,0,15000
T0037162,2025-02-25,12,C02,,Dine-in,Kartu Debit,36000,0,36000
T0037163,2025-02-25,13,C02,,Dine-in,QRIS,15000,0,15000
T0037164,2025-02-25,13,C02,U00920,Dine-in,QRIS,28000,0,28000
T0037165,2025-02-25,12,C02,,Delivery,QRIS,126000,0,126000
T0037166,2025-02-25,9,C03,U03218,Takeaway,E-Wallet,50000,0,50000
T0037167,2025-02-25,9,C03,,Takeaway,Tunai,74000,0,74000
T0037168,2025-02-25,16,C03,U02328,Delivery,QRIS,15000,750,14250
T0037169,2025-02-25,16,C03,,Dine-in,QRIS,22000,0,22000
T0037170,2025-02-25,8,C03,,Takeaway,Tunai,40000,0,40000
T0037171,2025-02-25,19,C03,U01071,Takeaway,Tunai,63000,0,63000
T0037172,2025-02-25,15,C03,U01224,Delivery,QRIS,135000,0,135000
T0037173,2025-02-25,17,C03,,Dine-in,E-Wallet,18000,0,18000
T0037174,2025-02-25,12,C03,,Dine-in,Kartu Debit,44000,0,44000
T0037175,2025-02-25,14,C03,U04254,Delivery,E-Wallet,86000,0,86000
T0037176,2025-02-25,9,C03,,Takeaway,Tunai,39000,0,39000
T0037177,2025-02-25,14,C03,U03536,Dine-in,Tunai,18000,0,18000
T0037178,2025-02-25,15,C03,,Delivery,E-Wallet,22000,0,22000
T0037179,2025-02-25,13,C03,,Takeaway,Tunai,40000,0,40000
T0037180,2025-02-25,12,C03,U02434,Takeaway,E-Wallet,78000,7800,70200
T0037181,2025-02-25,14,C03,,Dine-in,E-Wallet,22000,0,22000
T0037182,2025-02-25,11,C03,,Dine-in,E-Wallet,71000,0,71000
T0037183,2025-02-25,17,C03,U06160,Takeaway,Tunai,99000,0,99000
T0037184,2025-02-25,12,C03,,Takeaway,Tunai,59000,0,59000
T0037185,2025-02-25,12,C03,U01630,Dine-in,QRIS,28000,0,28000
T0037186,2025-02-25,13,C03,U01047,Dine-in,Tunai,24000,0,24000
T0037187,2025-02-25,14,C03,U03820,Dine-in,QRIS,38000,0,38000
T0037188,2025-02-25,16,C03,U05357,Dine-in,E-Wallet,45000,0,45000
T0037189,2025-02-25,11,C03,,Delivery,E-Wallet,28000,0,28000
T0037190,2025-02-25,15,C03,U00087,Dine-in,Tunai,92000,0,92000
T0037191,2025-02-25,21,C03,U03753,Delivery,QRIS,25000,0,25000
T0037192,2025-02-25,11,C03,U00768,Dine-in,QRIS,60000,0,60000
T0037193,2025-02-25,17,C03,,Delivery,Tunai,15000,0,15000
T0037194,2025-02-25,10,C03,U01071,Dine-in,Tunai,83000,0,83000
T0037195,2025-02-25,16,C03,,Takeaway,QRIS,75000,0,75000
T0037196,2025-02-25,17,C03,,Delivery,QRIS,94000,0,94000
T0037197,2025-02-25,21,C03,,Dine-in,E-Wallet,33000,0,33000
T0037198,2025-02-25,14,C03,U02563,Takeaway,Kartu Debit,25000,0,25000
T0037199,2025-02-25,11,C03,,Dine-in,Tunai,24000,1200,22800
T0037200,2025-02-25,9,C03,,Takeaway,Tunai,36000,1800,34200
T0037201,2025-02-25,14,C03,,Takeaway,Tunai,58000,2900,55100
T0037202,2025-02-25,20,C03,U00810,Dine-in,E-Wallet,82000,0,82000
T0037203,2025-02-25,12,C03,,Delivery,QRIS,43000,0,43000
T0037204,2025-02-25,18,C03,,Takeaway,QRIS,15000,0,15000
T0037205,2025-02-25,14,C03,,Dine-in,Kartu Debit,14000,0,14000
T0037206,2025-02-25,12,C03,U04254,Dine-in,E-Wallet,18000,0,18000
T0037207,2025-02-25,8,C03,U01468,Takeaway,QRIS,25000,2500,22500
T0037208,2025-02-25,16,C04,,Takeaway,E-Wallet,22000,0,22000
