pelanggan_id,bulan_daftar,bulan_ke,transaksi,nilai
U01558,2026-02,0,4,184250
U01560,2026-06,0,1,30000
U01562,2025-12,0,5,424000
U01563,2026-05,0,4,138750
U01563,2026-05,1,5,126100
U01564,2026-01,0,10,495100
U01565,2025-07,0,8,661250
U01565,2025-07,1,4,203000
U01566,2026-04,0,5,456750
U01566,2026-04,1,10,616500
U01567,2026-05,0,2,59500
U01567,2026-05,1,3,227000
U01569,2026-04,0,11,599750
U01569,2026-04,1,5,160000
U01569,2026-04,2,7,287500
U01570,2025-06,0,6,405950
U01570,2025-06,1,5,427800
U01570,2025-06,2,4,236000
U01570,2025-06,3,7,375550
U01570,2025-06,4,5,151000
U01570,2025-06,5,4,187600
U01570,2025-06,6,4,309300
U01570,2025-06,7,8,478000
U01570,2025-06,8,15,966900
U01570,2025-06,9,4,233100
U01570,2025-06,10,6,298850
U01570,2025-06,11,7,702450
U01570,2025-06,12,9,748200
U01571,2025-09,0,6,379750
U01575,2026-05,0,6,412000
U01575,2026-05,1,6,281050
U01576,2026-06,0,5,335000
U01578,2025-01,0,12,477550
U01579,2025-07,0,7,474750
U01579,2025-07,1,4,132600
U01580,2025-10,0,6,208500
U01580,2025-10,1,5,221000
U01581,2025-10,0,3,406000
U01582,2025-02,0,7,437000
U01582,2025-02,1,4,291600
U01583,2025-12,0,3,222500
U01586,2025-09,0,4,198150
U01586,2025-09,1,4,326300
U01589,2026-02,0,4,191600
U01589,2026-02,1,3,163000
U01590,2026-06,0,7,309350
U01591,2025-07,0,8,521800
U01591,2025-07,1,5,369650
U01592,2026-02,0,4,209000
U01593,2025-02,0,5,274400
U01594,2025-07,0,2,61000
U01595,2025-10,0,6,613700
U01596,2026-03,0,5,226900
U01597,2025-06,0,6,484850
U01599,2026-04,0,1,191000
U01600,2025-06,0,10,357000
U01601,2025-04,0,4,296500
U01602,2026-02,0,10,493200
U01602,2026-02,1,9,452300
U01602,2026-02,2,3,207900
U01602,2026-02,3,5,332000
U01604,2026-01,0,4,458000
U01605,2025-09,0,5,210500
U01605,2025-09,1,4,413750
U01605,2025-09,2,8,558000
U01605,2025-09,3,6,351700
U01605,2025-09,4,8,496200
U01605,2025-09,5,8,249100
U01605,2025-09,6,11,452650
U01605,2025-09,7,6,242000
U01605,2025-09,8,1,37000
U01605,2025-09,9,7,349000
U01607,2026-04,0,4,247000
U01607,2026-04,1,3,194000
U01608,2025-07,0,4,336950
U01608,2025-07,1,4,205000
U01608,2025-07,2,3,128300
U01608,2025-07,3,2,46000
U01609,2025-05,0,6,326000
U01609,2025-05,1,9,534500
U01609,2025-05,2,1,120000
U01609,2025-05,3,7,459600
U01609,2025-05,4,3,220500
U01609,2025-05,5,7,466000
U01613,2026-03,0,10,632050
U01614,2026-02,0,2,67000
U01614,2026-02,1,4,393550
U01616,2026-04,0,4,258700
U01616,2026-04,1,4,246000
U01618,2026-05,0,9,541600
U01618,2026-05,1,6,297000
U01619,2026-05,0,7,236650
U01619,2026-05,1,5,217750
U01621,2025-07,0,7,650000
U01622,2025-06,0,4,365000
U01622,2025-06,1,6,305700
U01623,2025-11,0,4,210000
U01624,2026-03,0,5,267000
U01624,2026-03,1,5,407000
U01624,2026-03,2,6,373000
U01624,2026-03,3,5,220500
U01625,2025-04,0,5,207200
U01628,2025-05,0,8,412000
U01628,2025-05,1,5,254000
U01628,2025-05,2,6,381300
U01630,2025-01,0,18,1312800
U01630,2025-01,1,14,835000
U01631,2025-08,0,8,849200
U01631,2025-08,1,2,127250
U01631,2025-08,2,5,503200
U01631,2025-08,3,11,606000
U01631,2025-08,4,8,318000
U01632,2025-03,0,8,372000
U01633,2026-03,0,3,102000
U01633,2026-03,1,7,536900
U01634,2026-02,0,5,309000
U01635,2025-12,0,6,324500
U01636,2026-03,0,3,104000
U01636,2026-03,1,3,185000
U01636,2026-03,2,1,83700
U01636,2026-03,3,4,256000
U01638,2025-05,0,7,324750
U01638,2025-05,1,2,30000
U01638,2025-05,2,3,146000
U01638,2025-05,3,4,222000
U01644,2026-01,0,4,231000
U01644,2026-01,1,3,244000
U01644,2026-01,2,3,191000
U01644,2026-01,3,9,679000
U01644,2026-01,4,3,270000
U01644,2026-01,5,4,381000
U01647,2025-11,0,5,272000
U01648,2026-02,0,8,595000
U01649,2025-06,0,10,503800
U01649,2025-06,1,5,229500
U01649,2025-06,2,3,165050
U01649,2025-06,3,3,117000
U01649,2025-06,4,9,441000
U01649,2025-06,5,6,556400
U01649,2025-06,6,11,661900
U01649,2025-06,7,8,418000
U01649,2025-06,8,4,244000
U01649,2025-06,9,4,248250
U01649,2025-06,10,5,255000
U01649,2025-06,11,11,673000
U01649,2025-06,12,1,41800
U01650,2025-01,0,16,795950
U01650,2025-01,1,7,336600
U01650,2025-01,2,6,231000
U01651,2025-04,0,4,187050
U01652,2025-11,0,6,284200
U01654,2025-07,0,6,592500
U01654,2025-07,1,7,453400
U01654,2025-07,2,3,98350
U01654,2025-07,3,1,53000
U01656,2025-12,0,4,99500
U01656,2025-12,1,6,270000
U01656,2025-12,2,2,80000
U01656,2025-12,3,2,51000
U01656,2025-12,4,5,356000
U01656,2025-12,5,4,587000
U01658,2026-04,0,5,256300
U01659,2026-01,0,6,221900
U01659,2026-01,1,3,217000
U01660,2025-06,0,5,178300
U01660,2025-06,1,7,307150
U01661,2025-08,0,4,300800
U01661,2025-08,1,1,123000
U01661,2025-08,2,5,429000
U01661,2025-08,3,2,135000
U01661,2025-08,4,4,189000
U01662,2026-05,0,6,273000
U01662,2026-05,1,3,99200
U01663,2025-06,0,4,198000
U01663,2025-06,1,10,437700
U01663,2025-06,2,5,230200
U01663,2025-06,3,6,326600
U01663,2025-06,4,10,757000
U01663,2025-06,5,2,87600
U01664,2025-09,0,5,398200
U01664,2025-09,1,7,534000
U01666,2025-08,0,6,401100
U01667,2026-03,0,7,248000
U01669,2025-08,0,3,180000
U01669,2025-08,1,4,444000
U01669,2025-08,2,7,376200
U01669,2025-08,3,7,428650
U01669,2025-08,4,1,92000
U01669,2025-08,5,1,39000
U01669,2025-08,6,4,165000
U01669,2025-08,7,11,476000
U01669,2025-08,8,5,437750
U01669,2025-08,9,9,466500
U01669,2025-08,10,10,641500
U01670,2025-01,0,5,229400
U01670,2025-01,1,9,686000
U01671,2026-04,0,5,162750
U01673,2026-03,0,8,645400
U01673,2026-03,1,6,415100
U01674,2026-04,0,5,341000
U01678,2025-12,0,10,379750
U01678,2025-12,1,5,314700
U01679,2025-11,0,10,1059000
U01679,2025-11,1,8,607200
U01680,2025-11,0,11,573900
U01680,2025-11,1,3,171000
U01680,2025-11,2,3,136000
U01680,2025-11,3,8,452000
U01682,2025-11,0,1,36000
U01682,2025-11,1,5,314000
U01684,2025-09,0,3,207250
U01684,2025-09,1,10,513250
U01684,2025-09,2,3,280800
U01686,2025-02,0,6,305100
U01686,2025-02,1,7,477100
U01686,2025-02,2,6,390000
U01687,2026-02,0,6,451000
U01688,2025-04,0,3,70300
U01688,2025-04,1,6,300000
U01688,2025-04,2,6,330000
U01688,2025-04,3,4,270150
U01688,2025-04,4,8,393000
U01688,2025-04,5,4,179000
U01688,2025-04,6,6,423300
U01688,2025-04,7,6,403000
U01688,2025-04,8,9,519500
U01688,2025-04,9,14,867850
U01689,2025-02,0,5,225600
U01689,2025-02,1,9,510800
U01689,2025-02,2,7,401750
U01689,2025-02,3,5,185000
U01690,2026-01,0,4,292200
U01691,2025-03,0,8,493000
U01691,2025-03,1,8,318000
U01691,2025-03,2,7,271600
U01692,2026-04,0,3,127500
U01692,2026-04,1,1,28000
U01692,2026-04,2,5,281000
U01694,2025-09,0,4,247650
U01696,2025-07,0,5,263200
U01697,2025-11,0,5,223500
U01698,2026-03,0,7,733850
U01698,2026-03,1,12,767100
U01698,2026-03,2,5,261000
U01698,2026-03,3,5,241750
U01701,2026-01,0,8,776000
U01702,2025-11,0,4,285000
U01702,2025-11,1,10,598000
U01702,2025-11,2,4,303000
U01702,2025-11,3,5,315250
U01702,2025-11,4,2,208000
U01705,2025-07,0,4,170000
U01706,2025-08,0,4,278300
U01707,2026-04,0,8,432200
U01708,2025-06,0,4,346000
U01709,2026-06,0,9,433650
U01710,2025-07,0,9,642500
U01710,2025-07,1,3,326500
U01710,2025-07,2,9,369500
U01710,2025-07,3,6,336600
U01710,2025-07,4,7,256000
U01710,2025-07,5,1,18000
U01710,2025-07,6,10,528500
U01710,2025-07,7,10,556300
U01710,2025-07,8,4,265000
U01710,2025-07,9,5,182400
U01710,2025-07,10,4,173000
U01710,2025-07,11,8,389600
U01712,2025-11,0,4,106000
U01712,2025-11,1,3,181000
U01713,2026-02,0,6,280250
U01715,2025-03,0,4,206100
U01715,2025-03,1,7,485750
U01715,2025-03,2,6,203000
U01716,2026-01,0,8,436000
U01720,2025-07,0,6,443000
U01721,2025-03,0,9,472700
U01721,2025-03,1,6,360000
U01721,2025-03,2,1,50000
U01721,2025-03,3,2,162000
U01721,2025-03,4,1,73800
U01721,2025-03,5,7,605500
U01722,2025-12,0,2,55000
U01722,2025-12,1,6,304000
U01725,2025-06,0,8,441300
U01726,2025-03,0,8,457400
U01728,2025-11,0,5,313100
U01730,2026-02,0,4,193000
U01731,2025-07,0,6,371000
U01733,2025-12,0,4,453000
U01734,2026-02,0,8,374700
U01735,2026-04,0,5,430400
U01735,2026-04,1,3,144000
U01735,2026-04,2,5,242000
U01737,2026-03,0,5,332600
U01738,2025-02,0,8,478000
U01738,2025-02,1,4,186500
U01738,2025-02,2,2,111000
U01739,2026-05,0,6,381100
U01739,2026-05,1,7,383000
U01740,2025-10,0,6,251000
U01740,2025-10,1,8,304000
U01740,2025-10,2,7,432000
U01740,2025-10,3,12,629000
U01741,2025-03,0,6,164550
U01741,2025-03,1,5,176000
U01741,2025-03,2,4,393900
U01741,2025-03,3,4,227000
U01741,2025-03,4,3,56200
U01742,2026-02,0,2,144050
U01745,2025-08,0,7,431400
U01745,2025-08,1,4,136200
U01745,2025-08,2,4,97800
U01745,2025-08,3,1,24000
U01745,2025-08,4,5,328750
U01745,2025-08,5,3,247000
U01745,2025-08,6,6,305000
U01745,2025-08,7,4,264000
U01745,2025-08,8,9,292300
U01745,2025-08,9,4,293000
U01745,2025-08,10,2,95000
U01746,2025-11,0,7,269800
U01746,2025-11,1,8,455700
U01746,2025-11,2,8,421900
U01746,2025-11,3,5,288000
U01746,2025-11,4,9,289000
U01746,2025-11,5,9,422000
U01746,2025-11,6,6,305800
U01746,2025-11,7,7,242200
U01750,2025-11,0,4,105000
U01750,2025-11,1,4,347400
U01751,2026-03,0,4,105600
U01753,2025-01,0,16,708250
U01754,2025-01,1,5,182100
U01755,2025-11,0,5,170650
U01756,2026-02,0,6,504400
U01756,2026-02,1,7,524500
U01756,2026-02,2,6,429200
U01756,2026-02,3,3,93000
U01756,2026-02,4,10,640000
U01757,2025-10,0,3,208100
U01757,2025-10,1,4,292700
U01758,2025-04,0,7,379250
U01761,2025-03,0,11,602000
U01762,2025-09,0,4,294000
U01766,2026-04,0,8,562000
U01766,2026-04,1,11,696500
U01766,2026-04,2,2,61000
U01768,2026-02,0,8,283000
U01768,2026-02,1,4,305000
U01769,2026-03,0,8,383850
U01769,2026-03,1,7,327850
U01769,2026-03,2,7,405700
U01769,2026-03,3,3,198000
U01770,2025-04,0,8,474400
U01771,2026-04,0,9,727000
U01771,2026-04,1,5,101750
U01774,2025-08,0,8,382000
U01774,2025-08,1,5,258400
U01774,2025-08,2,8,463800
U01774,2025-08,3,10,504800
U01774,2025-08,4,5,348000
U01777,2026-03,0,4,154000
U01778,2026-01,0,1,65000
U01778,2026-01,1,5,223000
U01778,2026-01,2,6,320600
U01778,2026-01,3,4,166000
U01779,2025-11,0,9,427250
U01779,2025-11,1,7,364100
U01779,2025-11,2,8,464000
U01779,2025-11,3,5,327350
U01779,2025-11,4,2,120800
U01779,2025-11,5,7,537950
U01780,2025-10,0,9,460500
U01780,2025-10,1,7,494000
U01780,2025-10,2,7,432100
U01781,2025-09,0,8,444200
U01781,2025-09,1,2,232600
U01781,2025-09,2,5,361000
U01782,2025-09,0,7,305700
U01783,2025-06,0,3,195200
U01784,2025-11,0,2,65000
U01786,2025-07,0,5,335000
U01786,2025-07,1,4,156650
U01786,2025-07,2,6,198000
U01786,2025-07,3,6,255750
U01786,2025-07,4,3,242700
U01786,2025-07,5,3,179000
U01786,2025-07,6,5,367950
U01787,2025-08,0,7,370000
U01788,2026-04,0,5,295000
U01788,2026-04,1,9,299700
U01788,2026-04,2,11,381000
U01789,2026-04,0,2,96000
U01789,2026-04,1,5,605000
U01790,2026-02,0,2,174900
U01791,2025-04,0,7,211400
U01791,2025-04,1,10,506000
U01791,2025-04,2,5,214700
U01791,2025-04,3,4,133700
U01791,2025-04,4,6,222500
U01791,2025-04,5,2,213000
U01791,2025-04,6,8,373600
U01791,2025-04,7,2,98650
U01791,2025-04,8,3,118000
U01791,2025-04,9,5,183000
U01791,2025-04,10,5,187900
U01791,2025-04,11,7,438000
U01791,2025-04,12,9,404000
U01791,2025-04,13,5,376650
U01791,2025-04,14,6,670000
U01792,2026-03,0,12,678950
U01792,2026-03,1,5,403900
U01792,2026-03,2,3,184000
U01792,2026-03,3,7,469100
U01793,2026-03,0,8,548000
U01793,2026-03,1,3,128000
U01793,2026-03,2,4,305900
U01793,2026-03,3,4,166000
U01794,2026-06,0,4,381000
U01795,2025-11,0,8,274000
U01795,2025-11,1,5,274250
U01797,2025-06,7,5,212000
U01797,2025-06,8,8,512000
U01798,2025-12,0,9,559650
U01798,2025-12,1,4,273000
U01800,2026-02,0,2,124000
U01800,2026-02,1,4,175000
U01800,2026-02,2,5,219000
U01800,2026-02,3,13,535350
U01800,2026-02,4,6,429050
U01801,2025-02,0,8,696300
U01801,2025-02,1,7,313000
U01801,2025-02,2,5,437800
U01801,2025-02,3,6,337750
U01801,2025-02,4,5,402550
U01803,2025-11,0,7,493100
U01804,2026-05,0,6,378200
U01805,2026-06,0,5,515000
U01807,2025-10,0,9,559450
U01807,2025-10,1,9,498000
U01807,2025-10,2,5,493200
U01807,2025-10,3,4,297000
U01807,2025-10,4,2,69350
U01809,2025-01,1,4,233000
U01810,2025-02,0,6,459000
U01811,2025-02,0,6,268750
U01812,2026-05,0,4,177900
U01813,2025-08,0,6,344500
U01814,2025-02,0,10,505100
U01814,2025-02,1,7,346100
U01814,2025-02,2,8,397900
U01814,2025-02,3,6,230700
U01815,2025-05,0,11,781600
U01815,2025-05,1,5,176900
U01816,2026-05,0,4,432000
U01817,2026-02,0,4,376000
U01817,2026-02,1,6,260800
U01818,2025-07,0,4,428000
U01819,2025-07,0,8,350200
U01819,2025-07,1,3,541000
U01819,2025-07,2,2,57400
U01819,2025-07,3,3,424000
U01819,2025-07,4,4,199750
U01819,2025-07,5,6,410350
U01819,2025-07,6,6,337400
U01819,2025-07,7,8,407600
U01819,2025-07,8,4,291800
U01819,2025-07,9,7,416600
U01819,2025-07,10,4,321000
U01820,2026-06,0,5,291000
U01823,2025-12,0,4,229000
U01823,2025-12,1,3,105000
U01824,2025-05,0,6,292600
U01824,2025-05,1,5,555000
U01824,2025-05,2,6,435700
U01824,2025-05,3,6,382400
U01824,2025-05,4,9,398250
U01824,2025-05,5,7,322300
U01826,2026-03,0,9,473000
U01826,2026-03,1,4,307500
U01830,2025-08,0,6,153500
U01831,2025-11,0,3,181000
U01831,2025-11,1,7,280000
U01833,2026-02,0,2,72000
U01833,2026-02,1,5,233000
U01833,2026-02,2,9,425000
U01833,2026-02,3,7,434600
U01833,2026-02,4,7,483100
U01834,2025-03,0,7,303000
U01834,2025-03,1,8,346000
U01835,2025-06,0,5,189200
U01836,2026-04,0,5,246200
U01836,2026-04,1,6,247550
U01836,2026-04,2,4,195000
U01837,2025-10,0,5,275000
U01837,2025-10,1,8,475500
U01837,2025-10,2,5,271900
U01838,2025-11,0,3,94750
U01838,2025-11,1,7,415200
U01838,2025-11,2,3,146000
U01838,2025-11,3,4,382000
U01838,2025-11,4,1,51000
U01838,2025-11,5,2,138000
U01838,2025-11,6,4,308000
U01839,2026-01,0,3,101000
U01840,2026-03,0,6,317000
U01842,2025-07,0,4,153000
U01846,2026-05,0,12,595850
U01846,2026-05,1,6,422700
U01847,2026-06,0,4,204700
U01848,2026-05,0,2,176800
U01848,2026-05,1,3,260000
U01850,2025-11,0,8,652500
U01850,2025-11,1,4,212000
U01850,2025-11,2,10,773400
U01851,2025-03,0,9,488450
U01851,2025-03,1,4,200000
U01851,2025-03,2,6,310700
U01851,2025-03,3,8,307000
U01851,2025-03,4,8,657400
U01851,2025-03,5,6,302800
U01852,2026-01,0,5,161800
U01853,2025-05,0,2,172000
U01854,2025-02,0,8,528400
U01855,2025-12,1,5,179700
U01857,2026-05,0,2,217000
U01858,2025-11,0,1,18000
U01858,2025-11,1,8,504650
U01858,2025-11,2,5,216000
U01858,2025-11,3,5,267050
U01858,2025-11,4,7,424750
U01858,2025-11,5,4,163250
U01859,2025-02,0,11,669000
U01859,2025-02,1,3,199000
U01860,2025-08,0,5,315000
U01861,2026-03,0,6,266600
U01863,2025-12,0,5,167600
U01864,2026-01,0,3,108000
U01866,2025-05,0,8,518500
U01867,2026-02,0,10,459000
U01867,2026-02,1,7,495000
U01867,2026-02,2,7,330000
U01868,2026-05,0,4,252000
U01868,2026-05,1,2,173600
U01872,2026-01,0,6,387000
U01874,2025-09,0,6,465000
U01874,2025-09,1,4,294000
U01876,2026-01,0,8,461700
U01876,2026-01,1,5,316000
U01876,2026-01,2,4,370000
U01876,2026-01,3,1,47000
U01877,2025-10,0,6,224550
U01877,2025-10,1,8,558350
U01877,2025-10,2,2,74000
U01877,2025-10,3,5,424000
U01877,2025-10,4,7,304200
U01877,2025-10,5,6,327000
U01877,2025-10,6,6,412100
U01877,2025-10,7,6,460000
U01877,2025-10,8,3,198700
U01878,2025-08,0,1,84000
U01882,2025-12,0,3,349000
U01882,2025-12,1,3,293000
U01882,2025-12,2,2,30000
U01882,2025-12,3,5,317000
U01882,2025-12,4,6,330000
U01882,2025-12,5,4,141000
U01882,2025-12,6,4,254800
U01883,2025-05,0,6,274000
U01888,2025-01,0,11,576200
U01889,2026-06,0,4,378000
U01891,2025-01,0,16,861400
U01891,2025-01,1,10,451550
U01891,2025-01,2,9,366550
U01891,2025-01,3,6,371000
U01893,2025-02,0,4,208000
U01893,2025-02,1,5,210000
U01893,2025-02,2,5,192800
U01893,2025-02,3,7,299000
U01893,2025-02,4,5,270100
U01893,2025-02,5,1,203000
U01893,2025-02,6,7,406000
U01893,2025-02,7,3,159700
U01893,2025-02,8,6,651000
U01893,2025-02,9,5,246000
U01893,2025-02,10,8,366000
U01893,2025-02,11,4,209000
U01893,2025-02,12,8,483150
U01893,2025-02,13,7,406000
U01893,2025-02,14,5,246200
U01893,2025-02,15,3,86000
U01893,2025-02,16,5,199100
U01895,2026-02,0,5,375800
U01895,2026-02,1,2,64000
U01896,2025-03,0,7,289500
U01896,2025-03,1,4,327600
U01896,2025-03,2,7,345300
U01896,2025-03,3,8,505150
U01896,2025-03,4,8,671000
U01896,2025-03,5,4,222000
U01896,2025-03,6,2,100000
U01896,2025-03,7,10,581200
U01896,2025-03,8,5,323000
U01896,2025-03,9,5,325750
U01896,2025-03,10,3,150000
U01896,2025-03,11,2,59000
U01896,2025-03,12,7,610300
U01896,2025-03,13,5,296000
U01896,2025-03,14,4,177000
U01896,2025-03,15,3,183850
U01897,2026-06,0,5,331900
U01899,2025-08,0,2,142000
U01899,2025-08,1,6,172900
U01900,2025-05,0,3,121000
U01900,2025-05,1,5,358000
U01901,2025-02,0,5,321000
U01901,2025-02,1,2,128600
U01901,2025-02,2,12,515950
U01902,2025-09,0,8,661000
U01903,2025-10,0,5,128150
U01903,2025-10,1,4,205000
U01903,2025-10,2,3,115000
U01903,2025-10,3,10,597850
U01903,2025-10,4,6,325550
U01903,2025-10,5,4,177500
U01903,2025-10,6,8,493400
U01904,2025-03,0,9,648350
U01904,2025-03,1,5,206300
U01904,2025-03,2,7,479000
U01905,2026-06,0,4,158000
U01906,2025-06,0,9,384000
U01906,2025-06,1,5,196450
U01906,2025-06,2,7,415000
U01906,2025-06,3,8,361600
U01906,2025-06,4,3,191000
U01906,2025-06,5,7,307000
U01906,2025-06,6,3,166000
U01906,2025-06,7,2,36000
U01906,2025-06,8,6,362800
U01906,2025-06,9,5,291900
U01906,2025-06,10,3,148000
U01906,2025-06,11,1,18000
U01907,2025-11,0,8,423000
U01909,2026-01,0,2,177000
U01909,2026-01,1,3,76100
U01910,2025-08,0,5,370000
U01910,2025-08,1,4,311000
U01910,2025-08,2,5,406000
U01911,2026-04,0,4,294000
U01911,2026-04,1,4,411000
U01912,2025-02,0,4,166000
U01912,2025-02,1,7,314400
U01912,2025-02,2,8,364000
U01913,2025-12,0,3,85000
U01914,2026-02,0,3,267000
U01914,2026-02,1,4,285000
U01914,2026-02,2,7,627500
U01914,2026-02,3,9,614000
U01914,2026-02,4,8,514850
U01915,2026-02,0,6,319750
U01915,2026-02,1,6,185100
U01915,2026-02,2,6,254800
U01917,2026-05,0,6,277000
U01918,2025-05,0,1,46000
U01918,2025-05,1,5,161000
U01918,2025-05,2,8,395000
U01923,2026-05,0,5,522000
U01923,2026-05,1,9,592000
U01926,2025-01,0,15,748500
U01926,2025-01,1,5,204000
U01926,2025-01,2,9,331250
U01926,2025-01,3,1,79000
U01927,2026-02,0,4,307350
U01928,2025-01,0,8,375600
U01928,2025-01,1,3,133000
U01928,2025-01,2,4,293400
U01928,2025-01,3,3,87250
U01928,2025-01,4,5,275100
U01928,2025-01,5,4,144250
U01928,2025-01,6,5,388800
U01929,2025-12,0,3,350000
U01929,2025-12,1,3,203100
U01930,2026-06,0,4,215000
U01931,2025-08,0,3,123000
U01931,2025-08,1,4,328000
U01931,2025-08,2,3,116200
U01932,2026-01,0,2,191000
U01936,2025-03,0,4,200000
U01936,2025-03,1,4,190700
U01936,2025-03,2,4,146000
U01936,2025-03,3,7,544100
U01936,2025-03,4,7,488200
U01936,2025-03,5,3,320200
U01936,2025-03,6,6,390000
U01936,2025-03,7,3,250000
U01936,2025-03,8,2,131000
U01936,2025-03,9,4,406000
U01936,2025-03,10,7,198000
U01936,2025-03,11,2,55200
U01936,2025-03,12,6,259000
U01936,2025-03,13,7,515100
U01936,2025-03,14,6,351400
U01936,2025-03,15,4,213000
U01937,2026-01,0,1,67000
U01939,2025-07,1,4,230000
U01940,2025-07,0,1,24000
U01940,2025-07,1,3,213000
U01940,2025-07,2,4,204000
U01940,2025-07,3,3,235700
U01940,2025-07,4,4,128250
U01940,2025-07,5,5,214750
U01940,2025-07,6,2,126200
U01940,2025-07,7,3,196800
U01940,2025-07,8,3,210000
U01940,2025-07,9,3,216800
U01940,2025-07,10,3,146000
U01940,2025-07,11,8,349000
U01941,2025-04,0,7,522000
U01943,2025-12,0,7,410200
U01943,2025-12,1,6,289400
U01944,2026-03,0,5,302700
U01944,2026-03,1,4,260000
U01945,2026-05,0,7,472500
U01946,2026-03,0,8,289000
U01946,2026-03,1,5,351000
U01949,2025-04,0,9,366200
U01949,2025-04,1,7,439800
U01951,2025-12,0,2,155600
U01951,2025-12,1,5,193200
U01951,2025-12,2,4,329850
U01951,2025-12,3,6,266700
U01951,2025-12,4,5,470250
U01951,2025-12,5,3,409000
U01951,2025-12,6,5,367000
U01953,2025-11,0,5,371000
U01955,2026-02,0,6,582900
U01955,2026-02,1,2,100800
U01956,2025-06,0,3,68600
U01956,2025-06,1,1,119000
U01956,2025-06,2,8,401200
U01957,2026-06,0,5,201100
U01960,2025-12,0,8,300600
U01961,2026-01,0,2,52000
U01962,2026-05,0,7,414000
U01962,2026-05,1,2,40500
U01963,2025-02,0,3,120200
U01969,2025-01,0,12,631050
U01969,2025-01,1,7,196000
U01969,2025-01,2,7,280300
U01969,2025-01,3,4,162000
U01969,2025-01,4,7,348900
U01969,2025-01,5,3,289000
U01969,2025-01,6,9,667650
U01969,2025-01,7,5,444500
U01969,2025-01,8,3,111600
U01969,2025-01,9,7,440000
U01970,2025-05,0,4,281000
U01971,2026-05,0,5,133000
U01972,2026-03,0,6,190250
U01973,2026-02,0,5,265200
U01973,2026-02,1,5,333450
U01973,2026-02,2,7,453300
U01975,2026-05,0,8,259200
U01975,2026-05,1,6,296000
U01976,2026-05,0,7,291100
U01977,2025-07,1,6,538850
U01978,2026-05,0,5,379000
U01978,2026-05,1,6,290000
U01979,2025-05,0,9,458000
U01980,2025-12,0,4,200000
U01982,2025-06,0,2,116000
U01983,2025-04,0,5,370000
U01983,2025-04,1,6,184250
U01984,2026-05,0,7,416000
U01984,2026-05,1,12,1040000
U01986,2026-03,0,2,119000
U01988,2026-02,0,8,599650
U01988,2026-02,1,6,238000
U01989,2026-05,0,6,227600
U01991,2026-02,0,6,338850
U01992,2025-11,0,3,134300
U01993,2025-09,0,6,467000
U01993,2025-09,1,3,177000
U01993,2025-09,2,9,431000
U01993,2025-09,3,7,461000
U01993,2025-09,4,5,232000
U01993,2025-09,5,2,109000
U01993,2025-09,6,3,342000
U01993,2025-09,7,6,525700
U01993,2025-09,8,9,552000
U01993,2025-09,9,6,361300
U01994,2026-03,0,5,232000
U01996,2025-05,0,3,112000
U01996,2025-05,1,4,294000
U01996,2025-05,2,3,147750
U01997,2026-01,0,6,408000
U01997,2026-01,1,5,433850
U01997,2026-01,2,7,350300
U01997,2026-01,3,4,218400
U01997,2026-01,4,5,201950
U01997,2026-01,5,4,215000
U01998,2025-05,0,4,248250
U01999,2025-07,6,4,361000
U02000,2025-08,0,6,230100
U02001,2025-10,0,5,340000
U02002,2026-03,0,4,246700
U02002,2026-03,1,5,275000
U02003,2025-05,0,7,335600
U02005,2026-01,0,7,652200
U02005,2026-01,1,6,238600
U02005,2026-01,2,6,514000
U02005,2026-01,3,9,261950
U02005,2026-01,4,5,553500
U02005,2026-01,5,11,945800
U02007,2025-03,0,8,471800
U02009,2025-09,0,8,306950
U02009,2025-09,1,8,444000
U02009,2025-09,2,5,266200
U02009,2025-09,3,6,253000
U02009,2025-09,4,5,254900
U02009,2025-09,5,4,220000
U02009,2025-09,6,10,637950
U02009,2025-09,7,4,163600
U02009,2025-09,8,11,548000
U02009,2025-09,9,6,310000
U02010,2026-01,0,10,514000
U02010,2026-01,1,7,667000
U02010,2026-01,2,6,488400
U02013,2025-02,0,6,387000
U02013,2025-02,1,6,270250
U02013,2025-02,2,2,56000
U02013,2025-02,3,7,519500
U02013,2025-02,4,6,300000
U02013,2025-02,5,5,214500
U02013,2025-02,6,3,212000
U02013,2025-02,7,5,317000
U02013,2025-02,8,6,435600
U02013,2025-02,9,2,158000
U02015,2026-01,0,8,562100
U02015,2026-01,1,7,225000
U02015,2026-01,2,3,165000
U02015,2026-01,3,9,384550
U02018,2026-03,0,1,30600
U02018,2026-03,1,2,172000
U02019,2025-09,0,7,515000
U02019,2025-09,1,8,524450
U02020,2025-01,0,16,834000
U02020,2025-01,1,9,413200
U02020,2025-01,2,4,213800
U02021,2025-12,0,3,170000
U02023,2025-08,0,2,137300
U02025,2025-03,0,5,265750
U02025,2025-03,1,4,146700
U02026,2025-07,0,5,351400
U02030,2025-08,0,8,428000
U02031,2025-09,2,3,231000
U02031,2025-09,3,2,191000
U02031,2025-09,4,6,286000
U02031,2025-09,5,5,187700
U02031,2025-09,6,4,262800
U02031,2025-09,7,1,111000
U02034,2025-11,0,5,196000
U02035,2025-12,0,3,238000
U02035,2025-12,1,6,304000
U02036,2025-01,0,12,623300
U02036,2025-01,1,14,804700
U02036,2025-01,2,10,443100
U02036,2025-01,3,4,327550
U02037,2025-01,1,5,254000
U02037,2025-01,2,5,264000
U02038,2026-01,0,5,318000
