pelanggan_id,trx_30d,hari_sejak_transaksi_terakhir,nilai_rata2,pakai_promo,kanal,jumlah_produk_beda,churn
C00619,4,50,83500.0,0,organik,2,0
C00620,3,27,72900.0,0,iklan,3,1
C00621,2,21,64800.0,0,referral,5,0
C00622,1,39,73100.0,0,referral,2,1
C00623,9,57,127600.0,0,organik,2,0
C00624,9,44,84500.0,1,iklan,4,0
C00625,8,32,52600.0,0,referral,1,0
C00626,4,10,79900.0,0,organik,5,0
C00627,2,36,105400.0,1,referral,3,0
C00628,2,45,73800.0,0,referral,5,0
C00629,3,42,86300.0,0,organik,5,0
C00630,2,58,94500.0,0,organik,2,0
C00631,3,42,78000.0,0,iklan,2,1
C00632,8,40,102900.0,0,organik,5,0
C00633,11,28,107500.0,0,iklan,4,0
C00634,0,17,62500.0,0,iklan,4,0
C00635,5,24,115900.0,0,organik,2,1
C00636,0,14,26200.0,1,iklan,5,0
C00637,3,26,30900.0,1,iklan,1,1
C00638,3,21,50100.0,1,organik,3,0
C00639,4,20,70200.0,1,iklan,3,0
C00640,6,54,57600.0,0,iklan,4,0
C00641,2,35,71200.0,1,iklan,3,0
C00642,2,51,72900.0,0,iklan,4,1
C00643,2,37,56100.0,1,referral,5,0
C00644,5,46,85500.0,1,organik,3,0
C00645,4,58,103900.0,1,referral,2,1
C00646,4,55,86800.0,1,iklan,4,0
C00647,6,1,110600.0,1,organik,3,0
C00648,3,1,80900.0,0,iklan,1,0
C00649,5,43,97300.0,0,organik,3,1
C00650,7,56,61500.0,0,organik,3,0
C00651,3,57,91000.0,1,organik,4,1
C00652,5,51,65100.0,1,iklan,5,1
C00653,2,45,69700.0,1,organik,3,1
C00654,1,35,52400.0,1,referral,1,0
C00655,4,7,68300.0,0,referral,2,0
C00656,3,37,83700.0,1,iklan,1,1
C00657,1,44,77500.0,0,referral,2,0
C00658,4,47,107400.0,0,iklan,1,0
C00659,4,48,48300.0,1,organik,4,0
C00660,3,44,85600.0,0,organik,3,0
C00661,1,25,96800.0,0,iklan,1,0
C00662,3,22,88300.0,0,iklan,4,1
C00663,1,12,108900.0,0,iklan,4,0
C00664,2,29,90100.0,1,iklan,1,1
C00665,1,3,114500.0,0,referral,4,0
C00666,0,15,98000.0,1,iklan,3,1
C00667,3,6,89500.0,0,iklan,1,1
C00668,7,41,94400.0,1,iklan,1,0
C00669,2,25,64100.0,0,iklan,2,1
C00670,2,29,129700.0,0,organik,4,0
C00671,4,27,93700.0,0,iklan,5,0
C00672,4,37,107800.0,0,organik,4,0
C00673,3,3,106800.0,1,iklan,3,0
C00674,2,2,110200.0,0,referral,5,0
C00675,1,55,101000.0,1,organik,1,1
C00676,3,31,78800.0,0,iklan,5,0
C00677,6,44,109700.0,0,iklan,5,0
C00678,2,42,70700.0,0,iklan,1,1
C00679,5,49,76600.0,1,organik,5,0
C00680,1,24,101000.0,1,organik,2,0
C00681,2,52,108600.0,0,iklan,2,1
C00682,2,57,118500.0,1,iklan,2,0
C00683,2,46,116800.0,0,iklan,5,0
C00684,1,48,74800.0,1,referral,1,1
C00685,1,26,112700.0,1,iklan,4,0
C00686,4,42,84900.0,0,organik,3,0
C00687,2,3,49400.0,0,iklan,1,0
C00688,1,57,117800.0,0,iklan,3,1
C00689,0,55,55500.0,1,iklan,4,1
C00690,4,27,97200.0,1,organik,2,0
C00691,4,33,19400.0,1,iklan,3,1
C00692,4,5,50900.0,1,organik,2,1
C00693,2,52,72900.0,0,organik,2,0
C00694,4,31,56600.0,1,organik,2,1
C00695,0,6,50100.0,1,iklan,1,1
C00696,1,43,63200.0,1,organik,5,1
C00697,1,33,104200.0,0,iklan,4,0
C00698,2,41,118800.0,0,iklan,3,1
C00699,5,3,80600.0,0,referral,2,0
C00700,5,6,60000.0,0,referral,3,0
C00701,2,57,95700.0,0,organik,5,0
C00702,5,46,94100.0,1,iklan,5,0
C00703,6,32,92500.0,1,iklan,2,0
C00704,4,46,61000.0,1,iklan,2,0
C00705,5,21,84600.0,0,organik,1,0
C00706,2,34,110900.0,1,iklan,3,0
C00707,9,46,99200.0,0,iklan,1,0
C00708,3,3,114100.0,0,iklan,4,0
C00709,1,32,57400.0,0,iklan,1,1
C00710,0,38,87600.0,0,organik,2,1
C00711,5,20,58200.0,0,iklan,2,0
C00712,4,48,78300.0,0,organik,5,0
C00713,1,56,99800.0,1,organik,1,1
C00714,4,21,105200.0,0,organik,2,0
C00715,2,38,100400.0,0,iklan,4,0
C00716,3,40,72400.0,0,iklan,1,1
C00717,1,58,102600.0,1,organik,5,1
C00718,1,7,87800.0,1,organik,5,0
C00719,6,19,19600.0,0,iklan,5,0
C00720,3,27,71600.0,0,organik,5,0
C00721,6,41,33700.0,0,referral,2,1
C00722,2,13,71400.0,0,organik,5,0
C00723,3,43,111700.0,0,organik,3,0
C00724,3,41,53300.0,0,organik,5,0
C00725,2,48,35900.0,0,iklan,4,1
C00726,5,29,122500.0,1,iklan,2,0
C00727,7,49,33000.0,0,referral,4,0
C00728,2,23,27300.0,0,iklan,1,1
C00729,6,6,74000.0,1,organik,1,0
C00730,3,37,42200.0,1,organik,3,1
C00731,5,16,117400.0,1,organik,3,0
C00732,3,18,90100.0,0,iklan,2,1
C00733,2,19,110800.0,0,iklan,1,0
C00734,6,47,29700.0,0,organik,2,0
C00735,4,31,82500.0,0,referral,1,0
C00736,3,17,63900.0,1,organik,2,0
C00737,3,39,49100.0,1,organik,3,0
C00738,6,13,120400.0,1,iklan,5,0
C00739,0,46,79500.0,1,referral,2,1
C00740,5,55,41900.0,0,iklan,2,1
C00741,4,12,70100.0,1,organik,5,0
C00742,4,37,94100.0,0,iklan,2,1
C00743,2,59,100800.0,0,organik,1,1
C00744,4,50,55300.0,0,organik,5,1
C00745,3,10,135400.0,0,organik,5,0
C00746,2,39,78800.0,0,iklan,1,1
C00747,2,37,56300.0,1,iklan,5,0
C00748,4,11,93000.0,1,organik,5,0
C00749,3,26,87300.0,1,organik,1,0
C00750,4,34,39300.0,0,referral,4,0
C00751,9,11,58000.0,0,organik,5,0
C00752,5,7,66800.0,1,iklan,4,0
C00753,2,44,92700.0,1,iklan,1,1
C00754,4,19,56800.0,0,iklan,4,0
C00755,0,37,95100.0,0,referral,2,1
C00756,4,4,96100.0,0,organik,2,0
C00757,6,52,112600.0,1,organik,5,0
C00758,2,11,64000.0,1,iklan,1,1
C00759,5,52,67200.0,0,iklan,2,0
C00760,0,31,34400.0,1,organik,1,1
C00761,2,35,46300.0,1,organik,5,0
C00762,1,50,67000.0,1,iklan,3,1
C00763,2,16,45700.0,1,organik,2,1
C00764,2,9,74100.0,0,iklan,2,1
C00765,2,31,110700.0,0,organik,3,0
C00766,2,45,21700.0,1,iklan,2,1
C00767,2,1,122300.0,0,organik,5,0
C00768,7,45,91500.0,0,iklan,1,0
C00769,3,9,87900.0,1,iklan,3,0
C00770,2,51,67000.0,0,organik,2,1
C00771,7,46,87200.0,0,iklan,2,1
C00772,2,54,48400.0,0,organik,5,1
C00773,3,40,60300.0,1,organik,4,1
C00774,7,46,71500.0,1,iklan,2,0
C00775,6,39,64100.0,1,organik,5,0
C00776,8,11,122800.0,0,iklan,3,0
C00777,4,1,88500.0,1,referral,3,0
C00778,1,18,76500.0,0,iklan,1,0
C00779,3,16,83900.0,1,iklan,2,0
C00780,0,12,84000.0,1,organik,1,0
C00781,4,49,92800.0,1,organik,1,0
C00782,7,13,27700.0,1,organik,3,0
C00783,0,29,75400.0,0,iklan,4,1
C00784,1,28,78800.0,0,organik,3,1
C00785,6,1,96700.0,0,organik,2,0
C00786,5,55,79900.0,0,organik,1,0
C00787,3,33,60800.0,1,referral,5,0
C00788,1,3,81100.0,0,organik,2,0
C00789,5,35,89300.0,0,organik,4,0
C00790,6,56,51300.0,0,organik,1,1
C00791,3,56,62800.0,0,organik,4,1
C00792,3,11,78400.0,1,iklan,5,0
C00793,3,53,73900.0,0,referral,4,0
C00794,0,45,52000.0,1,iklan,3,0
C00795,3,23,121800.0,1,organik,3,0
C00796,2,6,80600.0,0,referral,5,0
C00797,7,41,115100.0,0,organik,4,0
C00798,2,27,53100.0,1,organik,3,0
C00799,4,40,76400.0,0,organik,4,0
C00800,1,34,87100.0,0,organik,4,0
C00801,1,21,72600.0,0,referral,1,0
C00802,2,34,36300.0,0,organik,2,0
C00803,4,51,100100.0,1,organik,2,1
C00804,6,48,59100.0,0,referral,1,0
C00805,7,17,83400.0,0,iklan,2,1
C00806,1,38,51900.0,1,iklan,3,1
C00807,4,35,90200.0,1,organik,3,0
C00808,6,13,47500.0,0,referral,2,0
C00809,6,45,49200.0,1,referral,3,0
C00810,3,32,66800.0,0,iklan,1,0
C00811,4,13,69900.0,0,iklan,5,0
C00812,5,45,111800.0,1,iklan,5,0
C00813,2,18,69700.0,0,organik,2,1
C00814,5,23,90500.0,0,iklan,2,1
C00815,4,24,66400.0,0,referral,3,0
C00816,4,20,111400.0,1,iklan,5,0
C00817,4,10,73700.0,1,iklan,5,0
C00818,0,25,97400.0,1,organik,4,1
C00819,1,22,144000.0,1,iklan,5,0
C00820,3,31,90300.0,1,iklan,1,0
C00821,4,9,79300.0,0,organik,5,0
C00822,2,11,78400.0,0,referral,2,1
C00823,4,38,98300.0,0,organik,2,0
C00824,4,59,72900.0,1,organik,1,1
C00825,0,46,110200.0,1,organik,5,0
C00826,1,56,34400.0,0,organik,5,1
C00827,5,49,66400.0,0,iklan,5,1
C00828,2,50,79900.0,0,iklan,3,0
C00829,2,48,133000.0,0,organik,4,0
C00830,3,43,74800.0,0,organik,1,1
C00831,2,7,52200.0,1,iklan,1,0
C00832,3,54,59700.0,1,iklan,5,1
C00833,2,20,84800.0,1,iklan,2,0
C00834,2,52,80600.0,1,organik,2,1
C00835,2,56,59800.0,1,organik,4,0
C00836,2,54,80000.0,0,referral,1,1
C00837,2,16,82000.0,1,referral,2,0
C00838,4,22,76300.0,1,iklan,1,1
C00839,4,24,88000.0,0,iklan,2,0
C00840,0,15,80200.0,1,organik,3,0
C00841,3,22,47100.0,1,iklan,5,0
C00842,2,28,55300.0,1,organik,3,1
C00843,7,47,93100.0,0,organik,2,0
C00844,3,7,77900.0,0,organik,4,0
C00845,3,52,114100.0,0,iklan,5,0
C00846,2,50,111100.0,0,referral,4,0
C00847,6,39,58200.0,1,iklan,3,1
C00848,1,51,111000.0,1,iklan,5,1
C00849,3,30,80000.0,0,iklan,2,0
C00850,2,44,93400.0,1,organik,1,0
C00851,2,35,46500.0,0,referral,2,0
C00852,4,19,124800.0,1,organik,5,0
C00853,4,48,108500.0,1,organik,1,0
C00854,4,11,95500.0,0,iklan,3,0
C00855,4,36,71600.0,1,organik,4,0
C00856,6,54,150600.0,0,organik,3,0
C00857,4,38,96500.0,0,iklan,4,0
C00858,9,8,33500.0,1,referral,5,0
C00859,2,6,61000.0,1,organik,2,0
C00860,1,58,53800.0,1,iklan,2,1
C00861,3,30,62300.0,0,iklan,5,0
C00862,6,51,103400.0,0,referral,2,0
C00863,4,15,72100.0,0,organik,1,0
C00864,3,13,111900.0,0,organik,3,0
C00865,1,39,103700.0,0,iklan,5,0
C00866,1,39,100000.0,0,referral,3,1
C00867,5,36,60100.0,1,iklan,4,0
C00868,2,47,47900.0,0,iklan,2,0
C00869,3,49,38400.0,1,organik,2,0
C00870,2,36,48800.0,0,referral,2,0
C00871,5,2,107600.0,0,iklan,5,0
C00872,2,12,88600.0,0,organik,5,0
C00873,4,11,76600.0,1,organik,4,0
C00874,0,30,52600.0,0,iklan,2,1
C00875,5,39,52800.0,0,organik,4,0
C00876,7,29,93700.0,1,iklan,3,1
C00877,1,40,82500.0,0,referral,4,1
C00878,6,26,99200.0,0,organik,3,0
C00879,2,41,75900.0,0,iklan,4,1
C00880,5,39,62900.0,0,iklan,3,1
C00881,4,44,75700.0,1,organik,1,1
C00882,4,41,106900.0,1,organik,1,0
C00883,5,20,104600.0,1,referral,1,0
C00884,2,27,79900.0,0,iklan,5,1
C00885,5,55,109500.0,0,referral,5,0
C00886,3,41,81900.0,0,iklan,4,1
C00887,4,50,62400.0,0,iklan,1,0
C00888,6,18,64200.0,1,organik,4,1
C00889,3,33,87900.0,0,iklan,1,0
C00890,4,17,78500.0,1,organik,4,0
C00891,5,1,80200.0,1,iklan,5,0
C00892,7,26,121000.0,1,iklan,4,0
C00893,4,47,100200.0,1,organik,5,0
C00894,3,40,74700.0,0,organik,4,1
C00895,0,14,97300.0,0,organik,2,0
C00896,4,53,60000.0,0,organik,3,1
C00897,2,20,106300.0,0,referral,4,1
C00898,5,50,91200.0,1,organik,3,0
C00899,2,42,86100.0,0,referral,2,0
C00900,4,56,95600.0,0,iklan,4,0
C00901,4,4,34100.0,1,iklan,2,0
C00902,5,21,93600.0,0,organik,3,0
C00903,1,38,80800.0,0,iklan,4,1
C00904,3,28,65700.0,1,organik,5,0
C00905,2,29,102200.0,1,iklan,4,0
C00906,5,42,104800.0,1,organik,5,0
C00907,4,11,100600.0,0,iklan,1,0
C00908,2,7,52700.0,0,referral,3,0
C00909,2,26,78500.0,0,organik,1,0
C00910,3,15,39000.0,1,iklan,5,0
C00911,2,56,31800.0,1,organik,3,1
C00912,2,24,71300.0,1,organik,3,0
C00913,6,10,105900.0,0,iklan,3,0
C00914,1,52,67700.0,1,referral,5,1
C00915,9,50,122200.0,0,iklan,3,0
C00916,2,32,108600.0,0,organik,2,0
C00917,3,24,85400.0,1,iklan,3,0
C00918,2,48,15000.0,0,iklan,2,1
C00919,5,49,74900.0,0,iklan,3,0
C00920,2,40,31300.0,0,organik,2,0
C00921,2,46,44000.0,0,organik,4,1
C00922,3,6,102700.0,0,iklan,4,0
C00923,5,12,47000.0,0,iklan,4,0
C00924,3,26,97000.0,0,organik,3,0
C00925,1,50,105600.0,0,organik,2,1
C00926,0,33,48800.0,0,organik,4,1
C00927,5,6,80000.0,0,iklan,5,0
C00928,3,10,66600.0,0,organik,1,0
C00929,4,10,50100.0,0,iklan,2,1
C00930,1,34,35700.0,0,organik,5,0
C00931,3,34,67100.0,0,referral,2,0
C00932,5,2,74600.0,0,iklan,1,0
C00933,1,11,97600.0,0,organik,3,0
C00934,1,55,74300.0,0,iklan,5,0
C00935,4,18,28400.0,1,organik,1,0
C00936,2,4,88100.0,0,referral,2,0
C00937,4,45,81500.0,0,iklan,4,0
C00938,1,48,95500.0,0,iklan,2,1
C00939,1,57,53500.0,1,organik,2,1
C00940,1,20,73000.0,1,iklan,2,1
C00941,1,35,66200.0,0,referral,3,1
C00942,1,47,40900.0,0,organik,4,1
C00943,5,55,56900.0,0,iklan,5,0
C00944,0,27,130000.0,0,organik,1,0
C00945,3,45,46000.0,0,referral,3,0
C00946,4,21,62700.0,0,iklan,4,0
C00947,1,43,83500.0,1,organik,5,0
C00948,3,46,87200.0,1,iklan,3,0
C00949,9,43,104800.0,1,iklan,3,0
C00950,4,27,58200.0,0,iklan,4,0
C00951,3,59,106300.0,1,iklan,4,1
C00952,3,28,85500.0,0,referral,2,1
C00953,2,50,97900.0,1,organik,2,1
C00954,0,19,104600.0,0,organik,1,0
C00955,2,50,60300.0,0,organik,3,1
C00956,5,46,56100.0,0,iklan,2,1
C00957,2,52,61200.0,0,iklan,1,1
C00958,3,36,103000.0,0,iklan,3,0
C00959,4,36,73500.0,1,organik,1,1
C00960,2,55,68300.0,0,iklan,5,1
C00961,4,7,58900.0,1,referral,3,0
C00962,2,9,84800.0,1,referral,5,0
C00963,3,33,82700.0,1,organik,5,0
C00964,3,45,116900.0,0,referral,1,1
C00965,5,10,47700.0,0,organik,5,0
C00966,4,41,64800.0,1,organik,1,0
C00967,2,33,95500.0,0,iklan,1,1
C00968,2,57,39500.0,0,organik,2,1
C00969,3,44,79300.0,0,organik,3,0
C00970,2,43,93700.0,0,iklan,2,1
C00971,1,27,134300.0,0,iklan,5,1
C00972,3,40,76800.0,0,organik,1,0
C00973,6,7,113800.0,0,iklan,1,0
C00974,5,58,100600.0,0,referral,1,0
C00975,1,54,70100.0,1,referral,3,1
C00976,3,11,98600.0,0,organik,3,0
C00977,6,55,113200.0,0,organik,3,0
C00978,3,1,93200.0,0,organik,4,0
C00979,2,44,60500.0,0,iklan,1,1
C00980,3,36,42600.0,1,iklan,2,0
C00981,2,57,69300.0,0,iklan,2,0
C00982,4,6,43700.0,0,organik,3,0
C00983,2,47,24600.0,1,organik,1,1
C00984,3,9,38900.0,1,iklan,2,0
C00985,4,16,118300.0,0,iklan,1,0
C00986,5,2,49200.0,0,iklan,1,0
C00987,4,34,52700.0,1,iklan,2,0
C00988,2,24,48100.0,1,organik,4,1
C00989,3,52,62300.0,0,organik,4,0
C00990,4,13,71400.0,0,organik,4,1
C00991,3,19,65800.0,1,iklan,2,0
C00992,4,20,41700.0,0,organik,2,1
C00993,3,12,87100.0,0,iklan,4,0
C00994,4,48,48900.0,0,iklan,3,1
C00995,5,50,51700.0,1,organik,2,1
C00996,7,57,111400.0,0,organik,5,1
C00997,7,59,46500.0,0,iklan,5,0
C00998,2,27,116800.0,1,organik,1,0
C00999,5,59,103000.0,0,organik,3,0
C01000,1,29,100300.0,1,organik,3,0
C01001,4,35,66800.0,1,organik,4,1
C01002,6,47,43100.0,0,iklan,1,1
C01003,1,55,109600.0,0,iklan,1,1
C01004,2,26,100400.0,1,organik,2,0
C01005,0,28,82100.0,0,organik,5,0
C01006,1,57,89800.0,0,organik,2,1
C01007,5,50,41500.0,0,iklan,3,1
C01008,7,33,61100.0,0,iklan,2,0
C01009,6,25,49900.0,1,iklan,4,1
C01010,3,50,102900.0,1,iklan,2,1
C01011,7,24,60000.0,0,referral,3,0
C01012,0,6,65000.0,0,iklan,3,0
C01013,1,32,79700.0,1,organik,2,1
C01014,5,32,108400.0,1,organik,3,0
C01015,2,11,91200.0,0,organik,4,0
C01016,3,20,72600.0,1,iklan,5,0
C01017,6,51,95100.0,0,organik,4,0
C01018,1,7,62200.0,1,iklan,5,1
C01019,3,29,68700.0,0,organik,5,1
C01020,1,28,84400.0,1,iklan,4,1
C01021,2,4,89100.0,1,iklan,2,1
C01022,5,59,103300.0,0,organik,5,0
C01023,4,32,76900.0,1,organik,5,0
C01024,6,58,66800.0,1,iklan,2,1
C01025,2,15,84700.0,0,organik,5,1
C01026,3,10,82400.0,0,organik,1,1
C01027,2,7,79400.0,0,organik,3,0
C01028,3,37,58700.0,0,iklan,4,0
C01029,1,50,108400.0,1,referral,5,1
C01030,2,58,81100.0,0,iklan,2,1
C01031,2,42,115000.0,1,iklan,2,0
C01032,4,57,98400.0,0,organik,2,1
C01033,4,9,71600.0,0,organik,2,0
C01034,3,5,56700.0,0,referral,2,0
C01035,1,50,101100.0,0,iklan,4,0
C01036,2,40,128500.0,0,iklan,4,0
C01037,0,48,65400.0,0,organik,5,1
C01038,0,38,77500.0,0,referral,3,0
C01039,2,35,79900.0,0,organik,2,1
C01040,1,48,42300.0,1,organik,3,1
C01041,2,8,61000.0,0,referral,2,0
C01042,0,42,96700.0,0,iklan,2,1
C01043,7,54,61800.0,0,referral,4,0
C01044,5,32,83700.0,1,referral,5,0
C01045,3,6,78700.0,0,organik,5,0
C01046,4,58,49000.0,0,iklan,4,1
C01047,3,11,65400.0,1,iklan,2,0
C01048,5,6,55700.0,0,referral,4,0
C01049,4,4,69800.0,0,iklan,2,1
C01050,2,40,115000.0,0,organik,2,1
C01051,4,10,81800.0,0,organik,4,0
C01052,3,20,59900.0,0,organik,1,0
C01053,5,48,110000.0,1,organik,5,0
C01054,2,27,56300.0,1,iklan,3,0
C01055,5,49,79900.0,0,iklan,3,0
C01056,1,21,81200.0,0,iklan,4,0
C01057,3,8,40400.0,0,iklan,1,0
C01058,1,24,55800.0,1,organik,3,1
C01059,3,8,84900.0,0,organik,3,0
C01060,5,59,98300.0,0,iklan,4,1
C01061,3,28,113000.0,1,iklan,5,1
C01062,4,5,83000.0,1,referral,1,0
C01063,1,33,79600.0,0,iklan,3,1
C01064,6,35,98400.0,0,organik,1,1
C01065,1,42,124700.0,0,referral,1,1
C01066,2,5,61000.0,1,organik,4,0
C01067,1,33,53100.0,1,iklan,1,1
C01068,5,14,88300.0,0,referral,4,0
C01069,4,56,114200.0,1,organik,4,1
C01070,1,17,51900.0,1,iklan,5,0
C01071,2,43,108600.0,0,organik,4,0
C01072,1,54,76600.0,0,iklan,3,1
C01073,4,10,111100.0,1,referral,3,0
C01074,1,43,71100.0,0,referral,1,1
C01075,5,19,77800.0,1,organik,2,0
C01076,3,55,76500.0,1,referral,1,1
C01077,3,24,106600.0,1,referral,1,0
C01078,5,46,97700.0,1,organik,1,0
C01079,1,30,109500.0,0,organik,4,1
C01080,3,32,90500.0,1,organik,5,0
C01081,4,18,101400.0,0,iklan,4,0
C01082,3,36,67500.0,0,iklan,5,0
C01083,3,25,94300.0,0,iklan,4,0
C01084,5,37,69500.0,0,referral,3,0
C01085,2,39,78900.0,0,organik,2,1
C01086,3,22,70400.0,1,iklan,5,0
C01087,2,43,50800.0,0,referral,3,0
C01088,5,59,61400.0,0,iklan,2,1
C01089,1,6,92700.0,0,iklan,4,0
C01090,4,42,68800.0,0,organik,2,1
C01091,4,3,100500.0,1,referral,1,1
C01092,0,13,56800.0,0,referral,3,0
C01093,1,30,93300.0,0,iklan,4,0
C01094,5,26,66400.0,0,organik,3,0
C01095,2,40,47300.0,0,organik,1,1
C01096,5,39,88300.0,0,iklan,2,0
C01097,3,10,44100.0,0,iklan,4,0
C01098,2,38,104300.0,0,iklan,5,0
C01099,2,52,107200.0,1,iklan,5,0
C01100,6,4,69300.0,1,referral,2,0
C01101,7,29,95000.0,0,organik,5,0
C01102,4,59,80500.0,0,iklan,4,1
C01103,4,42,56300.0,0,referral,4,1
C01104,3,15,116500.0,0,organik,1,0
C01105,1,58,89000.0,0,iklan,4,1
C01106,2,48,56400.0,0,organik,2,1
C01107,2,37,50400.0,0,iklan,5,0
C01108,5,41,67700.0,1,organik,4,0
C01109,1,11,129300.0,1,organik,1,1
C01110,1,32,63800.0,1,organik,1,1
C01111,6,57,35400.0,1,organik,4,1
C01112,2,44,45100.0,0,organik,3,1
C01113,2,32,67500.0,0,iklan,1,0
C01114,4,11,125300.0,0,iklan,5,0
C01115,3,19,29600.0,0,iklan,4,0
C01116,3,15,22200.0,0,iklan,5,0
C01117,5,52,33800.0,0,organik,5,0
C01118,2,6,58300.0,0,iklan,1,0
C01119,4,11,79800.0,1,organik,1,0
C01120,1,40,93300.0,1,organik,3,1
C01121,1,8,50600.0,0,referral,5,0
C01122,1,53,98900.0,0,referral,2,0
C01123,3,58,64900.0,1,referral,2,0
C01124,2,10,120800.0,0,organik,3,0
C01125,3,11,134600.0,1,iklan,5,0
C01126,5,9,87000.0,0,iklan,3,0
C01127,3,35,58300.0,0,organik,5,0
C01128,5,10,100700.0,1,iklan,1,0
C01129,3,48,61300.0,0,iklan,5,0
C01130,1,3,83700.0,0,iklan,5,0
C01131,5,24,83200.0,1,organik,4,1
C01132,4,39,86400.0,0,organik,5,0
C01133,1,2,83700.0,1,iklan,5,0
C01134,1,22,56700.0,0,iklan,1,1
C01135,4,39,114500.0,0,referral,3,0
C01136,6,54,42400.0,1,organik,4,0
C01137,2,13,97200.0,1,organik,2,0
C01138,3,57,87700.0,0,iklan,1,1
C01139,3,15,94400.0,1,iklan,3,0
C01140,4,36,49400.0,0,organik,2,0
C01141,2,15,108600.0,0,organik,1,0
C01142,5,32,83300.0,0,referral,5,0
C01143,5,54,71300.0,1,organik,1,1
C01144,4,59,93300.0,0,iklan,2,1
C01145,3,44,59500.0,0,referral,2,1
C01146,4,24,100400.0,0,referral,5,0
C01147,2,25,55000.0,0,iklan,3,1
C01148,2,51,85300.0,0,referral,1,1
C01149,7,47,108400.0,1,iklan,5,0
C01150,3,28,79900.0,1,organik,2,0
C01151,1,24,52300.0,0,iklan,1,0
C01152,0,12,88600.0,0,referral,5,0
C01153,2,14,65700.0,0,iklan,2,1
C01154,5,14,88200.0,0,referral,1,0
C01155,5,29,60100.0,0,iklan,3,0
C01156,2,46,74300.0,0,referral,3,0
C01157,1,23,82900.0,0,iklan,4,1
C01158,4,53,89800.0,0,iklan,1,1
C01159,4,27,69100.0,0,referral,5,0
C01160,3,41,104700.0,0,iklan,3,1
C01161,3,28,37400.0,0,iklan,5,0
C01162,2,17,110500.0,0,iklan,1,1
C01163,4,10,64100.0,1,organik,5,0
C01164,2,29,61200.0,0,referral,3,0
C01165,5,17,74400.0,0,iklan,3,0
C01166,3,16,21500.0,0,iklan,5,0
C01167,4,1,59700.0,1,organik,1,0
C01168,4,7,46700.0,0,organik,5,0
C01169,1,37,121700.0,1,iklan,5,0
C01170,6,12,90000.0,0,iklan,1,0
C01171,3,56,111900.0,1,iklan,4,0
C01172,7,35,66300.0,1,iklan,2,0
C01173,4,43,74200.0,0,iklan,2,1
C01174,3,4,79400.0,1,iklan,2,1
C01175,2,50,44200.0,1,iklan,4,0
C01176,5,53,89300.0,0,iklan,5,0
C01177,3,57,78200.0,0,organik,2,1
C01178,2,45,46600.0,0,organik,1,1
C01179,2,23,77900.0,1,iklan,3,0
C01180,4,23,75400.0,1,iklan,1,1
C01181,6,35,71300.0,0,iklan,3,0
C01182,2,32,88000.0,0,organik,5,0
C01183,3,56,80900.0,1,organik,2,0
C01184,2,24,86400.0,0,referral,2,0
C01185,2,9,64100.0,0,referral,3,0
C01186,3,51,76400.0,1,referral,3,1
C01187,2,20,30200.0,0,organik,2,0
C01188,3,13,111200.0,1,organik,5,0
C01189,3,49,84400.0,0,organik,4,0
C01190,1,30,54800.0,1,iklan,3,1
C01191,2,1,78200.0,1,iklan,5,0
C01192,3,41,62900.0,1,iklan,5,0
C01193,2,22,120900.0,0,organik,4,1
C01194,3,13,58100.0,0,organik,4,0
C01195,4,42,97500.0,1,referral,2,0
C01196,2,41,115900.0,1,iklan,2,1
C01197,3,6,55000.0,0,organik,1,1
C01198,5,12,74100.0,0,organik,1,0
C01199,5,37,78800.0,0,organik,2,0
C01200,7,1,80900.0,0,iklan,1,0
C01201,1,19,44100.0,0,organik,1,0
C01202,2,23,62600.0,0,iklan,3,0
C01203,2,17,70300.0,0,iklan,1,0
C01204,3,7,47500.0,1,organik,1,0
C01205,4,16,73200.0,0,referral,1,0
C01206,7,11,96100.0,0,organik,4,1
C01207,4,8,77000.0,0,iklan,1,0
C01208,2,2,52500.0,0,organik,3,1
C01209,2,32,107600.0,0,organik,5,0
C01210,7,17,90300.0,0,organik,5,0
C01211,3,3,113900.0,0,iklan,1,1
C01212,1,52,61900.0,1,organik,1,1
C01213,0,25,55600.0,0,organik,4,0
C01214,4,26,97400.0,0,organik,5,0
C01215,2,13,92100.0,0,organik,3,0
C01216,3,37,65400.0,1,iklan,3,0
C01217,3,27,83300.0,1,organik,5,0
C01218,0,36,116800.0,0,iklan,1,1
C01219,5,23,72400.0,0,organik,3,0
C01220,6,12,38400.0,0,organik,3,0
C01221,4,20,68700.0,0,iklan,4,1
C01222,3,20,56100.0,0,organik,2,0
C01223,2,23,99200.0,1,iklan,3,1
C01224,6,21,55400.0,0,iklan,5,0
C01225,3,4,65400.0,1,organik,3,0
C01226,3,3,15200.0,0,iklan,2,0
C01227,1,10,99200.0,0,iklan,2,1
C01228,3,28,78600.0,0,iklan,1,0
C01229,5,47,73800.0,0,organik,5,0
C01230,5,21,109400.0,1,organik,2,0
C01231,2,2,96400.0,0,referral,4,0
C01232,5,12,75600.0,0,referral,1,0
C01233,2,8,61200.0,0,iklan,3,0
C01234,3,35,63000.0,1,organik,1,1
C01235,1,4,112300.0,0,referral,2,1
C01236,1,14,54800.0,0,organik,5,0
C01237,2,7,88600.0,0,referral,2,0
C01238,5,38,72000.0,0,iklan,1,1
C01239,4,36,52500.0,1,iklan,1,0
