pelanggan_id,tanggal_daftar,kota,kanal_akuisisi,tahun_lahir,jenis_kelamin,member_premium,tipe_pelanggan
U01206,2025-10-01,Bandung,iklan_google,2001,L,False,biasa
U01207,2026-04-03,Yogyakarta,organik,2001,L,False,biasa
U01208,2025-08-08,Jakarta,organik,1976,P,False,biasa
U01209,2025-01-23,Jakarta,referral,1985,P,False,setia
U01210,2026-03-15,Yogyakarta,organik,1994,L,True,biasa
U01211,2025-04-22,Jakarta,iklan_meta,2005,P,True,biasa
U01212,2025-10-02,Jakarta,organik,2006,L,True,biasa
U01213,2025-08-21,Bandung,iklan_google,1976,L,False,biasa
U01214,2026-05-05,Jakarta,iklan_meta,1985,P,False,biasa
U01215,2025-01-12,Surabaya,iklan_google,1992,P,False,biasa
U01216,2025-05-09,Surabaya,iklan_meta,1993,P,False,biasa
U01217,2025-07-24,Denpasar,iklan_meta,1982,P,False,biasa
U01218,2025-11-20,Jakarta,organik,1981,P,False,setia
U01219,2025-04-28,Bandung,gojek_grab,1991,P,False,setia
U01220,2025-12-09,Yogyakarta,iklan_meta,2003,L,False,biasa
U01221,2025-04-06,Bandung,organik,1977,L,False,biasa
U01222,2026-05-05,Bandung,iklan_google,1989,P,False,biasa
U01223,2026-05-21,Bandung,referral,1996,L,False,biasa
U01224,2025-02-20,Bandung,iklan_meta,2000,P,False,biasa
U01225,2025-11-26,Jakarta,referral,1976,L,False,biasa
U01226,2026-03-12,Yogyakarta,organik,1984,L,False,biasa
U01227,2025-07-10,Yogyakarta,gojek_grab,1999,P,False,biasa
U01228,2026-01-05,Yogyakarta,organik,2003,P,False,biasa
U01229,2026-03-09,Denpasar,iklan_meta,1977,P,False,biasa
U01230,2026-04-10,Jakarta,referral,1980,P,True,biasa
U01231,2025-11-11,Surabaya,iklan_google,1979,L,False,biasa
U01232,2025-11-25,Jakarta,iklan_meta,1990,L,True,biasa
U01233,2025-03-18,Jakarta,gojek_grab,1980,L,False,biasa
U01234,2025-09-03,Surabaya,organik,2005,L,False,setia
U01235,2026-01-27,Jakarta,referral,1989,L,False,biasa
U01236,2026-03-07,Bandung,organik,1997,L,False,biasa
U01237,2025-07-07,Bandung,organik,2005,P,False,biasa
U01238,2025-06-03,Jakarta,organik,1997,P,False,biasa
U01239,2026-01-20,Jakarta,iklan_google,1990,P,False,biasa
U01240,2025-01-30,Jakarta,organik,1980,L,False,setia
U01241,2025-04-26,Jakarta,iklan_google,1993,P,False,biasa
U01242,2026-02-09,Bandung,iklan_google,2002,L,False,setia
U01243,2025-12-31,Jakarta,iklan_google,2006,P,False,biasa
U01244,2026-03-15,Denpasar,organik,1997,L,True,biasa
U01245,2026-02-23,Jakarta,organik,1998,P,True,setia
U01246,2026-03-24,Bandung,iklan_meta,1979,P,False,biasa
U01247,2025-06-23,Yogyakarta,gojek_grab,2003,P,True,biasa
U01248,2025-08-30,Bandung,organik,1982,P,True,setia
U01249,2025-11-24,Jakarta,iklan_google,2006,P,True,biasa
U01250,2026-01-31,Jakarta,organik,1980,L,False,biasa
U01251,2025-07-23,Surabaya,organik,2005,L,False,biasa
U01252,2026-01-21,Jakarta,iklan_meta,1986,L,False,biasa
U01253,2025-04-08,Yogyakarta,iklan_google,1985,P,True,biasa
U01254,2025-06-05,Jakarta,organik,1988,L,False,biasa
U01255,2025-12-28,Jakarta,gojek_grab,1980,P,False,biasa
U01256,2026-02-18,Yogyakarta,gojek_grab,1999,L,False,biasa
U01257,2025-02-11,Bandung,organik,1981,P,False,biasa
U01258,2026-06-05,Surabaya,referral,1994,P,False,biasa
U01259,2026-03-03,Jakarta,organik,1975,P,False,setia
U01260,2025-07-10,Jakarta,iklan_meta,1981,P,False,biasa
U01261,2025-12-19,Bandung,referral,1990,P,False,biasa
U01262,2025-05-28,Jakarta,iklan_meta,2001,P,False,biasa
U01263,2025-03-03,Denpasar,referral,2005,P,False,setia
U01264,2025-11-12,Jakarta,iklan_google,1990,L,False,setia
U01265,2026-04-29,Yogyakarta,gojek_grab,1991,L,False,biasa
U01266,2026-04-20,Jakarta,organik,1991,L,True,biasa
U01267,2025-02-12,Jakarta,gojek_grab,1976,L,False,biasa
U01268,2025-11-25,Bandung,referral,1996,L,False,biasa
U01269,2025-02-09,Jakarta,iklan_google,2003,L,False,biasa
U01270,2026-06-08,Denpasar,referral,1989,P,False,setia
U01271,2025-08-11,Bandung,iklan_google,1978,P,False,biasa
U01272,2026-05-14,Jakarta,organik,1978,P,True,biasa
U01273,2025-10-03,Denpasar,organik,2004,L,False,biasa
U01274,2026-01-19,Surabaya,iklan_meta,2005,L,False,biasa
U01275,2025-01-09,Surabaya,organik,1984,P,False,biasa
U01276,2026-01-17,Jakarta,iklan_meta,2004,L,False,biasa
U01277,2025-11-19,Jakarta,organik,1991,P,False,setia
U01278,2025-04-07,Yogyakarta,iklan_google,1999,P,True,biasa
U01279,2025-08-31,Jakarta,iklan_meta,1992,P,False,biasa
U01280,2025-07-04,Jakarta,referral,1980,P,False,setia
U01281,2025-01-17,Jakarta,organik,1996,L,False,biasa
U01282,2026-03-14,Denpasar,organik,2005,L,False,biasa
U01283,2026-01-01,Jakarta,organik,1982,P,False,biasa
U01284,2025-08-05,Jakarta,gojek_grab,1986,P,False,setia
U01285,2025-06-15,Surabaya,referral,1997,P,False,setia
U01286,2025-05-04,Jakarta,gojek_grab,1997,P,False,biasa
U01287,2026-02-15,Jakarta,organik,1988,L,False,setia
U01288,2025-02-04,Denpasar,organik,1977,P,True,setia
U01289,2025-10-05,Surabaya,referral,2004,P,False,setia
U01290,2025-05-01,Jakarta,organik,1987,L,False,biasa
U01291,2025-02-11,Surabaya,iklan_meta,1994,L,False,biasa
U01292,2025-11-08,Jakarta,iklan_meta,1999,P,False,setia
U01293,2025-05-31,Jakarta,iklan_meta,1985,P,True,biasa
U01294,2026-05-15,Surabaya,organik,1978,P,False,biasa
U01295,2026-01-19,Jakarta,gojek_grab,1980,P,True,biasa
U01296,2025-07-31,Denpasar,iklan_google,1993,P,False,biasa
U01297,2026-06-16,Surabaya,gojek_grab,1989,L,False,biasa
U01298,2026-03-03,Jakarta,iklan_google,1986,P,False,biasa
U01299,2025-09-26,Bandung,organik,2001,L,False,setia
U01300,2025-03-11,Surabaya,gojek_grab,1988,L,False,biasa
U01301,2025-02-11,Bandung,referral,1979,L,False,biasa
U01302,2026-03-21,Yogyakarta,gojek_grab,2003,P,True,biasa
U01303,2025-09-11,Yogyakarta,iklan_google,1979,P,False,biasa
U01304,2026-05-16,Surabaya,organik,1981,P,False,biasa
U01305,2025-09-18,Bandung,gojek_grab,1990,P,False,setia
U01306,2025-09-29,Jakarta,organik,1994,L,False,biasa
U01307,2026-03-22,Jakarta,organik,1994,L,False,biasa
U01308,2025-09-03,Denpasar,iklan_meta,1978,P,False,biasa
U01309,2025-10-08,Jakarta,iklan_meta,2006,L,False,biasa
U01310,2026-05-06,Bandung,iklan_meta,1982,P,False,biasa
U01311,2025-05-10,Jakarta,iklan_google,1985,P,False,biasa
U01312,2025-05-04,Surabaya,referral,2000,L,False,biasa
U01313,2026-05-17,Jakarta,gojek_grab,1996,P,False,biasa
U01314,2026-05-13,Denpasar,referral,1994,L,True,setia
U01315,2026-06-15,Yogyakarta,gojek_grab,2003,L,True,biasa
U01316,2026-05-11,Jakarta,gojek_grab,1986,L,False,biasa
U01317,2025-01-11,Jakarta,iklan_google,2002,L,False,setia
U01318,2026-06-02,Jakarta,organik,1984,P,False,biasa
U01319,2025-03-26,Yogyakarta,organik,2006,L,False,biasa
U01320,2026-04-27,Jakarta,organik,1994,L,False,biasa
U01321,2026-01-08,Jakarta,iklan_google,2004,P,False,biasa
U01322,2025-10-11,Bandung,gojek_grab,1995,P,False,biasa
U01323,2025-09-03,Yogyakarta,referral,2002,P,False,setia
U01324,2026-01-04,Yogyakarta,iklan_google,1977,P,False,biasa
U01325,2025-12-19,Surabaya,gojek_grab,1993,L,False,biasa
U01326,2025-10-15,Bandung,iklan_google,1990,L,False,biasa
U01327,2025-02-14,Jakarta,iklan_meta,2002,P,False,biasa
U01328,2025-06-12,Bandung,referral,1992,P,True,biasa
U01329,2025-04-06,Surabaya,referral,1979,P,True,setia
U01330,2026-06-19,Jakarta,gojek_grab,1999,L,False,biasa
U01331,2026-03-31,Yogyakarta,referral,1984,L,False,biasa
U01332,2025-01-14,Bandung,iklan_meta,1985,P,False,biasa
U01333,2025-12-03,Jakarta,gojek_grab,1989,P,False,biasa
U01334,2025-05-16,Yogyakarta,iklan_meta,1989,L,False,biasa
U01335,2025-10-01,Bandung,organik,2004,P,False,biasa
U01336,2026-05-17,Bandung,referral,2002,P,False,biasa
U01337,2025-11-15,Jakarta,iklan_meta,1985,L,False,biasa
U01338,2026-05-30,Bandung,iklan_meta,2006,L,False,biasa
U01339,2025-06-24,Jakarta,referral,1979,L,False,biasa
U01340,2025-05-31,Jakarta,iklan_google,2005,P,False,biasa
U01341,2026-03-30,Jakarta,iklan_meta,1987,P,False,setia
U01342,2026-06-24,Denpasar,organik,1983,L,False,setia
U01343,2025-12-20,Bandung,iklan_google,1997,L,False,biasa
U01344,2026-03-15,Jakarta,iklan_google,2001,L,True,biasa
U01345,2025-08-05,Surabaya,organik,1986,L,False,biasa
U01346,2026-02-24,Yogyakarta,iklan_meta,1976,L,False,biasa
U01347,2025-04-06,Jakarta,referral,1997,P,True,biasa
U01348,2025-11-05,Denpasar,gojek_grab,1992,L,False,setia
U01349,2026-02-06,Jakarta,iklan_google,1997,L,False,biasa
U01350,2025-08-01,Bandung,referral,1997,L,True,setia
U01351,2025-05-29,Yogyakarta,iklan_meta,1975,P,True,biasa
U01352,2025-01-05,Bandung,organik,1984,P,False,biasa
U01353,2025-09-06,Surabaya,iklan_meta,1981,L,False,setia
U01354,2025-07-17,Jakarta,iklan_meta,1989,P,False,biasa
U01355,2025-12-23,Yogyakarta,referral,1991,L,True,setia
U01356,2025-07-22,Jakarta,iklan_meta,1998,P,False,biasa
U01357,2026-01-21,Surabaya,iklan_google,1993,L,False,biasa
U01358,2025-02-14,Jakarta,referral,1997,L,False,biasa
U01359,2026-06-19,Jakarta,iklan_meta,1982,P,False,biasa
U01360,2025-02-15,Jakarta,organik,1996,L,False,biasa
U01361,2025-07-12,Jakarta,referral,1976,L,False,biasa
U01362,2025-05-23,Surabaya,gojek_grab,1989,P,False,biasa
U01363,2026-03-07,Jakarta,organik,1990,P,False,biasa
U01364,2025-09-24,Bandung,iklan_meta,1975,P,False,biasa
U01365,2026-02-10,Denpasar,iklan_google,1975,P,False,biasa
U01366,2026-02-23,Bandung,organik,1998,L,False,biasa
U01367,2025-12-16,Jakarta,iklan_meta,1975,L,True,biasa
U01368,2025-11-14,Jakarta,gojek_grab,1976,P,True,biasa
U01369,2025-10-03,Jakarta,iklan_meta,1977,P,False,biasa
U01370,2025-10-20,Bandung,referral,1997,L,False,biasa
U01371,2026-02-23,Bandung,organik,1988,L,False,biasa
U01372,2026-03-07,Jakarta,gojek_grab,1978,L,True,biasa
U01373,2025-09-04,Jakarta,gojek_grab,1996,L,False,biasa
U01374,2026-04-03,Jakarta,iklan_google,1997,L,True,biasa
U01375,2025-01-11,Surabaya,gojek_grab,1987,P,False,biasa
U01376,2025-08-26,Jakarta,gojek_grab,2002,P,False,biasa
U01377,2026-01-07,Bandung,iklan_google,2005,L,False,biasa
U01378,2025-11-24,Jakarta,referral,1976,P,False,biasa
U01379,2025-08-08,Surabaya,gojek_grab,2002,L,False,biasa
U01380,2026-05-13,Jakarta,referral,2000,L,False,biasa
U01381,2025-02-05,Yogyakarta,referral,1997,P,False,biasa
U01382,2025-02-13,Jakarta,iklan_meta,1982,L,False,biasa
U01383,2025-09-10,Bandung,iklan_google,2001,P,True,biasa
U01384,2025-11-25,Yogyakarta,iklan_meta,1981,L,False,biasa
U01385,2025-08-10,Bandung,iklan_meta,1998,P,False,biasa
U01386,2026-02-24,Denpasar,iklan_meta,2000,L,True,biasa
U01387,2025-12-14,Surabaya,organik,1984,L,False,biasa
U01388,2025-08-19,Bandung,organik,1984,P,False,biasa
U01389,2025-06-05,Jakarta,iklan_google,2003,P,False,biasa
U01390,2026-02-09,Jakarta,iklan_google,1979,L,False,biasa
U01391,2025-09-22,Jakarta,referral,1988,P,False,biasa
U01392,2026-03-30,Yogyakarta,referral,1992,P,False,biasa
U01393,2025-04-21,Yogyakarta,iklan_meta,1999,P,False,biasa
U01394,2026-02-17,Jakarta,iklan_google,1989,P,True,biasa
U01395,2026-01-16,Bandung,organik,1992,P,False,biasa
U01396,2025-10-17,Jakarta,organik,1976,P,True,biasa
U01397,2026-05-29,Bandung,iklan_meta,2000,P,False,biasa
U01398,2026-01-27,Yogyakarta,gojek_grab,1984,P,False,biasa
U01399,2026-05-16,Yogyakarta,iklan_google,2004,P,False,biasa
U01400,2026-01-19,Jakarta,organik,1991,L,False,biasa
U01401,2025-06-06,Jakarta,gojek_grab,1990,P,False,biasa
U01402,2025-07-27,Jakarta,iklan_meta,2004,P,False,biasa
U01403,2026-04-24,Jakarta,organik,1985,P,False,biasa
U01404,2025-01-12,Jakarta,referral,1994,L,False,setia
U01405,2026-05-09,Jakarta,referral,1984,P,False,biasa
U01406,2026-05-28,Bandung,organik,1982,L,False,biasa
U01407,2026-03-30,Yogyakarta,iklan_google,2000,P,False,biasa
U01408,2025-09-10,Jakarta,iklan_google,2004,P,False,biasa
U01409,2026-01-06,Jakarta,gojek_grab,1987,L,False,biasa
U01410,2025-06-11,Yogyakarta,iklan_google,2005,P,False,biasa
U01411,2025-04-08,Yogyakarta,iklan_meta,1989,P,False,biasa
U01412,2025-05-16,Denpasar,iklan_meta,1990,P,False,biasa
U01413,2026-04-29,Jakarta,iklan_meta,1999,P,False,setia
U01414,2025-08-04,Bandung,organik,1985,P,False,biasa
U01415,2026-01-22,Jakarta,organik,1995,L,False,biasa
U01416,2025-11-09,Yogyakarta,organik,1976,L,False,setia
U01417,2026-06-18,Bandung,referral,2005,P,False,biasa
U01418,2025-10-07,Denpasar,gojek_grab,1975,P,False,setia
U01419,2025-08-28,Bandung,gojek_grab,2000,L,False,biasa
U01420,2025-07-26,Bandung,iklan_meta,1999,L,False,biasa
U01421,2025-12-30,Yogyakarta,iklan_meta,1995,P,False,biasa
U01422,2025-02-11,Jakarta,organik,1983,L,False,setia
U01423,2026-06-05,Jakarta,gojek_grab,1998,P,False,biasa
U01424,2026-06-14,Surabaya,iklan_google,1977,P,False,biasa
U01425,2025-02-24,Bandung,gojek_grab,1995,P,True,setia
U01426,2025-01-09,Bandung,gojek_grab,1990,P,True,biasa
U01427,2026-04-21,Jakarta,iklan_meta,1988,L,False,biasa
U01428,2026-05-12,Yogyakarta,iklan_meta,1977,P,False,biasa
U01429,2025-09-06,Bandung,iklan_meta,1983,P,True,biasa
U01430,2025-01-18,Jakarta,gojek_grab,1984,P,False,biasa
U01431,2025-02-25,Yogyakarta,iklan_google,2006,L,False,biasa
U01432,2025-09-30,Bandung,organik,1996,P,True,biasa
U01433,2026-05-26,Bandung,iklan_google,1985,P,True,setia
U01434,2026-03-01,Bandung,organik,1982,P,False,biasa
U01435,2025-01-17,Jakarta,organik,1976,P,False,setia
U01436,2025-12-25,Yogyakarta,gojek_grab,2004,L,False,setia
U01437,2026-03-14,Jakarta,iklan_google,1989,P,True,biasa
U01438,2026-01-17,Bandung,gojek_grab,1992,P,False,biasa
U01439,2025-08-24,Denpasar,organik,1994,P,False,biasa
U01440,2025-02-22,Surabaya,gojek_grab,2006,L,False,biasa
U01441,2026-01-31,Bandung,iklan_meta,1999,L,False,biasa
U01442,2026-04-12,Jakarta,iklan_meta,1983,P,False,setia
U01443,2025-10-23,Jakarta,gojek_grab,1985,L,False,biasa
U01444,2025-12-17,Denpasar,organik,2004,L,False,setia
U01445,2025-02-24,Bandung,organik,1986,P,True,setia
U01446,2026-05-24,Jakarta,organik,1989,P,False,biasa
U01447,2025-07-12,Jakarta,referral,1994,L,True,biasa
U01448,2026-06-22,Surabaya,iklan_google,1985,P,False,biasa
U01449,2025-03-25,Jakarta,gojek_grab,1994,L,False,biasa
U01450,2026-02-12,Denpasar,referral,2005,P,True,biasa
U01451,2026-02-10,Surabaya,gojek_grab,1987,P,False,biasa
U01452,2026-03-11,Yogyakarta,gojek_grab,1995,L,False,biasa
U01453,2025-05-26,Yogyakarta,iklan_meta,1979,P,False,biasa
U01454,2026-06-03,Surabaya,referral,2001,P,False,setia
U01455,2025-08-10,Surabaya,referral,1992,L,False,biasa
U01456,2026-01-24,Surabaya,organik,2002,L,False,biasa
U01457,2025-02-14,Jakarta,referral,1992,P,False,biasa
U01458,2025-11-27,Denpasar,iklan_meta,1983,L,False,biasa
U01459,2025-05-18,Jakarta,organik,1978,P,False,biasa
U01460,2025-10-12,Bandung,iklan_meta,1978,P,False,setia
U01461,2026-02-03,Jakarta,organik,2005,P,False,biasa
U01462,2025-10-10,Bandung,iklan_meta,1997,L,True,biasa
U01463,2025-02-08,Jakarta,organik,1994,L,False,biasa
U01464,2025-12-12,Surabaya,referral,1983,P,False,setia
U01465,2025-07-14,Bandung,organik,1979,P,False,setia
U01466,2025-12-04,Jakarta,organik,1982,L,False,biasa
U01467,2026-01-06,Jakarta,gojek_grab,1984,P,False,biasa
U01468,2025-01-01,Bandung,iklan_meta,1982,P,False,biasa
U01469,2025-05-31,Bandung,iklan_meta,1997,P,False,biasa
U01470,2025-03-22,Yogyakarta,organik,1987,P,False,biasa
U01471,2026-01-09,Denpasar,iklan_google,2000,L,False,biasa
U01472,2025-08-14,Jakarta,referral,1985,P,False,biasa
U01473,2025-02-23,Surabaya,organik,1993,P,True,biasa
U01474,2025-06-05,Jakarta,gojek_grab,1982,L,False,biasa
U01475,2026-06-01,Jakarta,organik,1998,L,True,biasa
U01476,2025-12-31,Jakarta,iklan_meta,1984,P,False,biasa
U01477,2025-08-02,Yogyakarta,organik,1984,L,True,biasa
U01478,2026-06-19,Surabaya,referral,1989,P,False,setia
U01479,2025-12-30,Jakarta,gojek_grab,1984,P,False,biasa
U01480,2025-05-24,Jakarta,organik,1975,P,True,biasa
U01481,2025-03-28,Yogyakarta,iklan_google,1988,L,False,biasa
U01482,2026-03-14,Bandung,iklan_google,1992,P,True,biasa
U01483,2025-06-17,Jakarta,gojek_grab,2004,L,False,biasa
U01484,2025-07-20,Jakarta,iklan_google,1979,L,False,biasa
U01485,2025-05-17,Jakarta,iklan_meta,1977,L,False,biasa
U01486,2026-01-26,Bandung,organik,1990,L,False,biasa
U01487,2025-03-20,Jakarta,organik,1994,L,False,biasa
U01488,2025-02-17,Surabaya,organik,2005,P,True,biasa
U01489,2025-11-12,Bandung,organik,2001,P,False,biasa
U01490,2025-12-03,Jakarta,iklan_google,1977,L,False,setia
U01491,2025-12-11,Bandung,gojek_grab,1999,P,True,biasa
U01492,2025-10-09,Jakarta,referral,2001,L,False,biasa
U01493,2025-05-14,Jakarta,organik,1989,L,False,biasa
U01494,2026-03-24,Jakarta,iklan_meta,1988,L,False,biasa
U01495,2026-06-14,Jakarta,gojek_grab,1975,L,False,biasa
U01496,2025-03-06,Jakarta,organik,1998,L,False,biasa
U01497,2025-06-16,Surabaya,iklan_meta,1996,P,False,biasa
U01498,2025-10-09,Jakarta,iklan_meta,2001,P,False,biasa
U01499,2025-08-14,Jakarta,gojek_grab,2006,P,True,biasa
U01500,2026-04-12,Surabaya,iklan_google,1993,P,False,biasa
U01501,2026-06-06,Surabaya,referral,1994,P,False,biasa
U01502,2026-01-11,Surabaya,gojek_grab,1993,L,False,biasa
U01503,2025-08-03,Denpasar,organik,1988,L,False,biasa
U01504,2025-03-28,Denpasar,organik,2003,P,False,setia
U01505,2026-02-08,Jakarta,gojek_grab,1999,L,False,biasa
U01506,2026-04-06,Yogyakarta,iklan_google,1980,L,False,biasa
U01507,2026-06-04,Surabaya,iklan_google,1988,L,False,biasa
U01508,2025-05-05,Jakarta,iklan_meta,1988,P,False,biasa
U01509,2025-12-03,Bandung,referral,1982,L,True,biasa
U01510,2025-02-09,Yogyakarta,gojek_grab,1993,L,False,setia
U01511,2026-05-30,Bandung,iklan_google,2006,P,True,biasa
U01512,2025-02-15,Jakarta,iklan_meta,1979,P,False,biasa
U01513,2026-03-03,Denpasar,organik,1980,P,False,biasa
U01514,2026-02-28,Jakarta,gojek_grab,1978,L,False,biasa
U01515,2025-09-06,Bandung,organik,1996,L,False,biasa
U01516,2026-03-30,Bandung,iklan_meta,1975,L,False,biasa
U01517,2025-02-03,Denpasar,iklan_meta,1996,P,True,setia
U01518,2026-04-21,Jakarta,organik,2005,P,False,biasa
U01519,2025-07-14,Denpasar,organik,1986,L,False,setia
U01520,2026-02-12,Jakarta,iklan_google,1988,L,False,biasa
U01521,2025-03-09,Jakarta,referral,1995,P,False,biasa
U01522,2026-04-28,Denpasar,iklan_google,1979,P,False,biasa
U01523,2025-03-25,Surabaya,referral,1984,L,False,biasa
U01524,2026-05-16,Surabaya,organik,1997,P,True,biasa
U01525,2025-06-09,Surabaya,organik,1979,P,False,biasa
U01526,2025-10-18,Jakarta,organik,1983,P,False,biasa
U01527,2026-01-07,Bandung,organik,1983,L,False,biasa
U01528,2025-12-08,Jakarta,iklan_meta,1978,P,False,biasa
U01529,2025-10-28,Denpasar,organik,1977,L,False,setia
U01530,2026-05-30,Surabaya,gojek_grab,1996,P,True,biasa
U01531,2025-11-22,Bandung,organik,1997,L,False,setia
U01532,2025-10-05,Jakarta,organik,1976,L,False,setia
U01533,2025-02-09,Jakarta,gojek_grab,1995,L,False,biasa
U01534,2025-05-11,Jakarta,organik,1979,P,False,setia
U01535,2025-09-05,Jakarta,organik,2006,P,False,biasa
U01536,2026-05-22,Jakarta,organik,1983,P,True,biasa
U01537,2025-10-10,Jakarta,referral,1990,L,False,setia
U01538,2025-01-28,Jakarta,iklan_meta,1984,L,False,biasa
U01539,2025-04-23,Surabaya,organik,1995,L,False,biasa
U01540,2025-11-12,Jakarta,referral,1999,L,False,setia
U01541,2025-03-18,Jakarta,iklan_google,1975,P,False,biasa
U01542,2026-05-17,Bandung,iklan_meta,2005,P,False,setia
U01543,2025-04-21,Surabaya,organik,1985,P,False,biasa
U01544,2026-02-06,Jakarta,iklan_meta,1985,P,True,biasa
U01545,2026-02-11,Surabaya,iklan_google,1987,P,False,biasa
U01546,2025-11-23,Yogyakarta,iklan_google,2001,P,False,biasa
U01547,2025-11-09,Yogyakarta,iklan_google,1982,P,False,biasa
U01548,2025-09-20,Surabaya,organik,1996,P,False,biasa
U01549,2025-04-18,Bandung,iklan_meta,1998,P,False,setia
U01550,2025-05-28,Denpasar,referral,1987,P,False,setia
U01551,2025-09-01,Jakarta,referral,2000,L,False,biasa
U01552,2025-11-01,Yogyakarta,referral,2000,L,False,setia
U01553,2026-04-11,Denpasar,iklan_meta,2004,L,False,biasa
U01554,2026-02-03,Bandung,gojek_grab,1997,P,False,setia
U01555,2026-06-16,Jakarta,referral,1995,P,True,biasa
U01556,2025-10-31,Surabaya,gojek_grab,2001,P,False,biasa
U01557,2025-08-31,Jakarta,organik,2003,L,False,biasa
U01558,2026-02-18,Yogyakarta,iklan_meta,2005,L,False,biasa
U01559,2025-09-19,Jakarta,iklan_google,1977,P,False,setia
U01560,2026-06-07,Jakarta,iklan_google,1977,P,False,biasa
U01561,2025-10-21,Bandung,iklan_meta,1976,P,False,biasa
U01562,2025-12-12,Yogyakarta,organik,1978,L,False,biasa
U01563,2026-05-21,Jakarta,gojek_grab,2004,P,False,setia
U01564,2026-01-18,Denpasar,iklan_meta,1982,P,True,biasa
U01565,2025-07-20,Jakarta,organik,1999,L,True,biasa
U01566,2026-04-04,Yogyakarta,organik,2005,P,False,biasa
U01567,2026-05-16,Jakarta,iklan_google,2002,P,False,setia
U01568,2025-10-26,Bandung,organik,1982,L,False,biasa
U01569,2026-04-01,Bandung,referral,1976,L,False,setia
U01570,2025-06-05,Bandung,organik,1979,L,False,setia
U01571,2025-09-20,Surabaya,organik,1982,P,True,biasa
U01572,2026-03-05,Denpasar,iklan_meta,1978,L,False,biasa
U01573,2025-04-13,Yogyakarta,iklan_meta,1989,L,False,biasa
U01574,2026-03-22,Yogyakarta,iklan_meta,2004,L,False,biasa
U01575,2026-05-11,Jakarta,iklan_meta,1995,P,True,biasa
U01576,2026-06-14,Surabaya,iklan_google,2000,P,False,biasa
U01577,2025-03-23,Yogyakarta,organik,1978,P,False,biasa
U01578,2025-01-12,Bandung,organik,1982,L,False,biasa
U01579,2025-07-15,Bandung,gojek_grab,1994,P,False,biasa
U01580,2025-10-01,Jakarta,iklan_google,1996,P,False,biasa
U01581,2025-10-08,Jakarta,organik,1978,L,False,biasa
U01582,2025-02-03,Jakarta,iklan_meta,1997,L,False,biasa
U01583,2025-12-25,Jakarta,iklan_meta,2000,L,False,biasa
U01584,2025-09-25,Jakarta,referral,1995,L,True,biasa
U01585,2025-07-06,Denpasar,organik,2000,P,False,biasa
U01586,2025-09-15,Surabaya,referral,1986,P,False,setia
U01587,2025-10-31,Surabaya,organik,1984,P,True,biasa
U01588,2025-04-29,Yogyakarta,organik,1977,P,True,biasa
U01589,2026-02-12,Jakarta,iklan_meta,1984,L,False,biasa
U01590,2026-06-24,Bandung,referral,1976,P,False,setia
U01591,2025-07-12,Surabaya,iklan_meta,1976,P,False,biasa
U01592,2026-02-06,Jakarta,iklan_meta,1997,L,False,biasa
U01593,2025-02-03,Bandung,referral,2005,L,True,setia
U01594,2025-07-28,Surabaya,referral,2004,P,True,biasa
U01595,2025-10-28,Yogyakarta,iklan_meta,1992,L,False,biasa
U01596,2026-03-06,Bandung,referral,1998,P,False,biasa
U01597,2025-06-17,Jakarta,referral,1976,L,False,biasa
U01598,2025-05-14,Jakarta,iklan_google,2001,L,False,biasa
U01599,2026-04-13,Jakarta,organik,1998,L,False,biasa
U01600,2025-06-03,Surabaya,gojek_grab,1996,L,False,biasa
U01601,2025-04-23,Jakarta,referral,1980,P,False,biasa
U01602,2026-02-24,Yogyakarta,organik,1978,L,False,biasa
U01603,2025-02-17,Jakarta,iklan_google,1986,L,False,biasa
U01604,2026-01-11,Bandung,iklan_google,1984,L,False,biasa
U01605,2025-09-10,Surabaya,referral,1992,P,False,setia
U01606,2026-02-28,Jakarta,organik,1988,P,False,biasa
U01607,2026-04-07,Jakarta,organik,1997,L,False,setia
U01608,2025-07-30,Jakarta,iklan_google,1978,P,False,setia
U01609,2025-05-14,Surabaya,iklan_meta,1992,P,False,biasa
U01610,2025-04-10,Bandung,iklan_meta,1975,P,False,biasa
U01611,2026-01-25,Bandung,gojek_grab,1976,P,False,biasa
U01612,2025-08-23,Bandung,iklan_meta,1979,L,False,biasa
U01613,2026-03-10,Bandung,organik,1999,L,False,biasa
U01614,2026-02-04,Jakarta,organik,1984,L,False,biasa
U01615,2026-06-23,Denpasar,gojek_grab,1996,L,False,biasa
U01616,2026-04-03,Jakarta,organik,2003,L,False,biasa
U01617,2026-05-10,Jakarta,gojek_grab,1999,P,True,biasa
U01618,2026-05-03,Bandung,organik,1994,P,False,setia
U01619,2026-05-07,Jakarta,referral,1982,L,False,biasa
U01620,2026-06-21,Jakarta,iklan_meta,1975,P,True,biasa
U01621,2025-07-24,Jakarta,iklan_meta,1992,P,False,biasa
U01622,2025-06-19,Jakarta,organik,1985,P,False,biasa
U01623,2025-11-19,Bandung,iklan_google,1987,P,False,biasa
U01624,2026-03-29,Jakarta,referral,2005,P,False,setia
U01625,2025-04-08,Bandung,iklan_meta,1990,L,True,biasa
U01626,2026-06-24,Denpasar,organik,1983,P,True,biasa
U01627,2025-06-12,Denpasar,iklan_google,2004,L,False,biasa
U01628,2025-05-31,Bandung,organik,2005,P,False,biasa
U01629,2025-08-03,Bandung,iklan_google,1988,L,False,setia
