tanggal,jumlah_transaksi,omzet,diskon,hari,akhir_pekan,hari_libur
2025-07-11,192,12641850,60150,Jumat,False,False
2025-07-12,181,10738000,51000,Sabtu,True,False
2025-07-13,234,14994350,78650,Minggu,True,False
2025-07-14,153,9209750,59250,Senin,False,False
2025-07-15,158,9311350,70650,Selasa,False,False
2025-07-16,170,10383200,65800,Rabu,False,False
2025-07-17,187,12011750,69250,Kamis,False,False
2025-07-18,179,9810950,43050,Jumat,False,False
2025-07-19,205,13369300,78700,Sabtu,True,False
2025-07-20,197,11727500,63500,Minggu,True,False
2025-07-21,172,11365950,79050,Senin,False,False
2025-07-22,157,9391750,76250,Selasa,False,False
2025-07-23,165,10651200,76800,Rabu,False,False
2025-07-24,178,10369700,73300,Kamis,False,False
2025-07-25,217,12677650,96350,Jumat,False,False
2025-07-26,208,13116350,51650,Sabtu,True,False
2025-07-27,211,12770450,108550,Minggu,True,False
2025-07-28,137,8308350,38650,Senin,False,False
2025-07-29,157,9405150,87850,Selasa,False,False
2025-07-30,163,9542000,80000,Rabu,False,False
2025-07-31,178,11037100,58900,Kamis,False,False
2025-08-01,251,14809100,126900,Jumat,False,False
2025-08-02,279,15627150,103850,Sabtu,True,False
2025-08-03,230,14013350,109650,Minggu,True,False
2025-08-04,172,9619650,94350,Senin,False,False
2025-08-05,210,12129700,69300,Selasa,False,False
2025-08-06,183,10760050,116950,Rabu,False,False
2025-08-07,192,10814700,80300,Kamis,False,False
2025-08-08,208,12962250,111750,Jumat,False,False
2025-08-09,259,14212550,162450,Sabtu,True,False
2025-08-10,239,15041750,95250,Minggu,True,False
2025-08-11,215,12562850,65150,Senin,False,False
2025-08-12,187,11439600,90400,Selasa,False,False
2025-08-13,199,13016500,88500,Rabu,False,False
2025-08-14,226,13798200,67800,Kamis,False,False
2025-08-15,200,12712000,145000,Jumat,False,False
2025-08-16,220,12841300,153700,Sabtu,True,False
2025-08-17,360,19543050,121950,Minggu,True,True
2025-08-18,183,11096400,78600,Senin,False,False
2025-08-19,177,11023050,69950,Selasa,False,False
2025-08-20,203,12122600,75400,Rabu,False,False
2025-08-21,239,13027100,88900,Kamis,False,False
2025-08-22,198,12072100,120900,Jumat,False,False
2025-08-23,242,14751550,93450,Sabtu,True,False
2025-08-24,219,13371450,96550,Minggu,True,False
2025-08-25,208,12614900,99100,Senin,False,False
2025-08-26,188,11702050,112950,Selasa,False,False
2025-08-27,226,13826000,84000,Rabu,False,False
2025-08-28,224,14418450,139550,Kamis,False,False
2025-08-29,257,15209450,91550,Jumat,False,False
2025-08-30,307,17910800,112200,Sabtu,True,False
2025-08-31,256,14720150,108850,Minggu,True,False
2025-09-01,199,11974500,42500,Senin,False,False
2025-09-02,177,10321350,70650,Selasa,False,False
2025-09-03,206,13926450,86550,Rabu,False,False
2025-09-04,209,12388600,85400,Kamis,False,False
2025-09-05,244,13772800,101200,Jumat,False,False
2025-09-06,230,14328450,79550,Sabtu,True,False
2025-09-07,276,15524900,92100,Minggu,True,False
2025-09-08,150,8366850,75150,Senin,False,False
2025-09-09,188,10995450,54550,Selasa,False,False
2025-09-10,190,10764500,78500,Rabu,False,False
2025-09-11,211,12782850,86150,Kamis,False,False
2025-09-12,256,14750850,117150,Jumat,False,False
2025-09-13,256,15940900,137100,Sabtu,True,False
2025-09-14,261,14639900,107100,Minggu,True,False
2025-09-15,197,11095200,74800,Senin,False,False
2025-09-16,185,12127750,77250,Selasa,False,False
2025-09-17,201,12555150,96850,Rabu,False,False
2025-09-18,233,15394950,202050,Kamis,False,False
2025-09-19,250,14067550,96450,Jumat,False,False
2025-09-20,280,16652150,122850,Sabtu,True,False
2025-09-21,237,13808800,76200,Minggu,True,False
2025-09-22,183,10613650,89350,Senin,False,False
2025-09-23,186,11436000,87000,Selasa,False,False
2025-09-24,188,10835550,127450,Rabu,False,False
2025-09-25,207,12781850,97150,Kamis,False,False
2025-09-26,226,13167000,78000,Jumat,False,False
2025-09-27,270,15613500,104500,Sabtu,True,False
2025-09-28,274,16939150,112850,Minggu,True,False
2025-09-29,191,12020750,143250,Senin,False,False
2025-09-30,159,9774100,82900,Selasa,False,False
2025-10-01,179,10967700,77300,Rabu,False,False
2025-10-02,213,13290750,111250,Kamis,False,False
2025-10-03,256,15514850,124150,Jumat,False,False
2025-10-04,261,14014300,136700,Sabtu,True,False
2025-10-05,221,13159900,128100,Minggu,True,False
2025-10-06,188,10740100,64900,Senin,False,False
2025-10-07,192,12140050,57950,Selasa,False,False
2025-10-08,195,12047050,55950,Rabu,False,False
2025-10-09,253,14926600,138400,Kamis,False,False
2025-10-10,261,15095000,130000,Jumat,False,False
2025-10-11,264,15549750,82250,Sabtu,True,False
2025-10-12,257,16957800,111200,Minggu,True,False
2025-10-13,177,10578900,66100,Senin,False,False
2025-10-14,194,12476100,98900,Selasa,False,False
2025-10-15,208,12963350,87650,Rabu,False,False
2025-10-16,218,11995650,82350,Kamis,False,False
2025-10-17,240,13665750,76250,Jumat,False,False
2025-10-18,300,18617350,146650,Sabtu,True,False
2025-10-19,270,14720100,91900,Minggu,True,False
2025-10-20,182,11154600,71400,Senin,False,False
2025-10-21,195,12668900,116100,Selasa,False,False
2025-10-22,251,14824250,113750,Rabu,False,False
2025-10-23,226,12979700,107300,Kamis,False,False
2025-10-24,264,16175300,103700,Jumat,False,False
2025-10-25,294,18081350,131650,Sabtu,True,False
2025-10-26,262,15774350,93650,Minggu,True,False
2025-10-27,208,12130550,125450,Senin,False,False
2025-10-28,211,12305950,70050,Selasa,False,False
2025-10-29,183,11530350,83650,Rabu,False,False
2025-10-30,228,14331150,62850,Kamis,False,False
2025-10-31,278,16195250,153750,Jumat,False,False
2025-11-01,315,19626400,152600,Sabtu,True,False
2025-11-02,262,14541550,135450,Minggu,True,False
2025-11-03,201,11163000,119000,Senin,False,False
2025-11-04,181,10774350,57650,Selasa,False,False
2025-11-05,209,13046000,71000,Rabu,False,False
2025-11-06,210,11808550,129450,Kamis,False,False
2025-11-07,246,17102400,79600,Jumat,False,False
2025-11-08,285,15839850,94150,Sabtu,True,False
2025-11-09,270,15184800,157200,Minggu,True,False
2025-11-10,178,10100000,62000,Senin,False,False
2025-11-11,174,11005150,87850,Selasa,False,False
2025-11-12,232,13536700,165300,Rabu,False,False
2025-11-13,260,16273900,178100,Kamis,False,False
2025-11-14,283,18029150,144850,Jumat,False,False
2025-11-15,250,15420600,89400,Sabtu,True,False
2025-11-16,289,17131450,141550,Minggu,True,False
2025-11-17,205,12443350,84650,Senin,False,False
2025-11-18,194,11947900,144100,Selasa,False,False
2025-11-19,215,13155200,90800,Rabu,False,False
2025-11-20,215,12980850,88150,Kamis,False,False
2025-11-21,254,16508800,137200,Jumat,False,False
2025-11-22,289,17453550,130450,Sabtu,True,False
2025-11-23,254,14727200,120800,Minggu,True,False
2025-11-24,232,13781100,83900,Senin,False,False
2025-11-25,196,12116050,92950,Selasa,False,False
2025-11-26,244,14643350,68650,Rabu,False,False
2025-11-27,187,10608200,67800,Kamis,False,False
2025-11-28,254,15070450,151550,Jumat,False,False
2025-11-29,269,14953850,98150,Sabtu,True,False
2025-11-30,262,15477350,132650,Minggu,True,False
2025-12-01,174,9091200,72800,Senin,False,False
2025-12-02,207,11965550,118450,Selasa,False,False
2025-12-03,180,11577400,59600,Rabu,False,False
2025-12-04,231,13257250,133750,Kamis,False,False
2025-12-05,260,14903900,122100,Jumat,False,False
2025-12-06,270,15578150,97850,Sabtu,True,False
2025-12-07,266,14189850,96150,Minggu,True,False
2025-12-08,206,13670800,69200,Senin,False,False
2025-12-09,183,11609850,68150,Selasa,False,False
2025-12-10,192,10854250,78750,Rabu,False,False
2025-12-11,237,14429450,76550,Kamis,False,False
2025-12-12,242,13544100,96900,Jumat,False,False
2025-12-13,286,16218100,147900,Sabtu,True,False
2025-12-14,250,16511900,153100,Minggu,True,False
2025-12-15,201,11497950,92050,Senin,False,False
2025-12-16,200,12164100,66900,Selasa,False,False
2025-12-17,238,13447050,105950,Rabu,False,False
2025-12-18,220,14872500,42500,Kamis,False,False
2025-12-19,252,14838450,95550,Jumat,False,False
2025-12-20,250,13673650,124350,Sabtu,True,False
2025-12-21,252,14458100,83900,Minggu,True,False
2025-12-22,223,13101600,100400,Senin,False,False
2025-12-23,175,10186500,93500,Selasa,False,False
2025-12-24,208,12608600,163400,Rabu,False,False
2025-12-25,285,17127350,151650,Kamis,False,True
2025-12-26,278,15477050,134950,Jumat,False,False
2025-12-27,303,19255150,162850,Sabtu,True,False
2025-12-28,264,16093950,101050,Minggu,True,False
2025-12-29,199,10882450,40550,Senin,False,False
2025-12-30,194,12739450,94550,Selasa,False,False
2025-12-31,252,15607850,70150,Rabu,False,False
2026-01-01,318,19630250,156750,Kamis,False,True
2026-01-02,255,15258800,101200,Jumat,False,False
2026-01-03,309,18612950,131050,Sabtu,True,False
2026-01-04,287,17516350,113650,Minggu,True,False
2026-01-05,191,9926350,106650,Senin,False,False
2026-01-06,185,10569750,83250,Selasa,False,False
2026-01-07,236,14293500,82500,Rabu,False,False
2026-01-08,239,15670250,112750,Kamis,False,False
2026-01-09,250,15963500,117500,Jumat,False,False
2026-01-10,287,17085350,116650,Sabtu,True,False
2026-01-11,293,15905800,119200,Minggu,True,False
2026-01-12,186,11348550,62450,Senin,False,False
2026-01-13,186,10126550,85450,Selasa,False,False
2026-01-14,204,12865050,101950,Rabu,False,False
2026-01-15,288,17719700,114300,Kamis,False,False
2026-01-16,313,17868700,123300,Jumat,False,False
2026-01-17,336,21489600,140400,Sabtu,True,False
2026-01-18,298,19008450,153550,Minggu,True,False
2026-01-19,237,13350750,135250,Senin,False,False
2026-01-20,239,14264450,54550,Selasa,False,False
2026-01-21,247,15231250,58750,Rabu,False,False
2026-01-22,234,13447750,119250,Kamis,False,False
2026-01-23,327,19123650,137350,Jumat,False,False
2026-01-24,349,20443050,139950,Sabtu,True,False
2026-01-25,335,20366250,161750,Minggu,True,False
2026-01-26,240,15331250,146750,Senin,False,False
2026-01-27,210,12355450,94550,Selasa,False,False
2026-01-28,236,13769100,122900,Rabu,False,False
2026-01-29,248,14998400,78600,Kamis,False,False
2026-01-30,334,19569000,193000,Jumat,False,False
2026-01-31,336,20697800,179200,Sabtu,True,False
2026-02-01,303,20274750,247250,Minggu,True,False
2026-02-02,268,15945800,137200,Senin,False,False
2026-02-03,234,14842650,52350,Selasa,False,False
2026-02-04,264,15260000,213000,Rabu,False,False
2026-02-05,278,16370650,120350,Kamis,False,False
2026-02-06,303,17635500,109500,Jumat,False,False
2026-02-07,368,21068950,210050,Sabtu,True,False
2026-02-08,317,18230900,136100,Minggu,True,False
2026-02-09,240,15439100,125900,Senin,False,False
2026-02-10,242,13644100,80900,Selasa,False,False
2026-02-11,262,15436150,111850,Rabu,False,False
2026-02-12,273,15402950,151050,Kamis,False,False
2026-02-13,313,18416300,157700,Jumat,False,False
2026-02-14,351,21684900,216100,Sabtu,True,False
2026-02-15,294,18735000,110000,Minggu,True,False
2026-02-16,259,15959650,128350,Senin,False,False
2026-02-17,329,17965300,165700,Selasa,False,True
2026-02-18,245,14344750,111250,Rabu,False,False
2026-02-19,283,16340350,69650,Kamis,False,False
2026-02-20,294,18192250,142750,Jumat,False,False
2026-02-21,386,23118050,148950,Sabtu,True,False
2026-02-22,340,20746600,101400,Minggu,True,False
2026-02-23,239,13289950,100050,Senin,False,False
2026-02-24,248,13561150,98850,Selasa,False,False
2026-02-25,258,16003300,138700,Rabu,False,False
2026-02-26,271,16477450,135550,Kamis,False,False
2026-02-27,350,22078600,195400,Jumat,False,False
2026-02-28,394,23461550,191450,Sabtu,True,False
2026-03-01,280,15395150,117850,Minggu,True,False
2026-03-02,227,14076900,127100,Senin,False,False
2026-03-03,226,14754050,113950,Selasa,False,False
2026-03-04,261,14008050,91950,Rabu,False,False
2026-03-05,257,16916150,89850,Kamis,False,False
2026-03-06,330,19405650,200350,Jumat,False,False
2026-03-07,386,23505700,121300,Sabtu,True,False
2026-03-08,327,19466700,203300,Minggu,True,False
2026-03-09,229,13107700,56300,Senin,False,False
2026-03-10,242,14109650,75350,Selasa,False,False
2026-03-11,255,13702550,128450,Rabu,False,False
2026-03-12,269,16760100,123900,Kamis,False,False
2026-03-13,307,17427100,149900,Jumat,False,False
2026-03-14,364,20049250,138750,Sabtu,True,False
2026-03-15,312,17709050,144950,Minggu,True,False
2026-03-16,226,12800150,59850,Senin,False,False
2026-03-17,217,13021500,141500,Selasa,False,False
2026-03-18,233,13720500,96500,Rabu,False,False
2026-03-19,365,21610150,133850,Kamis,False,True
2026-03-20,303,19667400,152600,Jumat,False,False
2026-03-21,436,26808850,156150,Sabtu,True,True
2026-03-22,442,24692900,145100,Minggu,True,True
2026-03-23,205,12232850,117150,Senin,False,False
2026-03-24,240,14905000,108000,Selasa,False,False
2026-03-25,279,15869200,64800,Rabu,False,False
2026-03-26,280,17332200,158800,Kamis,False,False
2026-03-27,297,17523550,131450,Jumat,False,False
2026-03-28,341,18778100,102900,Sabtu,True,False
2026-03-29,314,19030550,193450,Minggu,True,False
2026-03-30,239,14299350,155650,Senin,False,False
2026-03-31,249,14475550,80450,Selasa,False,False
2026-04-01,231,13362600,69400,Rabu,False,False
2026-04-02,298,18014450,56550,Kamis,False,False
2026-04-03,336,20657900,145100,Jumat,False,False
2026-04-04,353,20680900,150100,Sabtu,True,False
2026-04-05,327,19262450,123550,Minggu,True,False
2026-04-06,242,14176600,137400,Senin,False,False
2026-04-07,222,13312200,82800,Selasa,False,False
2026-04-08,206,12496200,100800,Rabu,False,False
2026-04-09,272,15908850,149150,Kamis,False,False
2026-04-10,294,18600950,86050,Jumat,False,False
2026-04-11,337,19635650,181350,Sabtu,True,False
2026-04-12,336,20146250,115750,Minggu,True,False
2026-04-13,255,17224400,136600,Senin,False,False
2026-04-14,239,14024500,147500,Selasa,False,False
2026-04-15,308,19279950,132050,Rabu,False,False
2026-04-16,322,20908550,208450,Kamis,False,False
2026-04-17,337,20796350,217650,Jumat,False,False
2026-04-18,379,22815150,203850,Sabtu,True,False
2026-04-19,301,18895750,124250,Minggu,True,False
2026-04-20,228,13740600,80400,Senin,False,False
2026-04-21,240,14811700,95300,Selasa,False,False
2026-04-22,282,18023100,158900,Rabu,False,False
2026-04-23,322,18270100,136900,Kamis,False,False
2026-04-24,306,19220700,140300,Jumat,False,False
2026-04-25,311,17932000,126000,Sabtu,True,False
2026-04-26,318,18324150,155850,Minggu,True,False
2026-04-27,238,14868950,149050,Senin,False,False
2026-04-28,282,16510250,174750,Selasa,False,False
2026-04-29,260,15474950,111050,Rabu,False,False
2026-04-30,293,17525250,112750,Kamis,False,False
2026-05-01,402,24317300,189700,Jumat,False,True
2026-05-02,387,23356700,169300,Sabtu,True,False
2026-05-03,305,17825200,88800,Minggu,True,False
2026-05-04,244,13983900,92100,Senin,False,False
2026-05-05,225,13297750,89250,Selasa,False,False
2026-05-06,264,16157000,114000,Rabu,False,False
2026-05-07,294,18173100,103900,Kamis,False,False
2026-05-08,298,16880200,127800,Jumat,False,False
2026-05-09,323,20035300,181700,Sabtu,True,False
2026-05-10,310,19228800,145200,Minggu,True,False
2026-05-11,260,15879700,73300,Senin,False,False
2026-05-12,255,15665600,123400,Selasa,False,False
2026-05-13,283,17181150,113850,Rabu,False,False
2026-05-14,350,22206550,160450,Kamis,False,True
2026-05-15,378,23489100,196900,Jumat,False,False
2026-05-16,371,22286400,174600,Sabtu,True,False
2026-05-17,306,20214800,171200,Minggu,True,False
2026-05-18,257,15500650,89350,Senin,False,False
2026-05-19,230,13748500,119500,Selasa,False,False
2026-05-20,254,15539600,145400,Rabu,False,False
2026-05-21,292,16815600,100400,Kamis,False,False
2026-05-22,310,20032050,131950,Jumat,False,False
2026-05-23,382,21323100,167900,Sabtu,True,False
2026-05-24,319,19537100,93900,Minggu,True,False
2026-05-25,269,16506200,180800,Senin,False,False
2026-05-26,221,13227950,132050,Selasa,False,False
2026-05-27,354,19312850,98150,Rabu,False,True
2026-05-28,280,16500050,128950,Kamis,False,False
2026-05-29,339,19013050,145950,Jumat,False,False
2026-05-30,352,19818700,131300,Sabtu,True,False
2026-05-31,355,21383850,182150,Minggu,True,False
2026-06-01,326,20155450,153550,Senin,False,True
2026-06-02,257,16749350,107650,Selasa,False,False
2026-06-03,269,15308200,130800,Rabu,False,False
2026-06-04,257,15125950,86050,Kamis,False,False
2026-06-05,376,21907450,186550,Jumat,False,False
2026-06-06,348,20590700,140300,Sabtu,True,False
2026-06-07,358,21569850,143150,Minggu,True,False
2026-06-08,244,14576250,101750,Senin,False,False
2026-06-09,235,14527100,113900,Selasa,False,False
2026-06-10,262,15630250,111750,Rabu,False,False
2026-06-11,232,12916950,103050,Kamis,False,False
2026-06-12,359,21972950,177050,Jumat,False,False
2026-06-13,372,22758500,164500,Sabtu,True,False
2026-06-14,346,20030700,189300,Minggu,True,False
2026-06-15,247,14525450,136550,Senin,False,False
2026-06-16,270,15379600,118400,Selasa,False,False
2026-06-17,251,15627700,107300,Rabu,False,False
2026-06-18,262,16108050,133950,Kamis,False,False
2026-06-19,335,20241600,101400,Jumat,False,False
2026-06-20,332,21030500,159500,Sabtu,True,False
2026-06-21,314,17534550,104450,Minggu,True,False
2026-06-22,249,13678550,102450,Senin,False,False
2026-06-23,245,14182200,92800,Selasa,False,False
2026-06-24,251,15426850,56150,Rabu,False,False
2026-06-25,251,15360150,66850,Kamis,False,False
2026-06-26,321,21068350,192650,Jumat,False,False
2026-06-27,392,21734400,194600,Sabtu,True,False
2026-06-28,312,18476550,142450,Minggu,True,False
2026-06-29,279,16350900,111100,Senin,False,False
2026-06-30,240,13927250,156750,Selasa,False,False
