transaksi_id,tanggal,cabang_id,kota,saluran,metode_bayar,total
T0112765,2026-02-21,C01,Jakarta,Takeaway,E-Wallet,35000
T0119993,2026-03-18,C02,Jakarta,DINE-IN,E-Wallet,25000
T0105334,2026-01-25,C05,Yogyakarta,Dine-in,E-Wallet,40000
T0101280,10-Jan-2026,C04,Surabaya,Dine-in,QRIS,56000
T0121884,2026-03-23,C05,Yogyakarta,Takeaway,Tunai,25000
T0104885,24-Jan-2026,C03,BANDUNG,Takeaway,E-Wallet,Rp 22.000
T0107685,03-Feb-2026,C03, Bandung  ,Dine-in,E-Wallet,133000
T0112159,2026-02-19,C01,Jakarta,Takeaway,E-Wallet,44000
T0112346,2026-02-19,C04,Surabaya,Takeaway,qris,14000
T0114333,26/02/2026,C03,Bandung,Dine-in,Tunai,22000
T0123649,2026-03-29,C06,,Dine-in,Kartu Debit,47500
T0107838,2026-02-04,C01, Jakarta  ,Dine-in,E-Wallet,42000
T0105128,2026-01-25,C01,Jakarta,Takeaway,QRIS,90000
T0099744,04/01/2026,C02,Jakarta,Dine-in,Tunai,74000
T0113864,2026-02-24,C04,Surabaya,Delivery,Tunai,53000
T0102558,2026-01-16,C02,Jakarta,Takeaway,Tunai,113000
T0103868,2026-01-20,C05,Yogyakarta,Takeaway,qris,56000
T0117421,2026-03-08,C05,Yogyakarta,Dine-in,QRIS,64000
T0116183,2026-03-04,C05,yogyakarta,Takeaway,Tunai,16200
T0118312,12/03/2026,C02,Jakarta,Takeaway,QRIS,0
T0118759,2026-03-13,C05,Yogyakarta,Dine-in,Kartu Debit,56000
T0107904,2026-02-04,C03,Bandung,Delivery,Tunai,87000
T0123969,2026-03-31,C02,Jakarta,Dine-in,Tunai,28000
T0106624,2026-01-30,C06,Denpasar,Takeaway,E-Wallet,Rp 67.000
T0123767,30/03/2026,C03,Bandung,Takeaway,E-Wallet,72000
T0113564,2026-02-23,C03,Bandung,Takeaway,Tunai,52000
T0110795,2026-02-14,C03,Bandung,Takeaway,E-Wallet,66000
T0104710,2026-01-23,C06, Denpasar  ,Dine-in,E-Wallet,57000
T0109528,2026-02-09,C05,Yogyakarta,Dine-in,-,75000
T0123121,2026-03-28,C02,JAKARTA,Dine-in,QRIS,-50000.0
T0124119,2026-03-31,C05,Yogyakarta,Dine-in,QRIS,18000
T0124060,2026-03-31,C04,Surabaya,Takeaway,QRIS,34000
T0111852,2026-02-17,C05,Yogyakarta,Takeaway,QRIS,
T0115843,2026-03-03,C03,Bandung,Delivery,Tunai,18000
T0108985,2026-02-07,C06,Denpasar,Takeaway,Kartu Debit,106000
T0115768,2026-03-03,C01, Jakarta  ,Dine-in,E-Wallet,101000
T0099379,2026-01-03,C01,Jakarta,Delivery,Tunai,46000
T0099964,2026-01-05,C01,Jakarta,Takeaway,Kartu Debit,24000
T0102585,16-Jan-2026,C02,Jakarta,Takeaway,QRIS,123000
T0102214,15-Jan-2026,C01,Jakarta,Takeaway,E-Wallet,97000
T0100075,2026-01-05,C04,JKT,Dine-in,Tunai,19000
T0103490,2026-01-19,C02,Jakarta,Takeaway,QRIS,99000
T0102951,2026-01-17,C03,bandung,Delivery,E-Wallet,25000
T0118217,2026-03-11,C06,Denpasar,Delivery,Tunai,59000
T0116459,2026-03-05,C06, Denpasar  ,Delivery,E-Wallet,60000
T0101460,2026-01-11,C03,JKT,DINE-IN,QRIS,28000
T0109138,2026-02-08,C02,Jakarta,Dine-in,QRIS,35000
T0112225,19/02/2026,C02,Jakarta,Delivery,E-Wallet,53000
T0122963,27/03/2026,C05,Yogyakarta,Takeaway,Tunai,36000
T0103146,2026-01-18,C01,Jakarta,Takeaway,E-Wallet,71000
T0105745,2026-01-27,C03,Bandung,Dine-in,Tunai,58000
T0105398,2026-01-25,C06,Denpasar,Delivery,E-Wallet,23750
T0121665,2026-03-22,C06,Denpasar,Dine-in,QRIS,40000
T0108840,2026-02-07,C03,Bandung,Dine-in,QRIS,88000
T0121370,2026-03-22,C02,Jakarta,Dine-in,Tunai,15000
T0100617,2026-01-08,C02,jakarta,Takeaway,E-Wallet,77000
T0110596,13-Feb-2026,C05,Yogyakarta,dine in,QRIS,60000
T0101847,2026-01-13,C01,Jakarta,Dine-in,QRIS,37000
T0109746,2026-02-10,C04,Surabaya,Dine-in,QRIS,54000
T0121380,22/03/2026,C02,Jakarta,Takeaway,Kartu Debit,19000
T0108122,2026-02-05,C01,JKT,Delivery,QRIS,
T0110698,2026-02-14,C01,Jakarta,Dine-in,Kartu Debit,25000
T0102941,2026-01-17,C03,Bandung,Takeaway,Kartu Debit,17100
T0122976,2026-03-27,C06,Denpasar,Delivery,QRIS,32000
T0123012,28/03/2026,C01, Jakarta  ,Takeaway,Tunai,
T0110771,14-Feb-2026,C02,Jakarta,Dine-in,QRIS,25000
T0119570,2026-03-16,C03,Bandung,Takeaway,QRIS,75000
T0111430,16/02/2026,C03,Bandung,Takeaway,Tunai,70000
T0114155,2026-02-25,C05,Yogyakarta,Takeaway,QRIS,126350
T0114101,2026-02-25,C04,Surabaya,dine in,QRIS,-18000.0
T0102139,2026-01-14,C04,SURABAYA,Takeaway,Tunai,50000
T0123412,2026-03-29,C02, jakarta  ,Dine-in,E-Wallet,90250
T0115668,2026-03-02,C05,Yogyakarta,Takeaway,E-Wallet,37000
T0112449,20/02/2026,C01,Jakarta,Delivery,Tunai,86000
T0111437,2026-02-16,C03,Bandung,Takeaway,QRIS,60000
T0123328,2026-03-28,C06, Denpasar  ,Dine-in,Kartu Debit,62000
T0104974,2026-01-24,C04,Surabaya,Delivery,Tunai,101000
T0100111,2026-01-05,C05,Yogyakarta,Delivery,Tunai,62700
T0099941,2026-01-04,C05,Yogyakarta,Delivery,Kartu Debit,65000
T0110790,2026-02-14,C03,Bandung,DINE-IN,QRIS,50000
T0118541,2026-03-13,C01,Jakarta,Dine-in,QRIS,53000
T0108975,2026-02-07,C05,JKT,Takeaway,E-Wallet,18000
T0100127,2026-01-05,C05,JKT,Dine-in,qris,24000
T0105989,2026-01-28,C03,Bandung,Dine-in,Tunai,151000
T0107704,2026-02-03,C03,Bandung,Delivery,E-Wallet,22500
T0102956,2026-01-17,C03,bandung,Dine-in,Tunai,69000
T0101849,2026-01-13,C01,Jakarta,Delivery,Kartu Debit,64000
T0118345,2026-03-12,C03,Bandung,Delivery,QRIS,38000
T0099922,2026-01-04,C05,Yogyakarta,Dine-in,E-Wallet,28000
T0119342,2026-03-15,C03,Bandung,Takeaway,QRIS,18000
T0111994,2026-02-18,C03,Bandung,Takeaway,QRIS,
T0105916,2026-01-28,C02,Jakarta,Takeaway,QRIS,50000
T0120012,2026-03-18,C03,,Dine-in,E-Wallet,52000
T0118670,2026-03-13,C03,Bandung,Takeaway,Kartu Debit,Rp 48.000
T0101790,2026-01-12,C04,Surabaya,DINE-IN,QRIS,22000
T0111790,17/02/2026,C04,Surabaya,Dine-in,Kartu Debit,24000
T0107199,2026-02-01,C04,Surabaya,Dine-in,Tunai,48000
T0108205,2026-02-05,C03,Bandung,DINE-IN,Kartu Debit,52000
T0099670,2026-01-04,C01,Jakarta,Dine-in,QRIS,69300
T0107853,2026-02-04,C01,JAKARTA,Takeaway,Tunai,22000
T0102369,2026-01-15,C04,Surabaya,Dine-in,Kartu Debit,23750
T0105083,2026-01-25,C01,Jakarta,Delivery,Tunai,22000
T0116458,2026-03-05,C06,denpasar,Takeaway,E-Wallet,24000
T0121734,2026-03-23,C01,Jakarta,Takeaway,Kartu Debit,121000
T0122966,2026-03-27,C06,Denpasar,Dine-in,QRIS,95000
T0122744,27/03/2026,C01,Jakarta,Takeaway,qris,43700
T0114947,2026-02-28,C02,Jakarta,Dine-in,QRIS,18000
T0109080,2026-02-08,C01,Jakarta,Takeaway,E-Wallet,61000
T0101950,13-Jan-2026,C04,Surabaya,Delivery,Kartu Debit,28000
T0104505,2026-01-23,C03,Bandung,Delivery,qris,22000
T0111433,16/02/2026,C03,Bandung,Dine-in,E-Wallet,82000
T0113673,2026-02-23,C06,Denpasar,Takeaway,Tunai,35000
T0100877,2026-01-09,C02,Jakarta,Dine-in,Tunai,36000
T0121260,2026-03-21,C06,Denpasar,Delivery,-,
T0107561,2026-02-02,C06,Denpasar,Dine-in,E-Wallet,190000
,,,,,,
T0101983,2026-01-13,C05,Yogyakarta,dine in,Kartu Debit,48000
T0103952,2026-01-21,C01, JAKARTA  ,Dine-in,QRIS,96000
T0119069,2026-03-14,C04,Surabaya,Takeaway,QRIS,117000
T0101358,2026-01-11,C01,Jakarta,Delivery,Kartu Debit,25000
T0109274,2026-02-08,C05,JKT,Takeaway,QRIS,28000
T0123516,2026-03-29,C03,Bandung,Dine-in,QRIS,20000
T0122016,2026-03-24,C03,Bandung,Takeaway,Kartu Debit,22000
T0118818,2026-03-14,C01,Jakarta,Delivery,QRIS,20000
T0102573,2026-01-16,C02,Jakarta,Takeaway,Tunai,53000
T0116302,2026-03-05,C02, jakarta  ,Delivery,Kartu Debit,53000
T0117532,09/03/2026,C01,,Dine-in,QRIS,22000
T0115720,2026-03-02,C06, denpasar  ,Takeaway,QRIS,
T0122122,2026-03-24,C05,Yogyakarta,Dine-in,E-Wallet,50000
T0115954,2026-03-04,C01, Jakarta  ,Dine-in,Kartu Debit,46000
T0099385,2026-01-03,C01,Jakarta,Dine-in,Tunai,47500
T0103478,2026-01-19,C01,Jakarta,Dine-in,E-Wallet,25000
T0123351,2026-03-29,C01,Jakarta,Delivery,Kartu Debit,180000
T0106924,2026-01-31,C04,Surabaya,Dine-in,E-Wallet,93000
T0105379,2026-01-25,C06,Denpasar,Delivery,E-Wallet,Rp 46.550
T0103299,2026-01-18,C04,Surabaya,Dine-in,Tunai,36000
T0106805,31/01/2026,C03,Bandung,Dine-in,Kartu Debit,84000
T0104931,2026-01-24,C04,Surabaya,Delivery,E-Wallet,Rp 90.000
T0108025,2026-02-04,C05,,Takeaway,QRIS,
T0104318,2026-01-22,C04,Surabaya,Dine-in,Tunai,52000
T0122597,2026-03-26,C04,Surabaya,Takeaway,E-Wallet,75000
T0105844,2026-01-27,C06,Denpasar,Takeaway,qris,58500
T0114926,28/02/2026,C02,Jakarta,Takeaway,E-Wallet,80000
T0118472,2026-03-12,C06,Denpasar,Dine-in,Tunai,15000
T0124055,2026-03-31,C04,SURABAYA,Dine-in,QRIS,0
T0108084,2026-02-05,C01, Jakarta  ,Dine-in,QRIS,63000
T0103147,2026-01-18,C01,Jakarta,Dine-in,E-Wallet,Rp 18.000
T0104016,2026-01-21,C02,Jakarta,Takeaway,Kartu Debit,Rp 40.000
T0101143,2026-01-10,C02,Jakarta,DINE-IN,E-Wallet,30000
T0115047,28/02/2026,C04,Surabaya,DINE-IN,Kartu Debit,36000
T0110115,12-Feb-2026,C01,Jakarta,Dine-in,E-Wallet,50000
T0110331,12/02/2026,C06,Denpasar,Delivery,Kartu Debit,46000
T0124082,2026-03-31,C04,SURABAYA,Takeaway,Tunai,95000
T0118147,2026-03-11,C04,JKT,Dine-in,Tunai,Rp 15.000
T0119609,2026-03-16,C03,Bandung,Dine-in,E-Wallet,15000
T0104039,2026-01-21,C03,Bandung,Delivery,QRIS,Rp 20.900
T0118238,2026-03-12,C01,Jakarta,Dine-in,QRIS,82650
T0111743,2026-02-17,C03,Bandung,Takeaway,QRIS,
T0112911,21/02/2026,C03,Bandung,Dine-in,E-Wallet,18000
T0119138,2026-03-14,C06,Denpasar,Dine-in,Tunai,18000
T0105212,25/01/2026,C03,Bandung,Dine-in,Kartu Debit,61000
T0119193,2026-03-15,C01,Jakarta,Dine-in,QRIS,14250
T0104067,2026-01-21,C04,Surabaya,Delivery,Tunai,42000
T0122508,2026-03-26,C02,jakarta,Delivery,E-Wallet,47000
T0122936,2026-03-27,C05,,Dine-in,QRIS,55000
T0112758,2026-02-21,C01,Jakarta,Delivery,QRIS,Rp 54.000
T0122831,2026-03-27,C03,Bandung,Takeaway,E-Wallet,41800
T0104165,2026-01-22,C01,Jakarta,Takeaway,E-Wallet,15000
T0106018,2026-01-28,C04, Surabaya  ,Delivery,QRIS,50000
T0121730,2026-03-23,C01, Jakarta  ,Dine-in,E-Wallet,22000
T0121650,2026-03-22,C05,Yogyakarta,Delivery,QRIS,148000
T0105275,2026-01-25,C04,Surabaya,Dine-in,E-Wallet,58000
T0107711,2026-02-03,C04,Surabaya,Dine-in,E-Wallet,28000
T0099021,2026-01-01,C04,,Takeaway,QRIS,72000
T0099915,2026-01-04,C05,Yogyakarta,Dine-in,E-Wallet,24000
T0103994,2026-01-21,C02,JKT,Dine-in,E-Wallet,86000
T0100857,2026-01-09,C01,JAKARTA,Dine-in,E-Wallet,15000
T0109250,2026-02-08,C05,Yogyakarta,Dine-in,Tunai,
T0109457,2026-02-09,C03, Bandung  ,Dine-in,QRIS,50000
T0119658,16-Mar-2026,C05,Yogyakarta,Dine-in,E-Wallet,
T0117227,2026-03-08,C01, Jakarta  ,Takeaway,E-Wallet,113050
T0107772,2026-02-03,C05,yogyakarta,Dine-in,Tunai,40000
T0104537,2026-01-23,C03,Bandung,Takeaway,QRIS,36000
T0118304,2026-03-12,C02,Jakarta,Dine-in,E-Wallet,49000
T0111303,15/02/2026,C06,Denpasar,Delivery,Kartu Debit,258000
T0111242,2026-02-15,C05,Yogyakarta,Takeaway,Tunai,30000
T0114749,2026-02-27,C05,Yogyakarta,Takeaway,Tunai,18000
T0119599,2026-03-16,C03,BANDUNG,Delivery,E-Wallet,Rp 113.000
T0117668,09/03/2026,C04,Surabaya,Dine-in,QRIS,66000
T0111332,2026-02-16,C01,Jakarta,Dine-in,E-Wallet,68000
T0120609,2026-03-20,C02,Jakarta,Delivery,QRIS,72000
T0101069,2026-01-10,C01,Jakarta,Delivery,Kartu Debit,
T0117423,2026-03-08,C05,Yogyakarta,Delivery,QRIS,160000
T0106872,2026-01-31,C04,Surabaya,Delivery,Kartu Debit,95000
T0112144,2026-02-18,C06,DENPASAR,Dine-in,E-Wallet,36000
T0112757,2026-02-21,C01,Jakarta,Dine-in,E-Wallet,45000
T0115426,01/03/2026,C05,,Dine-in,Tunai,Rp 25.000
T0115420,2026-03-01,C05,Yogyakarta,Delivery,QRIS,22000
T0107335,2026-02-02,C01,Jakarta,Dine-in,QRIS,64000
T0110041,2026-02-11,C05,Yogyakarta,DINE-IN,E-Wallet,
T0112648,2026-02-20,C04,Surabaya,Takeaway,Kartu Debit,15000
T0112273,2026-02-19,C03,Bandung,Delivery,E-Wallet,64000
T0099103,2026-01-02,C01,JAKARTA,DINE-IN,Tunai,55800
T0116428,2026-03-05,C05,YOGYAKARTA,Dine-in,QRIS,96000
T0119163,2026-03-14,C06,Denpasar,Delivery,QRIS,Rp 50.000
T0123886,2026-03-30,C06,Denpasar,Dine-in,QRIS,57000
T0112616,2026-02-20,C03,Bandung,dine in,QRIS,101000
T0121432,2026-03-22,C03,bandung,Takeaway,Kartu Debit,43000
T0108615,2026-02-06,C05,Yogyakarta,Dine-in,Tunai,12000
T0122666,2026-03-26,C05,JKT,Dine-in,Tunai,Rp 25.000
T0118338,12/03/2026,C03,Bandung,Takeaway,Kartu Debit,18000
T0114071,2026-02-25,C03,Bandung,Dine-in,Kartu Debit,105000
T0116599,2026-03-06,C03,Bandung,Takeaway,Kartu Debit,45000
T0102224,2026-01-15,C01,Jakarta,Dine-in,Kartu Debit,40000
T0110247,2026-02-12,C03,Bandung,Dine-in,E-Wallet,22000
T0102364,2026-01-15,C04,Surabaya,Takeaway,Tunai,22000
T0109700,2026-02-10,C03,Bandung,Delivery,Tunai,91000
T0113431,22/02/2026,C06,Denpasar,Dine-in,QRIS,24000
T0107016,2026-02-01,C01,Jakarta,Dine-in,-,Rp 69.350
T0105894,2026-01-28,C01,JAKARTA,Dine-in,QRIS,51000
T0111077,2026-02-15,C01,JAKARTA,Delivery,QRIS,133000
T0122437,2026-03-26,C01,Jakarta,Takeaway,QRIS,93000
T0116192,04/03/2026,C06,Denpasar,Takeaway,Kartu Debit,111000
T0102253,2026-01-15,C02,Jakarta,Delivery,Tunai,98000
T0107498,2026-02-02,C05,,Dine-in,Tunai,
T0121320,22/03/2026,C01,Jakarta,Dine-in,E-Wallet,48000
T0121799,2026-03-23,C03,Bandung,Dine-in,QRIS,14000
T0118002,2026-03-11,C01,Jakarta,Dine-in,QRIS,18000
T0120964,2026-03-21,C02,Jakarta,Takeaway,Kartu Debit,61750
T0117018,2026-03-07,C03,Bandung,Takeaway,QRIS,25000
T0115249,2026-03-01,C01,jakarta,Takeaway,Kartu Debit,81000
T0121541,2026-03-22,C04,Surabaya,Delivery,E-Wallet,
T0099376,03/01/2026,C01,Jakarta,Dine-in,Tunai,28000
T0107330,2026-02-02,C01,Jakarta,Takeaway,QRIS,12000
T0116412,2026-03-05,C05,Yogyakarta,Dine-in,QRIS,Rp 118.000
T0109887,11-Feb-2026,C02,Jakarta,Delivery,Tunai,115000
T0104650,2026-01-23,C05,yogyakarta,Dine-in,E-Wallet,117000
T0112609,2026-02-20,C03,Bandung,Takeaway,E-Wallet,
T0118129,2026-03-11,C04,Surabaya,dine in,-,63000
T0123882,30/03/2026,C06,Denpasar,Dine-in,Kartu Debit,65000
T0112473,2026-02-20,C01,Jakarta,Takeaway,Kartu Debit,Rp 65.000
T0103979,2026-01-21,C02,Jakarta,Dine-in,E-Wallet,21600
T0121977,24/03/2026,C02,Jakarta,Takeaway,Kartu Debit,20000
T0116782,2026-03-06,C06,Denpasar,Delivery,Kartu Debit,52000
T0113705,2026-02-24,C01,Jakarta,Delivery,QRIS,213000
T0112561,2026-02-20,C03, Bandung  ,Delivery,QRIS,62000
T0117480,2026-03-08,C06,Denpasar,Dine-in,E-Wallet,24000
T0107947,2026-02-04,C03,Bandung,Dine-in,E-Wallet,101000
T0116811,2026-03-07,C01,Jakarta,Dine-in,Tunai,28000
T0114000,2026-02-25,C02,Jakarta,Takeaway,QRIS,68000
T0104629,2026-01-23,C04,Surabaya,Takeaway,Tunai,25000
T0099422,2026-01-03,C02,Jakarta,Dine-in,QRIS,18000
T0120701,2026-03-20,C04,Surabaya,Dine-in,qris,57000
T0123831,2026-03-30,C04,Surabaya,Takeaway,Kartu Debit,76000
T0111368,2026-02-16,C02,JAKARTA,Dine-in,Tunai,49000
T0123905,2026-03-31,C01,Jakarta,Dine-in,Kartu Debit,52250
T0104741,24/01/2026,C01,Jakarta,DINE-IN,QRIS,
T0122832,2026-03-27,C03, Bandung  ,Dine-in,QRIS,49000
T0113428,2026-02-22,C06,Denpasar,Dine-in,QRIS,18000
T0119348,2026-03-15,C03,BANDUNG,Dine-in,QRIS,18000
T0105474,2026-01-26,C02,Jakarta,Takeaway,E-Wallet,63000
T0108383,2026-02-06,C01,Jakarta,Delivery,Tunai,127000
T0124068,2026-03-31,C04,Surabaya,Takeaway,Kartu Debit,
T0104356,2026-01-22,C05,Yogyakarta,Takeaway,QRIS,135850
T0120776,2026-03-20,C05,Yogyakarta,Delivery,Kartu Debit,26600
T0115538,2026-03-02,C02, Jakarta  ,Dine-in,E-Wallet,109000
T0112106,2026-02-18,C05,yogyakarta,Delivery,Tunai,Rp 33.000
T0121408,22-Mar-2026,C03,Bandung,Dine-in,QRIS,89000
T0122063,2026-03-24,C04,Surabaya,Delivery,E-Wallet,175750
T0104450,2026-01-23,C01,JAKARTA,Dine-in,QRIS,61750
T0117540,2026-03-09,C01,Jakarta,Dine-in,Tunai,99000
T0117715,2026-03-09,C06,Denpasar,Takeaway,E-Wallet,24000
T0114358,2026-02-26,C04, Surabaya  ,Dine-in,QRIS,
T0108094,2026-02-05,C01,Jakarta,Dine-in,QRIS,126000
T0113001,2026-02-21,C04,Surabaya,Delivery,Tunai,63000
T0112059,2026-02-18,C04,Surabaya,Delivery,Kartu Debit,43000
T0103793,2026-01-20,C03,Bandung,DINE-IN,QRIS,15000
T0106299,29-Jan-2026,C05,Yogyakarta,Delivery,Tunai,Rp 18.000
T0113156,2026-02-22,C01,jakarta,Dine-in,E-Wallet,24000
T0116371,05-Mar-2026,C04,Surabaya,Dine-in,QRIS,56000
T0117151,2026-03-07,C06,Denpasar,Takeaway,QRIS,18000
T0108132,2026-02-05,C02,Jakarta,Dine-in,Tunai,25000
T0115643,2026-03-02,C04,Surabaya,Delivery,QRIS,
T0104831,2026-01-24,C02, jakarta  ,Delivery,QRIS,15000
T0105802,2026-01-27,C04,,Takeaway,QRIS,Rp 65.000
T0122873,2026-03-27,C04,Surabaya,Dine-in,QRIS,96000
T0104899,2026-01-24,C03,Bandung,Takeaway,QRIS,
T0108272,05-Feb-2026,C04,Surabaya,Takeaway,Tunai,18000
T0113808,2026-02-24,C03,BANDUNG,Takeaway,QRIS,Rp 35.150
T0112705,2026-02-20,C06,Denpasar,Takeaway,QRIS,53000
T0113175,2026-02-22,C01,Jakarta,Delivery,Tunai,74000
T0113966,2026-02-25,C01,Jakarta,Takeaway,Kartu Debit,70300
T0119347,2026-03-15,C03,Bandung,Delivery,E-Wallet,22000
T0112997,2026-02-21,C04,Surabaya,Dine-in,Tunai,104000
T0101969,2026-01-13,C05,,Takeaway,QRIS,45000
T0124124,2026-03-31,C06,Denpasar,Dine-in,QRIS,28000
T0100547,2026-01-07,C05,yogyakarta,Dine-in,QRIS,-35000.0
T0110316,2026-02-12,C05,Yogyakarta,Dine-in,E-Wallet,70000
T0116989,07/03/2026,C03,Bandung,Delivery,QRIS,70000
T0113126,22-Feb-2026,C01,Jakarta,Takeaway,Tunai,18000
T0106448,2026-01-30,C02,Jakarta,DINE-IN,Kartu Debit,61000
T0110926,2026-02-14,C04,SURABAYA,Delivery,E-Wallet,50000
T0118082,11/03/2026,C03,Bandung,Dine-in,-,15000
T0106938,2026-01-31,C05,Yogyakarta,Dine-in,QRIS,28000
T0117342,2026-03-08,C03, Bandung  ,Delivery,QRIS,18000
T0113215,2026-02-22,C02,JKT,Delivery,E-Wallet,89000
T0118555,2026-03-13,C01,JAKARTA,Delivery,Kartu Debit,74000
T0122608,2026-03-26,C04,Surabaya,Dine-in,Kartu Debit,12000
T0100107,2026-01-05,C05,Yogyakarta,Delivery,QRIS,
T0122991,2026-03-27,C06,Denpasar,Dine-in,E-Wallet,28000
T0099398,2026-01-03,C01,jakarta,Dine-in,E-Wallet,18000
T0100495,07/01/2026,C04,SURABAYA,DINE-IN,QRIS,285000
T0114045,2026-02-25,C03,Bandung,Dine-in,Kartu Debit,102000
T0120309,2026-03-19,C03,Bandung,Takeaway,E-Wallet,44000
T0112583,20/02/2026,C03,JKT,Takeaway,QRIS,45000
T0107258,2026-02-01,C05,yogyakarta,Dine-in,Tunai,42000
T0116880,2026-03-07,C01,Jakarta,Dine-in,Kartu Debit,18000
T0108356,2026-02-06,C01,Jakarta,Delivery,Kartu Debit,Rp 61.000
T0116071,2026-03-04,C03,Bandung,Delivery,QRIS,28000
T0122308,2026-03-25,C04,Surabaya,DINE-IN,Kartu Debit,22000
T0106008,2026-01-28,C04, Surabaya  ,Takeaway,Kartu Debit,75000
T0120271,2026-03-19,C02,Jakarta,Dine-in,QRIS,62000
T0111657,2026-02-17,C02,Jakarta,Dine-in,Tunai,56000
T0123541,2026-03-29,C04,JKT,Takeaway,Kartu Debit,84000
T0112752,21/02/2026,C01,Jakarta,Dine-in,Tunai,20900
T0114774,27/02/2026,C05,Yogyakarta,Delivery,QRIS,43000
T0118913,2026-03-14,C02,JAKARTA,Takeaway,Kartu Debit,47000
T0114639,2026-02-27,C03,Bandung,Dine-in,Kartu Debit,90000
T0113255,2026-02-22,C03,Bandung,Dine-in,E-Wallet,30000
T0111399,2026-02-16,C02,Jakarta,Delivery,Tunai,15000
T0104944,24-Jan-2026,C04,surabaya,dine in,QRIS,28000
T0109239,2026-02-08,C04,surabaya,Dine-in,Kartu Debit,45600
T0104747,2026-01-24,C01,Jakarta,Takeaway,Kartu Debit,22000
T0099216,2026-01-02,C03, Bandung  ,Dine-in,Tunai,15000
T0107287,2026-02-01,C06,Denpasar,Dine-in,Kartu Debit,
T0110515,2026-02-13,C03,Bandung,Dine-in,E-Wallet,71000
T0121272,2026-03-22,C01,Jakarta,Dine-in,Tunai,
T0120878,2026-03-21,C01,Jakarta,Dine-in,Kartu Debit,20900
T0121984,2026-03-24,C02, Jakarta  ,Takeaway,Tunai,18000
T0114472,2026-02-27,C01,Jakarta,Dine-in,E-Wallet,
T0106951,2026-01-31,C05,Yogyakarta,Dine-in,QRIS,28000
T0109522,2026-02-09,C05,yogyakarta,DINE-IN,QRIS,27000
T0104408,23-Jan-2026,C01,JKT,Dine-in,Kartu Debit,22800
T0110776,2026-02-14,C02,Jakarta,Dine-in,Tunai,167000
T0105049,2026-01-24,C06,Denpasar,Dine-in,QRIS,28000
T0121285,2026-03-22,C01,Jakarta,Dine-in,QRIS,49400
T0104542,2026-01-23,C03,Bandung,Dine-in,Tunai,
T0099876,04/01/2026,C04,SURABAYA,Dine-in,Kartu Debit,117000
T0102893,2026-01-17,C02,Jakarta,Takeaway,QRIS,84000
T0112622,2026-02-20,C04,Surabaya,Dine-in,qris,24000
T0112432,2026-02-19,C06,Denpasar,Delivery,E-Wallet,18000
T0116435,2026-03-05,C06,Denpasar,Delivery,E-Wallet,93000
T0110202,2026-02-12,C03,BANDUNG,Takeaway,E-Wallet,24000
T0108565,2026-02-06,C04,Surabaya,Dine-in,E-Wallet,65000
,,,,,,
T0105166,2026-01-25,C02,Jakarta,Delivery,Tunai,72000
T0119710,2026-03-16,C06,Denpasar,Dine-in,Kartu Debit,70000
T0100918,2026-01-09,C03,JKT,Delivery,Kartu Debit,Rp 15.000
T0121776,23-Mar-2026,C02,jakarta,Delivery,QRIS,116000
T0110861,2026-02-14,C03,Bandung,Takeaway,E-Wallet,71250
T0107446,2026-02-02,C03,BANDUNG,Takeaway,QRIS,98800
T0118764,13/03/2026,C05,Yogyakarta,Delivery,Tunai,43000
T0112506,2026-02-20,C02,Jakarta,Dine-in,Tunai,25000
T0101117,2026-01-10,C02,Jakarta,Dine-in,Kartu Debit,25000
T0109795,2026-02-10,C06,Denpasar,Dine-in,E-Wallet,-215000.0
T0104788,2026-01-24,C01,Jakarta,Dine-in,Tunai,37000
T0104735,2026-01-24,C01,Jakarta,DINE-IN,E-Wallet,40000
T0121479,2026-03-22,C03,Bandung,Takeaway,Tunai,18000
T0118298,2026-03-12,C02,Jakarta,Delivery,QRIS,
T0116706,2026-03-06,C04,Surabaya,Dine-in,Tunai,50000
T0110569,2026-02-13,C04,surabaya,Dine-in,Kartu Debit,25000
T0101745,2026-01-12,C03,Bandung,Takeaway,QRIS,60000
T0105244,25/01/2026,C03,Bandung,Takeaway,E-Wallet,83000
T0107526,2026-02-02,C05,Yogyakarta,Dine-in,Tunai,22000
T0104224,2026-01-22,C02,JAKARTA,Dine-in,E-Wallet,97000
T0122852,27/03/2026,C03,JKT,Dine-in,Tunai,142000
T0112653,2026-02-20,C04,Surabaya,Delivery,E-Wallet,Rp 85.000
T0100870,2026-01-09,C02,Jakarta,Dine-in,E-Wallet,120000
T0106519,2026-01-30,C03,Bandung,Dine-in,Kartu Debit,222000
T0122694,2026-03-26,C06, DENPASAR  ,Dine-in,Tunai,-262800.0
T0107039,2026-02-01,C01,Jakarta,Takeaway,Kartu Debit,52000
T0117442,2026-03-08,C05,Yogyakarta,Dine-in,QRIS,74000
,,,,,,
T0116296,2026-03-05,C02,Jakarta,Dine-in,Tunai,24000
T0118668,2026-03-13,C03,Bandung,Dine-in,QRIS,90000
T0110965,2026-02-14,C05,Yogyakarta,DINE-IN,QRIS,22000
T0123839,2026-03-30,C05,Yogyakarta,dine in,QRIS,99000
T0114938,2026-02-28,C02,Jakarta,Dine-in,QRIS,135000
T0101558,2026-01-11,C04,Surabaya,Takeaway,QRIS,130000
