transaksi_id,produk_id,jumlah,harga_satuan,nilai
T0046734,P03,1,25000,25000
T0046735,P09,2,15000,30000
T0046735,P08,2,18000,36000
T0046735,P04,2,25000,50000
T0046735,P02,1,18000,18000
T0046736,P06,1,28000,28000
T0046737,P05,1,15000,15000
T0046737,P09,3,15000,45000
T0046738,P04,1,25000,25000
T0046739,P08,1,18000,18000
T0046739,P09,1,15000,15000
T0046739,P07,1,24000,24000
T0046740,P07,1,24000,24000
T0046740,P06,1,28000,28000
T0046740,P05,1,15000,15000
T0046741,P04,2,25000,50000
T0046741,P01,2,22000,44000
T0046741,P03,1,25000,25000
T0046742,P02,1,18000,18000
T0046742,P08,1,18000,18000
T0046743,P01,1,22000,22000
T0046744,P03,1,25000,25000
T0046744,P07,1,24000,24000
T0046745,P08,1,18000,18000
T0046745,P04,1,25000,25000
T0046746,P10,1,20000,20000
T0046746,P12,1,14000,14000
T0046747,P02,1,18000,18000
T0046748,P05,1,15000,15000
T0046749,P05,1,15000,15000
T0046749,P03,1,25000,25000
T0046750,P05,2,15000,30000
T0046750,P03,1,25000,25000
T0046751,P11,1,35000,35000
T0046751,P05,1,15000,15000
T0046752,P09,1,15000,15000
T0046752,P04,1,25000,25000
T0046753,P06,1,28000,28000
T0046753,P01,1,22000,22000
T0046754,P07,2,24000,48000
T0046755,P06,2,28000,56000
T0046755,P02,1,18000,18000
T0046756,P07,1,24000,24000
T0046757,P08,2,18000,36000
T0046757,P05,1,15000,15000
T0046757,P10,1,20000,20000
T0046757,P06,1,28000,28000
T0046758,P07,2,24000,48000
T0046758,P08,1,18000,18000
T0046759,P10,1,20000,20000
T0046760,P03,1,25000,25000
T0046761,P07,1,24000,24000
T0046761,P11,1,35000,35000
T0046762,P06,1,28000,28000
T0046763,P06,2,28000,56000
T0046763,P04,1,25000,25000
T0046764,P03,1,25000,25000
T0046765,P04,1,25000,25000
T0046765,P10,1,20000,20000
T0046766,P07,1,24000,24000
T0046767,P05,1,15000,15000
T0046768,P05,1,15000,15000
T0046768,P02,1,18000,18000
T0046768,P03,1,25000,25000
T0046769,P01,1,22000,22000
T0046769,P08,1,18000,18000
T0046769,P02,3,18000,54000
T0046770,P06,3,28000,84000
T0046770,P07,1,24000,24000
T0046771,P04,1,25000,25000
T0046771,P03,1,25000,25000
T0046772,P07,3,24000,72000
T0046772,P01,2,22000,44000
T0046772,P02,1,18000,18000
T0046773,P01,2,22000,44000
T0046774,P05,1,15000,15000
T0046775,P03,2,25000,50000
T0046775,P06,1,28000,28000
T0046775,P02,3,18000,54000
T0046775,P09,1,15000,15000
T0046776,P06,1,28000,28000
T0046777,P06,1,28000,28000
T0046777,P01,1,22000,22000
T0046777,P09,3,15000,45000
T0046777,P07,1,24000,24000
T0046778,P03,1,25000,25000
T0046778,P06,1,28000,28000
T0046779,P03,1,25000,25000
T0046779,P07,2,24000,48000
T0046780,P08,1,18000,18000
T0046780,P06,1,28000,28000
T0046781,P13,1,12000,12000
T0046781,P11,1,35000,35000
T0046781,P01,3,22000,66000
T0046782,P02,3,18000,54000
T0046782,P08,1,18000,18000
T0046782,P07,1,24000,24000
T0046783,P06,2,28000,56000
T0046783,P02,1,18000,18000
T0046783,P01,2,22000,44000
T0046784,P08,1,18000,18000
T0046784,P01,2,22000,44000
T0046785,P02,1,18000,18000
T0046785,P13,2,12000,24000
T0046786,P05,2,15000,30000
T0046787,P06,1,28000,28000
T0046787,P04,1,25000,25000
T0046788,P02,3,18000,54000
T0046789,P06,2,28000,56000
T0046789,P03,1,25000,25000
T0046790,P09,1,15000,15000
T0046790,P05,1,15000,15000
T0046791,P08,1,18000,18000
T0046792,P06,1,28000,28000
T0046793,P03,1,25000,25000
T0046793,P13,2,12000,24000
T0046793,P07,1,24000,24000
T0046794,P07,1,24000,24000
T0046794,P03,1,25000,25000
T0046794,P10,1,20000,20000
T0046795,P13,1,12000,12000
T0046795,P05,1,15000,15000
T0046795,P07,1,24000,24000
T0046796,P06,1,28000,28000
T0046797,P06,2,28000,56000
T0046798,P11,1,35000,35000
T0046798,P06,2,28000,56000
T0046798,P03,1,25000,25000
T0046799,P03,1,25000,25000
T0046800,P01,1,22000,22000
T0046800,P05,1,15000,15000
T0046800,P02,1,18000,18000
T0046800,P03,1,25000,25000
T0046801,P03,1,25000,25000
T0046801,P02,1,18000,18000
T0046801,P13,1,12000,12000
T0046802,P06,3,28000,84000
T0046803,P06,1,28000,28000
T0046804,P07,1,24000,24000
T0046804,P04,2,25000,50000
T0046804,P01,1,22000,22000
T0046804,P03,2,25000,50000
T0046805,P06,1,28000,28000
T0046805,P03,1,25000,25000
T0046805,P01,1,22000,22000
T0046805,P10,1,20000,20000
T0046806,P07,1,24000,24000
T0046806,P06,1,28000,28000
T0046806,P01,1,22000,22000
T0046807,P08,1,18000,18000
T0046808,P07,1,24000,24000
T0046809,P01,2,22000,44000
T0046809,P07,2,24000,48000
T0046810,P05,1,15000,15000
T0046811,P02,1,18000,18000
T0046812,P13,3,12000,36000
T0046812,P05,2,15000,30000
T0046812,P09,1,15000,15000
T0046812,P06,1,28000,28000
T0046813,P02,1,18000,18000
T0046813,P08,2,18000,36000
T0046813,P05,1,15000,15000
T0046814,P01,2,22000,44000
T0046814,P04,1,25000,25000
T0046815,P05,2,15000,30000
T0046815,P08,2,18000,36000
T0046816,P03,2,25000,50000
T0046816,P08,1,18000,18000
T0046816,P01,1,22000,22000
T0046817,P01,1,22000,22000
T0046818,P09,2,15000,30000
T0046819,P05,1,15000,15000
T0046819,P03,2,25000,50000
T0046819,P08,1,18000,18000
T0046819,P07,1,24000,24000
T0046820,P07,3,24000,72000
T0046821,P08,2,18000,36000
T0046822,P07,1,24000,24000
T0046823,P03,1,25000,25000
T0046823,P05,1,15000,15000
T0046824,P02,1,18000,18000
T0046824,P12,2,14000,28000
T0046824,P01,1,22000,22000
T0046825,P05,1,15000,15000
T0046825,P04,1,25000,25000
T0046826,P10,1,20000,20000
T0046826,P08,1,18000,18000
T0046827,P01,1,22000,22000
T0046828,P09,1,15000,15000
T0046828,P10,1,20000,20000
T0046828,P06,1,28000,28000
T0046829,P01,1,22000,22000
T0046830,P02,2,18000,36000
T0046830,P03,1,25000,25000
T0046831,P03,1,25000,25000
T0046832,P12,1,14000,14000
T0046832,P07,1,24000,24000
T0046832,P02,1,18000,18000
T0046833,P02,1,18000,18000
T0046833,P04,1,25000,25000
T0046833,P08,1,18000,18000
T0046834,P04,1,25000,25000
T0046835,P02,1,18000,18000
T0046835,P08,1,18000,18000
T0046835,P04,1,25000,25000
T0046836,P04,1,25000,25000
T0046836,P10,1,20000,20000
T0046837,P03,1,25000,25000
T0046838,P03,1,25000,25000
T0046839,P04,1,25000,25000
T0046839,P02,1,18000,18000
T0046840,P03,1,25000,25000
T0046840,P04,2,25000,50000
T0046841,P11,1,35000,35000
T0046842,P09,1,15000,15000
T0046842,P08,2,18000,36000
T0046843,P05,1,15000,15000
T0046843,P01,1,22000,22000
T0046844,P04,1,25000,25000
T0046845,P02,2,18000,36000
T0046845,P03,1,25000,25000
T0046846,P04,1,25000,25000
T0046846,P05,2,15000,30000
T0046846,P03,1,25000,25000
T0046846,P02,1,18000,18000
T0046847,P02,1,18000,18000
T0046847,P11,1,35000,35000
T0046847,P10,1,20000,20000
T0046847,P05,1,15000,15000
T0046848,P11,3,35000,105000
T0046849,P07,1,24000,24000
T0046850,P04,2,25000,50000
T0046851,P05,1,15000,15000
T0046852,P01,1,22000,22000
T0046852,P11,1,35000,35000
T0046853,P12,1,14000,14000
T0046854,P12,2,14000,28000
T0046855,P12,1,14000,14000
T0046856,P08,1,18000,18000
T0046857,P07,1,24000,24000
T0046857,P08,2,18000,36000
T0046858,P01,1,22000,22000
T0046858,P12,1,14000,14000
T0046858,P04,2,25000,50000
T0046858,P02,1,18000,18000
T0046859,P06,1,28000,28000
T0046860,P04,2,25000,50000
T0046860,P07,1,24000,24000
T0046860,P01,1,22000,22000
T0046861,P03,2,25000,50000
T0046861,P12,1,14000,14000
T0046862,P06,2,28000,56000
T0046862,P05,2,15000,30000
T0046862,P08,2,18000,36000
T0046862,P01,1,22000,22000
T0046863,P04,1,25000,25000
T0046863,P06,1,28000,28000
T0046863,P08,2,18000,36000
T0046864,P03,1,25000,25000
T0046864,P02,1,18000,18000
T0046865,P11,1,35000,35000
T0046865,P03,2,25000,50000
T0046866,P06,1,28000,28000
T0046866,P04,1,25000,25000
T0046866,P13,1,12000,12000
T0046867,P13,1,12000,12000
T0046867,P08,2,18000,36000
T0046867,P01,1,22000,22000
T0046868,P12,1,14000,14000
T0046868,P02,1,18000,18000
T0046869,P06,1,28000,28000
T0046869,P13,1,12000,12000
T0046869,P07,1,24000,24000
T0046870,P08,1,18000,18000
T0046870,P04,1,25000,25000
T0046870,P06,1,28000,28000
T0046871,P04,1,25000,25000
T0046871,P01,1,22000,22000
T0046872,P04,1,25000,25000
T0046873,P08,1,18000,18000
T0046873,P13,1,12000,12000
T0046873,P12,1,14000,14000
T0046874,P03,1,25000,25000
T0046875,P07,2,24000,48000
T0046875,P09,2,15000,30000
T0046876,P01,2,22000,44000
T0046876,P04,1,25000,25000
T0046876,P03,1,25000,25000
T0046877,P03,1,25000,25000
T0046877,P04,2,25000,50000
T0046877,P02,1,18000,18000
T0046878,P08,1,18000,18000
T0046879,P06,1,28000,28000
T0046879,P03,1,25000,25000
T0046880,P13,1,12000,12000
T0046881,P10,1,20000,20000
T0046882,P07,1,24000,24000
T0046883,P02,1,18000,18000
T0046884,P06,1,28000,28000
T0046884,P13,1,12000,12000
T0046885,P07,1,24000,24000
T0046885,P04,2,25000,50000
T0046885,P01,2,22000,44000
T0046886,P07,1,24000,24000
T0046887,P01,1,22000,22000
T0046887,P06,1,28000,28000
T0046888,P03,2,25000,50000
T0046888,P07,1,24000,24000
T0046888,P04,1,25000,25000
T0046888,P08,1,18000,18000
T0046889,P01,1,22000,22000
T0046890,P01,3,22000,66000
T0046890,P02,1,18000,18000
T0046891,P06,1,28000,28000
T0046892,P05,1,15000,15000
T0046892,P07,1,24000,24000
T0046892,P03,1,25000,25000
T0046893,P13,1,12000,12000
T0046894,P06,2,28000,56000
T0046895,P04,1,25000,25000
T0046896,P08,1,18000,18000
T0046897,P07,1,24000,24000
T0046897,P01,1,22000,22000
T0046898,P11,3,35000,105000
T0046898,P01,2,22000,44000
T0046899,P06,2,28000,56000
T0046899,P02,1,18000,18000
T0046900,P01,2,22000,44000
T0046900,P03,1,25000,25000
T0046900,P05,2,15000,30000
T0046900,P04,1,25000,25000
T0046901,P01,1,22000,22000
T0046901,P06,1,28000,28000
T0046902,P05,1,15000,15000
T0046903,P01,1,22000,22000
T0046904,P04,2,25000,50000
T0046904,P13,2,12000,24000
T0046905,P01,1,22000,22000
T0046906,P13,1,12000,12000
T0046906,P06,2,28000,56000
T0046907,P01,3,22000,66000
T0046907,P06,2,28000,56000
T0046908,P08,1,18000,18000
T0046909,P10,1,20000,20000
T0046909,P11,1,35000,35000
T0046909,P02,2,18000,36000
T0046910,P03,1,25000,25000
T0046911,P06,2,28000,56000
T0046911,P07,1,24000,24000
T0046912,P13,2,12000,24000
T0046913,P03,2,25000,50000
T0046913,P12,2,14000,28000
T0046913,P08,1,18000,18000
T0046913,P11,1,35000,35000
T0046914,P07,1,24000,24000
T0046914,P11,1,35000,35000
T0046914,P03,1,25000,25000
T0046914,P08,2,18000,36000
T0046915,P04,1,25000,25000
T0046916,P11,2,35000,70000
T0046916,P02,1,18000,18000
T0046917,P03,2,25000,50000
T0046917,P11,1,35000,35000
T0046917,P05,1,15000,15000
T0046918,P07,2,24000,48000
T0046919,P06,1,28000,28000
T0046919,P01,1,22000,22000
T0046919,P08,2,18000,36000
T0046920,P03,1,25000,25000
T0046921,P03,1,25000,25000
T0046922,P12,1,14000,14000
T0046923,P04,2,25000,50000
T0046923,P06,1,28000,28000
T0046924,P01,1,22000,22000
T0046925,P12,1,14000,14000
T0046925,P05,1,15000,15000
T0046925,P02,1,18000,18000
T0046926,P13,1,12000,12000
T0046926,P08,1,18000,18000
T0046927,P03,3,25000,75000
T0046928,P04,1,25000,25000
T0046929,P05,2,15000,30000
T0046930,P08,1,18000,18000
T0046931,P05,1,15000,15000
T0046932,P04,1,25000,25000
T0046933,P11,1,35000,35000
T0046933,P08,1,18000,18000
T0046933,P06,1,28000,28000
T0046934,P01,1,22000,22000
T0046934,P03,1,25000,25000
T0046935,P08,2,18000,36000
T0046935,P04,1,25000,25000
T0046935,P11,3,35000,105000
T0046935,P06,1,28000,28000
T0046936,P05,1,15000,15000
T0046936,P02,1,18000,18000
T0046937,P06,1,28000,28000
T0046937,P03,1,25000,25000
T0046937,P07,1,24000,24000
T0046938,P03,1,25000,25000
T0046938,P08,1,18000,18000
T0046938,P07,3,24000,72000
T0046938,P13,1,12000,12000
T0046939,P07,1,24000,24000
T0046939,P10,2,20000,40000
T0046940,P05,3,15000,45000
T0046940,P01,1,22000,22000
T0046941,P13,1,12000,12000
T0046942,P02,1,18000,18000
T0046942,P01,2,22000,44000
T0046943,P06,1,28000,28000
T0046943,P08,1,18000,18000
T0046943,P05,1,15000,15000
T0046944,P03,1,25000,25000
T0046945,P07,1,24000,24000
T0046946,P04,1,25000,25000
T0046947,P03,1,25000,25000
T0046948,P01,1,22000,22000
T0046948,P03,1,25000,25000
T0046949,P01,1,22000,22000
T0046950,P11,1,35000,35000
T0046951,P03,1,25000,25000
T0046951,P07,1,24000,24000
T0046951,P02,1,18000,18000
T0046951,P06,1,28000,28000
T0046952,P06,1,28000,28000
T0046952,P04,1,25000,25000
T0046953,P02,1,18000,18000
T0046953,P07,2,24000,48000
T0046953,P03,1,25000,25000
T0046954,P02,1,18000,18000
T0046954,P01,1,22000,22000
T0046954,P03,1,25000,25000
T0046955,P11,1,35000,35000
T0046955,P06,1,28000,28000
T0046956,P03,1,25000,25000
T0046956,P05,1,15000,15000
T0046956,P08,1,18000,18000
T0046957,P07,1,24000,24000
T0046957,P01,1,22000,22000
T0046957,P03,1,25000,25000
T0046958,P13,1,12000,12000
T0046959,P07,1,24000,24000
T0046959,P10,1,20000,20000
T0046959,P01,1,22000,22000
T0046960,P07,1,24000,24000
T0046961,P01,3,22000,66000
T0046961,P12,1,14000,14000
T0046961,P06,2,28000,56000
T0046961,P02,1,18000,18000
T0046962,P03,2,25000,50000
T0046963,P08,1,18000,18000
T0046963,P04,1,25000,25000
T0046964,P07,2,24000,48000
T0046965,P12,1,14000,14000
T0046966,P04,3,25000,75000
T0046966,P05,2,15000,30000
T0046967,P04,1,25000,25000
T0046967,P08,2,18000,36000
T0046968,P06,1,28000,28000
T0046969,P02,1,18000,18000
T0046969,P08,1,18000,18000
T0046970,P05,1,15000,15000
T0046971,P04,1,25000,25000
T0046971,P01,1,22000,22000
T0046972,P10,1,20000,20000
T0046972,P03,1,25000,25000
T0046973,P04,2,25000,50000
T0046973,P13,1,12000,12000
T0046974,P08,1,18000,18000
T0046975,P01,1,22000,22000
T0046975,P06,1,28000,28000
T0046975,P07,2,24000,48000
T0046976,P02,1,18000,18000
T0046976,P11,1,35000,35000
T0046977,P05,1,15000,15000
T0046978,P08,1,18000,18000
T0046979,P03,3,25000,75000
T0046979,P05,1,15000,15000
T0046980,P02,1,18000,18000
T0046981,P11,1,35000,35000
T0046982,P03,1,25000,25000
T0046983,P06,1,28000,28000
T0046983,P04,3,25000,75000
T0046983,P08,1,18000,18000
T0046984,P07,1,24000,24000
T0046985,P13,1,12000,12000
T0046985,P08,1,18000,18000
T0046986,P07,1,24000,24000
T0046987,P05,1,15000,15000
T0046988,P08,1,18000,18000
T0046989,P02,1,18000,18000
T0046989,P07,2,24000,48000
T0046990,P04,1,25000,25000
T0046990,P03,1,25000,25000
T0046990,P06,1,28000,28000
T0046991,P07,1,24000,24000
T0046991,P01,1,22000,22000
T0046991,P05,1,15000,15000
T0046992,P03,3,25000,75000
T0046993,P03,1,25000,25000
T0046994,P03,1,25000,25000
T0046994,P04,1,25000,25000
T0046995,P07,1,24000,24000
T0046995,P12,1,14000,14000
T0046996,P02,1,18000,18000
T0046997,P04,1,25000,25000
T0046998,P10,2,20000,40000
T0046998,P11,1,35000,35000
T0046999,P01,1,22000,22000
T0046999,P07,1,24000,24000
T0047000,P02,1,18000,18000
T0047001,P06,1,28000,28000
T0047001,P01,1,22000,22000
T0047002,P08,1,18000,18000
T0047003,P01,1,22000,22000
T0047003,P08,1,18000,18000
T0047003,P02,1,18000,18000
T0047004,P13,3,12000,36000
T0047004,P06,1,28000,28000
T0047004,P01,2,22000,44000
T0047004,P05,2,15000,30000
T0047005,P08,1,18000,18000
T0047005,P01,1,22000,22000
T0047006,P10,1,20000,20000
T0047006,P08,1,18000,18000
T0047007,P07,1,24000,24000
T0047008,P09,1,15000,15000
T0047008,P05,1,15000,15000
T0047009,P13,1,12000,12000
T0047009,P08,2,18000,36000
T0047010,P10,1,20000,20000
T0047010,P13,1,12000,12000
T0047011,P12,2,14000,28000
T0047011,P05,1,15000,15000
T0047012,P02,1,18000,18000
T0047013,P04,1,25000,25000
T0047014,P07,1,24000,24000
T0047014,P06,2,28000,56000
T0047015,P08,2,18000,36000
T0047016,P05,1,15000,15000
T0047016,P12,1,14000,14000
T0047017,P08,1,18000,18000
T0047017,P03,2,25000,50000
T0047017,P12,1,14000,14000
T0047018,P05,1,15000,15000
T0047018,P03,2,25000,50000
T0047019,P08,1,18000,18000
T0047019,P06,1,28000,28000
T0047019,P07,1,24000,24000
T0047020,P07,1,24000,24000
T0047020,P05,1,15000,15000
T0047021,P08,1,18000,18000
T0047022,P08,1,18000,18000
T0047022,P03,2,25000,50000
T0047022,P05,1,15000,15000
T0047023,P07,1,24000,24000
T0047023,P12,1,14000,14000
T0047023,P04,1,25000,25000
T0047023,P05,1,15000,15000
T0047024,P05,1,15000,15000
T0047025,P08,1,18000,18000
T0047026,P03,1,25000,25000
T0047027,P06,1,28000,28000
T0047027,P12,1,14000,14000
T0047027,P01,2,22000,44000
T0047027,P08,1,18000,18000
T0047028,P06,1,28000,28000
T0047028,P05,2,15000,30000
T0047028,P02,1,18000,18000
T0047028,P10,1,20000,20000
T0047029,P05,1,15000,15000
T0047029,P08,1,18000,18000
T0047030,P12,1,14000,14000
T0047030,P01,1,22000,22000
T0047031,P05,1,15000,15000
T0047031,P07,1,24000,24000
T0047032,P01,2,22000,44000
T0047032,P06,1,28000,28000
T0047033,P04,1,25000,25000
T0047034,P03,1,25000,25000
T0047035,P02,1,18000,18000
T0047036,P02,2,18000,36000
T0047037,P01,1,22000,22000
T0047038,P03,1,25000,25000
T0047039,P05,1,15000,15000
T0047039,P01,1,22000,22000
T0047040,P02,1,18000,18000
T0047040,P06,1,28000,28000
T0047041,P02,1,18000,18000
T0047042,P04,2,25000,50000
T0047043,P02,1,18000,18000
T0047044,P13,1,12000,12000
T0047045,P10,1,20000,20000
T0047046,P06,1,28000,28000
T0047047,P11,2,35000,70000
T0047048,P11,1,35000,35000
T0047048,P02,1,18000,18000
T0047048,P03,1,25000,25000
T0047049,P05,1,15000,15000
T0047049,P04,2,25000,50000
T0047049,P07,1,24000,24000
T0047049,P01,1,22000,22000
T0047050,P02,2,18000,36000
T0047051,P08,1,18000,18000
T0047052,P07,1,24000,24000
T0047052,P02,1,18000,18000
T0047052,P01,1,22000,22000
T0047053,P03,1,25000,25000
T0047053,P04,1,25000,25000
T0047053,P01,1,22000,22000
T0047053,P07,2,24000,48000
T0047054,P07,1,24000,24000
T0047055,P05,1,15000,15000
T0047055,P02,1,18000,18000
T0047056,P08,1,18000,18000
T0047057,P02,1,18000,18000
T0047057,P05,1,15000,15000
T0047057,P07,1,24000,24000
T0047058,P12,1,14000,14000
T0047059,P03,1,25000,25000
T0047059,P05,1,15000,15000
T0047060,P01,2,22000,44000
T0047060,P04,1,25000,25000
T0047061,P07,1,24000,24000
T0047061,P05,3,15000,45000
T0047061,P08,1,18000,18000
T0047061,P04,1,25000,25000
T0047062,P08,1,18000,18000
T0047062,P06,1,28000,28000
T0047063,P03,1,25000,25000
T0047063,P07,2,24000,48000
T0047064,P03,1,25000,25000
T0047064,P13,1,12000,12000
T0047065,P03,1,25000,25000
T0047065,P11,1,35000,35000
T0047066,P12,1,14000,14000
T0047066,P09,1,15000,15000
T0047067,P09,3,15000,45000
T0047068,P08,1,18000,18000
T0047068,P11,1,35000,35000
T0047069,P06,1,28000,28000
T0047069,P08,1,18000,18000
T0047069,P03,1,25000,25000
T0047070,P04,1,25000,25000
T0047071,P09,1,15000,15000
T0047072,P05,1,15000,15000
T0047072,P06,1,28000,28000
T0047073,P10,2,20000,40000
T0047073,P03,2,25000,50000
T0047074,P02,2,18000,36000
T0047074,P01,1,22000,22000
T0047075,P06,1,28000,28000
T0047075,P01,1,22000,22000
T0047076,P06,1,28000,28000
T0047076,P04,1,25000,25000
T0047077,P07,1,24000,24000
T0047078,P01,1,22000,22000
T0047078,P06,3,28000,84000
T0047079,P08,2,18000,36000
T0047080,P02,2,18000,36000
T0047080,P03,1,25000,25000
T0047080,P05,1,15000,15000
T0047081,P06,1,28000,28000
T0047081,P05,1,15000,15000
T0047082,P06,1,28000,28000
T0047082,P08,1,18000,18000
T0047083,P05,1,15000,15000
T0047083,P03,3,25000,75000
T0047083,P04,2,25000,50000
T0047084,P04,2,25000,50000
T0047085,P03,1,25000,25000
T0047085,P07,1,24000,24000
T0047086,P05,1,15000,15000
T0047086,P02,1,18000,18000
T0047086,P03,1,25000,25000
T0047086,P04,1,25000,25000
T0047087,P09,1,15000,15000
T0047087,P06,2,28000,56000
T0047088,P03,1,25000,25000
T0047088,P04,1,25000,25000
T0047088,P05,1,15000,15000
T0047089,P12,1,14000,14000
T0047089,P01,2,22000,44000
T0047090,P03,1,25000,25000
T0047090,P08,1,18000,18000
T0047090,P09,1,15000,15000
T0047091,P05,1,15000,15000
T0047092,P07,1,24000,24000
T0047093,P02,1,18000,18000
T0047094,P09,1,15000,15000
T0047094,P04,1,25000,25000
T0047095,P11,1,35000,35000
T0047096,P13,1,12000,12000
T0047097,P04,1,25000,25000
T0047097,P01,1,22000,22000
T0047097,P10,1,20000,20000
T0047098,P03,1,25000,25000
T0047099,P12,1,14000,14000
T0047100,P05,1,15000,15000
T0047101,P02,2,18000,36000
T0047102,P08,1,18000,18000
T0047102,P06,2,28000,56000
T0047103,P07,2,24000,48000
T0047104,P02,2,18000,36000
T0047104,P03,1,25000,25000
T0047105,P09,2,15000,30000
T0047106,P04,1,25000,25000
T0047106,P01,1,22000,22000
T0047107,P01,1,22000,22000
T0047108,P06,1,28000,28000
T0047109,P05,1,15000,15000
T0047110,P07,1,24000,24000
T0047110,P03,3,25000,75000
T0047111,P03,1,25000,25000
T0047111,P01,1,22000,22000
T0047111,P06,1,28000,28000
T0047112,P08,2,18000,36000
T0047112,P04,1,25000,25000
T0047113,P01,1,22000,22000
T0047114,P03,1,25000,25000
T0047115,P06,1,28000,28000
T0047116,P05,1,15000,15000
T0047116,P06,1,28000,28000
T0047117,P13,1,12000,12000
T0047117,P06,2,28000,56000
T0047117,P02,1,18000,18000
T0047118,P10,1,20000,20000
T0047118,P01,1,22000,22000
T0047118,P04,1,25000,25000
T0047119,P05,1,15000,15000
T0047119,P12,1,14000,14000
T0047119,P11,1,35000,35000
T0047120,P10,1,20000,20000
T0047120,P01,1,22000,22000
T0047121,P01,3,22000,66000
T0047122,P06,3,28000,84000
T0047122,P01,1,22000,22000
T0047123,P03,1,25000,25000
T0047124,P03,1,25000,25000
T0047124,P07,1,24000,24000
T0047125,P08,1,18000,18000
T0047126,P07,1,24000,24000
T0047127,P01,1,22000,22000
T0047127,P04,1,25000,25000
T0047128,P10,1,20000,20000
T0047128,P02,1,18000,18000
T0047128,P05,1,15000,15000
T0047129,P05,2,15000,30000
T0047129,P07,1,24000,24000
T0047129,P04,1,25000,25000
T0047130,P07,3,24000,72000
T0047131,P07,1,24000,24000
T0047132,P13,1,12000,12000
T0047133,P11,2,35000,70000
T0047133,P08,1,18000,18000
T0047134,P01,2,22000,44000
T0047135,P10,1,20000,20000
T0047136,P02,1,18000,18000
T0047136,P10,1,20000,20000
T0047137,P05,1,15000,15000
T0047138,P12,1,14000,14000
T0047139,P13,1,12000,12000
T0047140,P13,1,12000,12000
T0047140,P03,1,25000,25000
T0047140,P02,1,18000,18000
T0047141,P06,1,28000,28000
T0047141,P08,1,18000,18000
T0047141,P04,2,25000,50000
T0047142,P12,3,14000,42000
T0047142,P08,2,18000,36000
T0047143,P01,1,22000,22000
T0047143,P13,2,12000,24000
T0047143,P06,1,28000,28000
T0047144,P06,2,28000,56000
T0047145,P09,1,15000,15000
T0047145,P06,2,28000,56000
T0047146,P02,1,18000,18000
T0047147,P12,2,14000,28000
T0047147,P07,1,24000,24000
T0047148,P05,1,15000,15000
T0047149,P04,3,25000,75000
T0047150,P03,1,25000,25000
T0047150,P05,1,15000,15000
T0047150,P07,2,24000,48000
T0047150,P06,1,28000,28000
T0047151,P05,2,15000,30000
T0047151,P04,1,25000,25000
T0047152,P06,1,28000,28000
T0047153,P02,1,18000,18000
T0047153,P07,1,24000,24000
T0047153,P12,1,14000,14000
T0047153,P10,2,20000,40000
T0047154,P03,1,25000,25000
T0047154,P01,1,22000,22000
T0047155,P03,2,25000,50000
T0047155,P05,3,15000,45000
T0047155,P06,1,28000,28000
T0047155,P11,1,35000,35000
T0047156,P02,1,18000,18000
T0047157,P07,1,24000,24000
T0047158,P09,1,15000,15000
T0047159,P01,1,22000,22000
T0047159,P04,1,25000,25000
T0047160,P04,1,25000,25000
T0047161,P07,2,24000,48000
T0047161,P01,1,22000,22000
T0047162,P06,1,28000,28000
T0047163,P09,1,15000,15000
T0047164,P04,1,25000,25000
T0047164,P06,3,28000,84000
T0047164,P01,1,22000,22000
T0047165,P08,1,18000,18000
T0047165,P07,1,24000,24000
T0047166,P05,1,15000,15000
T0047166,P04,1,25000,25000
T0047167,P02,2,18000,36000
T0047168,P08,1,18000,18000
T0047169,P12,1,14000,14000
T0047169,P11,2,35000,70000
T0047169,P07,1,24000,24000
T0047169,P05,1,15000,15000
T0047170,P07,1,24000,24000
T0047171,P06,1,28000,28000
T0047171,P02,1,18000,18000
T0047172,P01,1,22000,22000
T0047172,P08,1,18000,18000
T0047173,P01,1,22000,22000
T0047174,P05,1,15000,15000
T0047175,P04,1,25000,25000
T0047176,P09,2,15000,30000
T0047177,P04,1,25000,25000
T0047178,P11,1,35000,35000
T0047179,P01,1,22000,22000
T0047179,P12,1,14000,14000
T0047180,P02,1,18000,18000
T0047180,P11,1,35000,35000
T0047181,P09,1,15000,15000
T0047182,P03,1,25000,25000
T0047182,P06,2,28000,56000
T0047182,P07,3,24000,72000
T0047183,P04,1,25000,25000
T0047183,P13,1,12000,12000
T0047184,P02,1,18000,18000
T0047184,P07,2,24000,48000
T0047184,P06,1,28000,28000
T0047185,P02,1,18000,18000
T0047186,P02,1,18000,18000
T0047187,P11,2,35000,70000
T0047187,P07,2,24000,48000
T0047188,P02,1,18000,18000
T0047189,P01,1,22000,22000
T0047190,P06,1,28000,28000
T0047191,P06,1,28000,28000
T0047192,P01,1,22000,22000
T0047192,P07,1,24000,24000
T0047193,P03,1,25000,25000
T0047193,P13,1,12000,12000
T0047194,P03,1,25000,25000
T0047194,P06,1,28000,28000
T0047195,P03,2,25000,50000
T0047195,P13,2,12000,24000
T0047196,P04,2,25000,50000
T0047197,P06,1,28000,28000
T0047198,P02,1,18000,18000
T0047198,P01,2,22000,44000
T0047199,P04,2,25000,50000
T0047200,P05,3,15000,45000
T0047200,P08,3,18000,54000
T0047201,P02,1,18000,18000
T0047202,P05,1,15000,15000
T0047202,P02,1,18000,18000
T0047203,P07,1,24000,24000
