sumur_id,tanggal,oil_bopd,gas_mscfd,water_bwpd,watercut,berproduksi
CDN-003,2024-02-04,276.87,223.51,83.78,0.2196,1
CDN-003,2024-02-05,277.97,224.49,75.92,0.2203,1
CDN-003,2024-02-06,267.64,206.25,79.01,0.221,1
CDN-003,2024-02-07,288.3,224.57,85.92,0.2217,1
CDN-003,2024-02-08,259.49,188.5,68.61,0.2224,1
CDN-003,2024-02-09,292.16,208.85,73.55,0.223,1
CDN-003,2024-02-10,281.76,225.18,79.61,0.2237,1
CDN-003,2024-02-11,277.97,229.13,82.07,0.2244,1
CDN-003,2024-02-12,307.87,235.99,89.29,0.2251,1
CDN-003,2024-02-13,259.56,214.03,77.61,0.2258,1
CDN-003,2024-02-14,305.48,241.49,82.75,0.2265,1
CDN-003,2024-02-15,280.1,218.24,86.82,0.2272,1
CDN-003,2024-02-16,274.63,213.97,82.48,0.2278,1
CDN-003,2024-02-17,291.03,219.86,88.11,0.2285,1
CDN-003,2024-02-18,291.76,226.4,83.51,0.2292,1
CDN-003,2024-02-19,279.27,229.9,82.21,0.2299,1
CDN-003,2024-02-20,315.83,240.09,92.15,0.2306,1
CDN-003,2024-02-21,267.12,221.38,75.93,0.2313,1
CDN-003,2024-02-22,267.63,198.52,84.29,0.2319,1
CDN-003,2024-02-23,311.04,258.99,88.56,0.2326,1
CDN-003,2024-02-24,283.27,217.84,83.38,0.2333,1
CDN-003,2024-02-25,304.43,244.07,82.63,0.234,1
CDN-003,2024-02-26,272.62,214.13,80.11,0.2347,1
CDN-003,2024-02-27,292.41,240.17,84.36,0.2354,1
CDN-003,2024-02-28,268.94,212.04,68.96,0.236,1
CDN-003,2024-02-29,287.17,233.37,95.62,0.2367,1
CDN-003,2024-03-01,287.51,232.52,90.19,0.2374,1
CDN-003,2024-03-02,277.76,228.75,87.31,0.2381,1
CDN-003,2024-03-03,244.52,189.54,74.85,0.2388,1
CDN-003,2024-03-04,256.86,214.57,90.01,0.2395,1
CDN-003,2024-03-05,296.34,228.17,98.37,0.2401,1
CDN-003,2024-03-06,283.63,223.78,94.19,0.2408,1
CDN-003,2024-03-07,267.42,202.69,86.31,0.2415,1
CDN-003,2024-03-08,275.59,217.11,89.17,0.2422,1
CDN-003,2024-03-09,291.56,221.18,96.16,0.2429,1
CDN-003,2024-03-10,275.43,218.2,80.82,0.2436,1
CDN-003,2024-03-11,282.55,228.34,92.01,0.2443,1
CDN-003,2024-03-12,265.6,227.13,77.84,0.2449,1
CDN-003,2024-03-13,266.3,215.71,90.06,0.2456,1
CDN-003,2024-03-14,307.25,243.63,104.26,0.2463,1
CDN-003,2024-03-15,258.65,220.69,88.66,0.247,1
CDN-003,2024-03-16,283.88,219.79,94.22,0.2477,1
CDN-003,2024-03-17,314.57,240.69,112.44,0.2484,1
CDN-003,2024-03-18,265.66,221.5,85.43,0.249,1
CDN-003,2024-03-19,315.77,249.7,88.95,0.2497,1
CDN-003,2024-03-20,249.56,186.8,82.92,0.2504,1
CDN-003,2024-03-21,311.71,252.68,104.67,0.2511,1
CDN-003,2024-03-22,302.08,250.78,94.49,0.2518,1
CDN-003,2024-03-23,249.49,192.09,87.25,0.2525,1
CDN-003,2024-03-24,277.84,212.34,85.47,0.2531,1
CDN-003,2024-03-25,270.47,207.72,84.42,0.2538,1
CDN-003,2024-03-26,269.74,204.77,98.27,0.2545,1
CDN-003,2024-03-27,258.92,207.46,93.36,0.2552,1
CDN-003,2024-03-28,272.3,225.33,88.53,0.2559,1
CDN-003,2024-03-29,279.82,218.13,98.48,0.2566,1
CDN-003,2024-03-30,287.18,228.04,102.21,0.2572,1
CDN-003,2024-03-31,299.28,246.76,109.56,0.2579,1
CDN-003,2024-04-01,262.08,204.74,94.93,0.2586,1
CDN-003,2024-04-02,303.64,257.3,103.24,0.2593,1
CDN-003,2024-04-03,288.18,222.38,106.79,0.26,1
CDN-003,2024-04-04,280.72,231.97,98.06,0.2607,1
CDN-003,2024-04-05,256.73,201.88,87.79,0.2614,1
CDN-003,2024-04-06,269.28,203.72,95.53,0.262,1
CDN-003,2024-04-07,287.87,240.33,105.66,0.2627,1
CDN-003,2024-04-08,291.27,233.93,96.63,0.2634,1
CDN-003,2024-04-09,293.09,256.18,104.9,0.2641,1
CDN-003,2024-04-10,291.85,241.13,107.08,0.2648,1
CDN-003,2024-04-11,254.74,204.38,85.6,0.2655,1
CDN-003,2024-04-12,289.84,230.73,112.53,0.2661,1
CDN-003,2024-04-13,258.29,207.21,103.56,0.2668,1
CDN-003,2024-04-14,293.48,224.61,100.28,0.2675,1
CDN-003,2024-04-15,254.54,191.86,85.27,0.2682,1
CDN-003,2024-04-16,274.73,212.89,99.65,0.2689,1
CDN-003,2024-04-17,284.57,234.21,110.92,0.2696,1
CDN-003,2024-04-18,253.68,193.21,92.35,0.2702,1
CDN-003,2024-04-19,298.08,233.58,102.13,0.2709,1
CDN-003,2024-04-20,291.39,222.9,109.09,0.2716,1
CDN-003,2024-04-21,283.59,202.44,104.11,0.2723,1
CDN-003,2024-04-22,271.27,218.77,106.12,0.273,1
CDN-003,2024-04-23,294.85,228.3,113.05,0.2737,1
CDN-003,2024-04-24,252.36,209.25,96.19,0.2743,1
CDN-003,2024-04-25,262.54,218.26,100.54,0.275,1
CDN-003,2024-04-26,263.75,198.52,95.98,0.2757,1
CDN-003,2024-04-27,284.74,224.31,106.29,0.2764,1
CDN-003,2024-04-28,283.64,219.9,105.1,0.2771,1
CDN-003,2024-04-29,266.39,218.73,99.32,0.2778,1
CDN-003,2024-04-30,251.41,191.99,105.01,0.2785,1
CDN-003,2024-05-01,264.98,199.67,101.75,0.2791,1
CDN-003,2024-05-02,262.77,200.23,92.71,0.2798,1
CDN-003,2024-05-03,273.15,207.68,111.87,0.2805,1
CDN-003,2024-05-04,253.43,215.01,108.16,0.2812,1
CDN-003,2024-05-05,257.99,180.46,100.38,0.2819,1
CDN-003,2024-05-06,270.65,218.79,116.67,0.2826,1
CDN-003,2024-05-07,281.27,211.75,109.49,0.2832,1
CDN-003,2024-05-08,258.04,193.57,92.68,0.2839,1
CDN-003,2024-05-09,270.2,216.99,111.22,0.2846,1
CDN-003,2024-05-10,268.77,207.13,101.62,0.2853,1
CDN-003,2024-05-11,265.43,203.05,108.87,0.286,1
CDN-003,2024-05-12,278.93,231.71,114.43,0.2867,1
CDN-003,2024-05-13,276.89,218.29,112.07,0.2873,1
CDN-003,2024-05-14,260.14,204.65,103.19,0.288,1
CDN-003,2024-05-15,291.33,224.2,120.8,0.2887,1
CDN-003,2024-05-16,247.85,193.81,99.68,0.2894,1
CDN-003,2024-05-17,279.79,226.16,107.0,0.2901,1
CDN-003,2024-05-18,280.85,222.06,105.1,0.2908,1
CDN-003,2024-05-19,280.96,229.99,128.88,0.2914,1
CDN-003,2024-05-20,294.97,233.8,116.38,0.2921,1
CDN-003,2024-05-21,275.49,199.6,126.25,0.2928,1
CDN-003,2024-05-22,252.78,194.27,93.33,0.2935,1
CDN-003,2024-05-23,274.03,230.55,103.42,0.2942,1
CDN-003,2024-05-24,282.12,220.43,117.56,0.2949,1
CDN-003,2024-05-25,285.14,218.06,106.21,0.2956,1
CDN-003,2024-05-26,255.29,213.44,101.48,0.2962,1
CDN-003,2024-05-27,269.72,214.8,111.44,0.2969,1
CDN-003,2024-05-28,267.2,225.88,110.08,0.2976,1
CDN-003,2024-05-29,239.81,189.67,112.02,0.2983,1
CDN-003,2024-05-30,270.44,228.54,112.51,0.299,1
CDN-003,2024-05-31,277.65,210.54,96.56,0.2997,1
CDN-003,2024-06-01,267.81,214.49,106.04,0.3003,1
CDN-003,2024-06-02,276.88,202.46,118.53,0.301,1
CDN-003,2024-06-03,289.04,228.88,121.95,0.3017,1
CDN-003,2024-06-04,251.44,198.05,109.4,0.3024,1
CDN-003,2024-06-05,249.09,197.24,100.39,0.3031,1
CDN-003,2024-06-06,269.1,199.72,119.98,0.3038,1
CDN-003,2024-06-07,275.1,219.88,128.4,0.3044,1
CDN-003,2024-06-08,247.81,193.78,113.65,0.3051,1
CDN-003,2024-06-09,252.32,208.33,111.66,0.3058,1
CDN-003,2024-06-10,250.63,206.51,105.01,0.3065,1
CDN-003,2024-06-11,272.74,216.51,128.79,0.3072,1
CDN-003,2024-06-12,257.15,209.47,128.2,0.3079,1
CDN-003,2024-06-13,248.48,203.85,104.57,0.3085,1
CDN-003,2024-06-14,271.84,214.72,121.53,0.3092,1
CDN-003,2024-06-15,268.84,202.97,122.5,0.3099,1
CDN-003,2024-06-16,264.27,200.39,117.71,0.3106,1
CDN-003,2024-06-17,280.8,222.07,115.77,0.3113,1
CDN-003,2024-06-18,279.22,220.88,125.63,0.312,1
CDN-003,2024-06-19,254.02,192.54,113.66,0.3127,1
CDN-003,2024-06-20,265.98,193.53,130.42,0.3133,1
CDN-003,2024-06-21,253.64,199.14,121.1,0.314,1
CDN-003,2024-06-22,256.54,210.88,120.38,0.3147,1
CDN-003,2024-06-23,256.26,199.65,118.53,0.3154,1
CDN-003,2024-06-24,268.6,209.41,122.09,0.3161,1
CDN-003,2024-06-25,249.0,178.04,117.88,0.3168,1
CDN-003,2024-06-26,270.27,209.35,133.34,0.3174,1
CDN-003,2024-06-27,263.6,208.35,117.07,0.3181,1
CDN-003,2024-06-28,278.32,226.8,140.22,0.3188,1
CDN-003,2024-06-29,273.81,217.82,133.82,0.3195,1
CDN-003,2024-06-30,248.44,196.97,114.34,0.3202,1
CDN-003,2024-07-01,250.37,201.73,121.95,0.3209,1
CDN-003,2024-07-02,260.35,208.96,135.68,0.3215,1
CDN-003,2024-07-03,273.96,219.8,137.27,0.3222,1
CDN-003,2024-07-04,265.93,198.13,113.36,0.3229,1
CDN-003,2024-07-05,265.52,202.56,127.63,0.3236,1
CDN-003,2024-07-06,241.64,182.03,102.82,0.3243,1
CDN-003,2024-07-07,280.11,208.78,125.41,0.325,1
CDN-003,2024-07-08,255.94,201.33,113.47,0.3256,1
CDN-003,2024-07-09,272.05,221.47,141.8,0.3263,1
CDN-003,2024-07-10,233.87,181.52,113.96,0.327,1
CDN-003,2024-07-11,273.54,219.76,126.79,0.3277,1
CDN-003,2024-07-12,243.08,196.86,119.66,0.3284,1
CDN-003,2024-07-13,273.33,221.82,139.28,0.3291,1
CDN-003,2024-07-14,274.64,226.35,133.21,0.3298,1
CDN-003,2024-07-15,248.2,209.17,117.86,0.3304,1
CDN-003,2024-07-16,241.97,195.84,117.96,0.3311,1
CDN-003,2024-07-17,245.63,194.65,114.92,0.3318,1
CDN-003,2024-07-18,264.22,210.62,121.68,0.3325,1
CDN-003,2024-07-19,271.2,224.35,154.7,0.3332,1
CDN-003,2024-07-20,261.01,181.21,124.39,0.3339,1
CDN-003,2024-07-21,250.66,192.99,129.79,0.3345,1
CDN-003,2024-07-22,257.98,206.37,136.34,0.3352,1
CDN-003,2024-07-23,274.85,213.63,144.12,0.3359,1
CDN-003,2024-07-24,276.24,216.82,142.41,0.3366,1
CDN-003,2024-07-25,265.17,212.67,141.81,0.3373,1
CDN-003,2024-07-26,238.1,182.11,128.53,0.338,1
CDN-003,2024-07-27,261.42,215.19,127.36,0.3386,1
CDN-003,2024-07-28,236.13,192.86,108.27,0.3393,1
CDN-003,2024-07-29,241.19,192.25,127.08,0.34,1
CDN-003,2024-07-30,253.57,213.29,118.27,0.3407,1
CDN-003,2024-07-31,265.28,215.97,144.77,0.3414,1
CDN-003,2024-08-01,258.4,203.28,131.83,0.3421,1
CDN-003,2024-08-02,266.79,223.21,149.21,0.3427,1
CDN-003,2024-08-03,254.81,212.19,137.27,0.3434,1
CDN-003,2024-08-04,252.33,196.2,139.31,0.3441,1
CDN-003,2024-08-05,0.0,0.0,0.0,0.3448,0
CDN-003,2024-08-06,0.0,0.0,0.0,0.3455,0
CDN-003,2024-08-07,0.0,0.0,0.0,0.3462,0
CDN-003,2024-08-08,0.0,0.0,0.0,0.3469,0
CDN-003,2024-08-09,0.0,0.0,0.0,0.3475,0
CDN-003,2024-08-10,0.0,0.0,0.0,0.3482,0
CDN-003,2024-08-11,0.0,0.0,0.0,0.3489,0
CDN-003,2024-08-12,0.0,0.0,0.0,0.3496,0
CDN-003,2024-08-13,0.0,0.0,0.0,0.3503,0
CDN-003,2024-08-14,0.0,0.0,0.0,0.351,0
CDN-003,2024-08-15,0.0,0.0,0.0,0.3516,0
CDN-003,2024-08-16,0.0,0.0,0.0,0.3523,0
CDN-003,2024-08-17,0.0,0.0,0.0,0.353,0
CDN-003,2024-08-18,0.0,0.0,0.0,0.3537,0
CDN-003,2024-08-19,362.31,273.09,204.09,0.3544,1
CDN-003,2024-08-20,392.56,297.03,209.25,0.3551,1
CDN-003,2024-08-21,385.31,307.44,221.47,0.3557,1
CDN-003,2024-08-22,376.98,298.72,184.12,0.3564,1
CDN-003,2024-08-23,356.88,290.63,223.37,0.3571,1
CDN-003,2024-08-24,372.29,300.26,198.41,0.3578,1
CDN-003,2024-08-25,394.91,310.85,222.31,0.3585,1
CDN-003,2024-08-26,380.94,302.46,214.91,0.3592,1
CDN-003,2024-08-27,369.68,295.35,226.8,0.3598,1
CDN-003,2024-08-28,356.59,275.78,201.56,0.3605,1
CDN-003,2024-08-29,360.06,269.95,209.28,0.3612,1
CDN-003,2024-08-30,389.92,313.01,221.57,0.3619,1
CDN-003,2024-08-31,348.91,280.43,200.74,0.3626,1
CDN-003,2024-09-01,406.38,330.74,222.71,0.3633,1
CDN-003,2024-09-02,375.68,299.11,201.64,0.364,1
CDN-003,2024-09-03,360.59,282.26,205.69,0.3646,1
CDN-003,2024-09-04,392.69,316.42,210.2,0.3653,1
CDN-003,2024-09-05,372.21,297.61,214.93,0.366,1
CDN-003,2024-09-06,347.19,278.15,201.32,0.3667,1
CDN-003,2024-09-07,349.58,296.06,220.64,0.3674,1
CDN-003,2024-09-08,382.85,314.4,218.09,0.3681,1
CDN-003,2024-09-09,352.64,281.09,200.62,0.3687,1
CDN-003,2024-09-10,401.03,316.6,223.75,0.3694,1
CDN-003,2024-09-11,321.05,245.31,192.8,0.3701,1
CDN-003,2024-09-12,356.68,271.41,206.87,0.3708,1
CDN-003,2024-09-13,337.1,262.15,197.37,0.3715,1
CDN-003,2024-09-14,352.82,289.8,212.01,0.3722,1
CDN-003,2024-09-15,354.24,275.0,215.38,0.3728,1
CDN-003,2024-09-16,321.88,235.37,193.44,0.3735,1
CDN-003,2024-09-17,367.76,293.6,216.57,0.3742,1
CDN-003,2024-09-18,367.51,290.77,226.69,0.3749,1
CDN-003,2024-09-19,351.19,269.51,217.95,0.3756,1
CDN-003,2024-09-20,341.75,264.49,192.26,0.3763,1
CDN-003,2024-09-21,398.85,321.02,260.87,0.3769,1
CDN-003,2024-09-22,373.55,282.03,247.15,0.3776,1
CDN-003,2024-09-23,334.24,255.47,190.84,0.3783,1
CDN-003,2024-09-24,335.31,274.06,202.94,0.379,1
CDN-003,2024-09-25,0.0,0.0,0.0,0.3797,0
CDN-003,2024-09-26,366.77,290.89,214.94,0.3804,1
CDN-003,2024-09-27,376.57,284.93,239.34,0.3811,1
CDN-003,2024-09-28,356.73,275.03,209.95,0.3817,1
CDN-003,2024-09-29,342.51,273.94,220.08,0.3824,1
CDN-003,2024-09-30,365.74,292.31,228.49,0.3831,1
CDN-003,2024-10-01,343.57,266.82,215.29,0.3838,1
CDN-003,2024-10-02,373.93,296.37,232.1,0.3845,1
CDN-003,2024-10-03,376.43,305.07,219.86,0.3852,1
CDN-003,2024-10-04,369.72,298.95,228.16,0.3858,1
CDN-003,2024-10-05,351.26,275.46,218.25,0.3865,1
CDN-003,2024-10-06,328.29,264.06,199.99,0.3872,1
CDN-003,2024-10-07,351.33,282.38,225.37,0.3879,1
CDN-003,2024-10-08,353.49,294.66,197.95,0.3886,1
CDN-003,2024-10-09,369.75,290.73,210.13,0.3893,1
CDN-003,2024-10-10,356.37,302.52,227.82,0.3899,1
CDN-003,2024-10-11,352.57,271.88,224.19,0.3906,1
CDN-003,2024-10-12,362.15,314.09,246.2,0.3913,1
CDN-003,2024-10-13,340.84,267.66,206.07,0.392,1
CDN-003,2024-10-14,330.61,258.25,213.4,0.3927,1
CDN-003,2024-10-15,364.48,298.67,211.68,0.3934,1
CDN-003,2024-10-16,334.28,254.68,235.49,0.394,1
CDN-003,2024-10-17,338.35,262.32,219.77,0.3947,1
CDN-003,2024-10-18,373.49,300.56,252.27,0.3954,1
CDN-003,2024-10-19,366.59,271.4,244.49,0.3961,1
CDN-003,2024-10-20,325.05,259.66,210.79,0.3968,1
CDN-003,2024-10-21,320.12,258.48,205.31,0.3975,1
CDN-003,2024-10-22,353.34,275.48,194.96,0.3982,1
CDN-003,2024-10-23,344.8,274.05,233.57,0.3988,1
CDN-003,2024-10-24,339.65,266.01,201.67,0.3995,1
CDN-003,2024-10-25,372.95,297.7,255.67,0.4002,1
CDN-003,2024-10-26,316.03,258.24,206.09,0.4009,1
CDN-003,2024-10-27,365.3,263.69,243.6,0.4016,1
CDN-003,2024-10-28,367.08,300.4,236.65,0.4023,1
CDN-003,2024-10-29,324.72,235.44,221.21,0.4029,1
CDN-003,2024-10-30,376.26,290.72,266.12,0.4036,1
CDN-003,2024-10-31,339.55,265.66,217.52,0.4043,1
CDN-003,2024-11-01,333.34,267.19,227.24,0.405,1
CDN-003,2024-11-02,318.54,241.81,245.25,0.4057,1
CDN-003,2024-11-03,332.62,267.16,234.26,0.4064,1
CDN-003,2024-11-04,322.4,255.39,227.54,0.407,1
CDN-003,2024-11-05,320.68,246.55,206.94,0.4077,1
CDN-003,2024-11-06,352.43,285.48,227.64,0.4084,1
CDN-003,2024-11-07,339.68,258.75,243.2,0.4091,1
CDN-003,2024-11-08,345.42,266.93,234.49,0.4098,1
CDN-003,2024-11-09,325.66,258.83,213.71,0.4105,1
CDN-003,2024-11-10,345.67,259.97,213.47,0.4111,1
CDN-003,2024-11-11,362.13,268.63,261.84,0.4118,1
CDN-003,2024-11-12,332.12,241.52,250.18,0.4125,1
CDN-003,2024-11-13,353.9,266.75,254.08,0.4132,1
CDN-003,2024-11-14,327.91,255.68,233.22,0.4139,1
CDN-003,2024-11-15,320.36,251.61,217.16,0.4146,1
CDN-003,2024-11-16,312.03,261.0,222.59,0.4153,1
CDN-003,2024-11-17,353.02,265.31,271.24,0.4159,1
CDN-003,2024-11-18,350.63,266.07,261.45,0.4166,1
CDN-003,2024-11-19,307.64,236.82,206.78,0.4173,1
CDN-003,2024-11-20,294.96,221.82,204.68,0.418,1
CDN-003,2024-11-21,325.58,263.49,241.86,0.4187,1
CDN-003,2024-11-22,328.6,268.54,210.04,0.4194,1
CDN-003,2024-11-23,311.98,249.18,215.53,0.42,1
CDN-003,2024-11-24,304.0,245.53,207.16,0.4207,1
CDN-003,2024-11-25,335.5,243.6,258.27,0.4214,1
CDN-003,2024-11-26,319.83,246.37,256.55,0.4221,1
CDN-003,2024-11-27,338.13,266.68,254.66,0.4228,1
CDN-003,2024-11-28,323.71,261.87,243.85,0.4235,1
CDN-003,2024-11-29,302.3,247.5,227.94,0.4241,1
CDN-003,2024-11-30,316.31,247.49,245.16,0.4248,1
CDN-003,2024-12-01,323.41,251.74,224.66,0.4255,1
CDN-003,2024-12-02,322.45,266.15,266.08,0.4262,1
CDN-003,2024-12-03,323.24,258.58,259.17,0.4269,1
CDN-003,2024-12-04,307.13,260.8,232.86,0.4276,1
CDN-003,2024-12-05,316.81,249.71,228.26,0.4282,1
CDN-003,2024-12-06,319.04,270.47,247.45,0.4289,1
CDN-003,2024-12-07,334.92,270.49,271.97,0.4296,1
CDN-003,2024-12-08,330.14,266.07,230.87,0.4303,1
CDN-003,2024-12-09,320.08,226.68,255.66,0.431,1
CDN-003,2024-12-10,329.17,261.69,252.03,0.4317,1
CDN-003,2024-12-11,314.45,250.91,224.34,0.4324,1
CDN-003,2024-12-12,289.63,213.1,206.92,0.433,1
CDN-003,2024-12-13,335.9,257.49,286.56,0.4337,1
CDN-003,2024-12-14,321.62,257.67,215.72,0.4344,1
CDN-003,2024-12-15,327.16,251.09,227.13,0.4351,1
CDN-003,2024-12-16,295.11,220.92,222.19,0.4358,1
CDN-003,2024-12-17,305.28,237.64,224.2,0.4365,1
CDN-003,2024-12-18,307.75,257.42,237.34,0.4371,1
CDN-003,2024-12-19,293.18,250.03,228.12,0.4378,1
CDN-003,2024-12-20,314.76,243.07,264.83,0.4385,1
CDN-003,2024-12-21,287.93,227.35,231.36,0.4392,1
CDN-003,2024-12-22,291.47,218.01,253.21,0.4399,1
CDN-003,2024-12-23,292.7,233.97,212.0,0.4406,1
CDN-003,2024-12-24,315.59,256.76,242.32,0.4412,1
CDN-003,2024-12-25,330.3,247.11,247.56,0.4419,1
CDN-003,2024-12-26,310.82,241.28,236.24,0.4426,1
CDN-003,2024-12-27,306.89,259.03,265.74,0.4433,1
CDN-003,2024-12-28,320.88,262.81,260.2,0.444,1
CDN-003,2024-12-29,316.92,247.84,245.26,0.4447,1
CDN-003,2024-12-30,310.12,223.63,266.13,0.4453,1
CDN-003,2024-12-31,304.66,233.18,244.25,0.446,1
CDN-003,2025-01-01,285.54,216.01,231.92,0.4467,1
CDN-003,2025-01-02,315.12,243.31,257.08,0.4474,1
CDN-003,2025-01-03,308.73,247.46,242.38,0.4481,1
CDN-003,2025-01-04,291.12,225.56,228.19,0.4488,1
CDN-003,2025-01-05,310.21,258.56,251.26,0.4495,1
CDN-003,2025-01-06,288.43,237.53,240.55,0.4501,1
CDN-003,2025-01-07,313.31,246.61,259.2,0.4508,1
CDN-003,2025-01-08,310.46,239.35,229.76,0.4515,1
CDN-003,2025-01-09,297.93,223.24,272.39,0.4522,1
CDN-003,2025-01-10,298.65,235.38,253.44,0.4529,1
CDN-003,2025-01-11,301.82,235.6,236.42,0.4536,1
CDN-003,2025-01-12,311.68,235.22,251.98,0.4542,1
CDN-003,2025-01-13,305.23,241.63,246.73,0.4549,1
CDN-003,2025-01-14,312.14,256.93,251.98,0.4556,1
CDN-003,2025-01-15,283.68,241.41,238.64,0.4563,1
CDN-003,2025-01-16,296.73,226.16,252.21,0.457,1
CDN-003,2025-01-17,282.88,209.7,224.92,0.4577,1
CDN-003,2025-01-18,310.42,259.59,234.77,0.4583,1
CDN-003,2025-01-19,316.54,256.79,294.48,0.459,1
CDN-003,2025-01-20,258.98,194.82,215.81,0.4597,1
CDN-003,2025-01-21,294.83,229.73,248.95,0.4604,1
CDN-003,2025-01-22,282.3,225.91,215.88,0.4611,1
CDN-003,2025-01-23,293.83,225.67,250.22,0.4618,1
CDN-003,2025-01-24,287.54,225.22,264.06,0.4624,1
CDN-003,2025-01-25,294.5,226.16,266.69,0.4631,1
CDN-003,2025-01-26,288.3,222.66,259.97,0.4638,1
CDN-003,2025-01-27,279.87,221.94,224.01,0.4645,1
CDN-003,2025-01-28,314.7,238.58,251.31,0.4652,1
CDN-003,2025-01-29,310.71,244.34,301.34,0.4659,1
CDN-003,2025-01-30,313.98,256.73,283.12,0.4666,1
CDN-003,2025-01-31,293.87,232.21,237.85,0.4672,1
CDN-003,2025-02-01,296.93,237.85,266.23,0.4679,1
CDN-003,2025-02-02,304.51,240.2,269.1,0.4686,1
CDN-003,2025-02-03,288.52,221.85,245.33,0.4693,1
CDN-003,2025-02-04,271.96,234.58,252.73,0.47,1
CDN-003,2025-02-05,309.18,239.08,266.88,0.4707,1
CDN-003,2025-02-06,304.82,236.58,256.81,0.4713,1
CDN-003,2025-02-07,274.4,214.49,232.11,0.472,1
CDN-003,2025-02-08,314.0,241.61,290.57,0.4727,1
CDN-003,2025-02-09,291.66,232.9,278.23,0.4734,1
CDN-003,2025-02-10,307.65,246.09,266.38,0.4741,1
CDN-003,2025-02-11,289.51,244.24,246.32,0.4748,1
CDN-003,2025-02-12,289.1,232.15,250.71,0.4754,1
CDN-003,2025-02-13,276.19,220.17,234.25,0.4761,1
CDN-003,2025-02-14,280.28,211.49,257.59,0.4768,1
CDN-003,2025-02-15,316.09,257.51,261.19,0.4775,1
CDN-003,2025-02-16,274.23,214.59,251.34,0.4782,1
CDN-003,2025-02-17,296.69,224.56,265.81,0.4789,1
CDN-003,2025-02-18,282.97,227.59,293.12,0.4795,1
CDN-003,2025-02-19,287.21,224.81,270.61,0.4802,1
CDN-003,2025-02-20,299.61,254.7,277.38,0.4809,1
CDN-003,2025-02-21,288.71,233.28,271.88,0.4816,1
CDN-003,2025-02-22,295.88,245.5,285.56,0.4823,1
CDN-003,2025-02-23,278.36,210.28,259.95,0.483,1
CDN-003,2025-02-24,304.47,247.84,254.26,0.4837,1
CDN-003,2025-02-25,281.62,222.36,249.08,0.4843,1
CDN-003,2025-02-26,310.78,229.08,298.3,0.485,1
CDN-003,2025-02-27,273.9,215.56,239.49,0.4857,1
CDN-003,2025-02-28,307.92,245.3,312.9,0.4864,1
CDN-003,2025-03-01,289.0,225.55,245.9,0.4871,1
CDN-003,2025-03-02,306.93,218.2,273.0,0.4878,1
CDN-003,2025-03-03,296.07,233.42,243.35,0.4884,1
CDN-003,2025-03-04,293.61,226.35,292.51,0.4891,1
CDN-003,2025-03-05,311.18,264.66,311.15,0.4898,1
CDN-003,2025-03-06,276.98,235.46,291.19,0.4905,1
CDN-003,2025-03-07,278.13,212.15,264.52,0.4912,1
CDN-003,2025-03-08,268.32,212.29,254.89,0.4919,1
CDN-003,2025-03-09,278.87,212.44,238.41,0.4925,1
CDN-003,2025-03-10,249.34,210.2,280.29,0.4932,1
CDN-003,2025-03-11,272.05,219.99,274.78,0.4939,1
CDN-003,2025-03-12,280.53,217.29,269.63,0.4946,1
CDN-003,2025-03-13,317.33,261.82,306.42,0.4953,1
CDN-003,2025-03-14,270.86,207.49,241.48,0.496,1
CDN-003,2025-03-15,278.66,230.09,269.88,0.4966,1
CDN-003,2025-03-16,281.43,232.84,280.61,0.4973,1
CDN-003,2025-03-17,274.62,209.26,281.6,0.498,1
CDN-003,2025-03-18,249.11,203.61,255.55,0.4987,1
CDN-003,2025-03-19,266.82,218.55,290.23,0.4994,1
CDN-003,2025-03-20,286.42,239.3,265.42,0.5001,1
CDN-003,2025-03-21,285.73,218.63,275.41,0.5008,1
CDN-003,2025-03-22,302.42,239.1,302.66,0.5014,1
CDN-003,2025-03-23,303.2,254.13,297.3,0.5021,1
CDN-003,2025-03-24,300.74,238.32,276.03,0.5028,1
CDN-003,2025-03-25,293.89,228.49,291.7,0.5035,1
CDN-003,2025-03-26,259.31,214.83,261.17,0.5042,1
CDN-003,2025-03-27,290.46,245.91,286.38,0.5049,1
CDN-003,2025-03-28,279.6,219.87,300.73,0.5055,1
CDN-003,2025-03-29,286.0,216.86,295.63,0.5062,1
CDN-003,2025-03-30,262.75,212.25,267.15,0.5069,1
CDN-003,2025-03-31,289.26,213.08,294.54,0.5076,1
CDN-003,2025-04-01,263.32,199.39,321.44,0.5083,1
CDN-003,2025-04-02,269.18,217.6,275.78,0.509,1
CDN-003,2025-04-03,259.96,207.79,244.23,0.5096,1
CDN-003,2025-04-04,260.87,197.54,271.59,0.5103,1
CDN-003,2025-04-05,291.34,221.11,270.51,0.511,1
CDN-003,2025-04-06,258.62,197.92,244.98,0.5117,1
CDN-003,2025-04-07,259.68,197.27,265.0,0.5124,1
CDN-003,2025-04-08,277.27,210.69,305.54,0.5131,1
CDN-003,2025-04-09,283.11,227.72,290.3,0.5137,1
CDN-003,2025-04-10,270.42,213.88,273.39,0.5144,1
CDN-003,2025-04-11,255.93,203.85,282.63,0.5151,1
CDN-003,2025-04-12,273.59,235.06,300.66,0.5158,1
CDN-003,2025-04-13,236.09,183.2,236.25,0.5165,1
CDN-003,2025-04-14,256.26,212.03,272.22,0.5172,1
CDN-003,2025-04-15,261.54,209.41,251.96,0.5179,1
