periode,lapangan_id,kategori_biaya,jenis,nilai_usd
2024-04,F02,HSE & Environment,OPEX,48112.87
2024-04,F02,G&A Allocation,OPEX,100668.85
2024-04,F02,Workover,OPEX,59616.1
2024-04,F03,Well Services,OPEX,273783.51
2024-04,F03,Facility O&M,OPEX,236977.09
2024-04,F03,Chemicals,OPEX,148812.83
2024-04,F03,Power & Fuel,OPEX,451894.92
2024-04,F03,Transportation,OPEX,170261.17
2024-04,F03,Manpower,OPEX,545771.48
2024-04,F03,HSE & Environment,OPEX,112834.38
2024-04,F03,G&A Allocation,OPEX,247657.98
2024-04,F03,Facility Upgrade,CAPEX,2065444.95
2024-04,F03,Workover,OPEX,141747.73
2024-04,F04,Well Services,OPEX,411432.31
2024-04,F04,Facility O&M,OPEX,474131.44
2024-04,F04,Chemicals,OPEX,187956.26
2024-04,F04,Power & Fuel,OPEX,668945.9
2024-04,F04,Transportation,OPEX,266146.14
2024-04,F04,Manpower,OPEX,711930.67
2024-04,F04,HSE & Environment,OPEX,185879.66
2024-04,F04,G&A Allocation,OPEX,369233.25
2024-04,F04,Workover,OPEX,194274.94
2024-05,F01,Well Services,OPEX,132678.55
2024-05,F01,Facility O&M,OPEX,119201.14
2024-05,F01,Chemicals,OPEX,94401.2
2024-05,F01,Power & Fuel,OPEX,197068.05
2024-05,F01,Transportation,OPEX,117924.58
2024-05,F01,Manpower,OPEX,255597.05
2024-05,F01,HSE & Environment,OPEX,63762.44
2024-05,F01,G&A Allocation,OPEX,110820.88
2024-05,F01,Workover,OPEX,70526.22
2024-05,F02,Well Services,OPEX,92647.06
2024-05,F02,Facility O&M,OPEX,106004.36
2024-05,F02,Chemicals,OPEX,55621.34
2024-05,F02,Power & Fuel,OPEX,186392.75
2024-05,F02,Transportation,OPEX,97719.13
2024-05,F02,Manpower,OPEX,201318.73
2024-05,F02,HSE & Environment,OPEX,54244.24
2024-05,F02,G&A Allocation,OPEX,109869.08
2024-05,F02,Workover,OPEX,57285.37
2024-05,F03,Well Services,OPEX,304202.43
2024-05,F03,Facility O&M,OPEX,311403.76
2024-05,F03,Chemicals,OPEX,168388.24
2024-05,F03,Power & Fuel,OPEX,524346.58
2024-05,F03,Transportation,OPEX,236119.92
2024-05,F03,Manpower,OPEX,503483.71
2024-05,F03,HSE & Environment,OPEX,108837.08
2024-05,F03,G&A Allocation,OPEX,275892.67
2024-05,F03,Workover,OPEX,134056.08
2024-05,F04,Well Services,OPEX,316870.37
2024-05,F04,Facility O&M,OPEX,395399.95
2024-05,F04,Chemicals,OPEX,200542.3
2024-05,F04,Power & Fuel,OPEX,455591.33
2024-05,F04,Transportation,OPEX,265493.34
2024-05,F04,Manpower,OPEX,544628.61
2024-05,F04,HSE & Environment,OPEX,154104.65
2024-05,F04,G&A Allocation,OPEX,356532.09
2024-05,F04,Workover,OPEX,172130.67
2024-06,F01,Well Services,OPEX,95283.52
2024-06,F01,Facility O&M,OPEX,165640.54
2024-06,F01,Chemicals,OPEX,65925.0
2024-06,F01,Power & Fuel,OPEX,204487.84
2024-06,F01,Transportation,OPEX,112296.43
2024-06,F01,Manpower,OPEX,232174.08
2024-06,F01,HSE & Environment,OPEX,64708.46
2024-06,F01,G&A Allocation,OPEX,118816.1
2024-06,F01,Workover,OPEX,54601.62
2024-06,F02,Well Services,OPEX,94329.09
2024-06,F02,Facility O&M,OPEX,139392.43
2024-06,F02,Chemicals,OPEX,74645.1
2024-06,F02,Power & Fuel,OPEX,193528.95
2024-06,F02,Transportation,OPEX,92362.76
2024-06,F02,Manpower,OPEX,184518.32
2024-06,F02,HSE & Environment,OPEX,45621.03
2024-06,F02,G&A Allocation,OPEX,80778.44
2024-06,F02,Workover,OPEX,59530.57
2024-06,F03,Well Services,OPEX,289961.59
2024-06,F03,Facility O&M,OPEX,246584.36
2024-06,F03,Chemicals,OPEX,194268.49
2024-06,F03,Power & Fuel,OPEX,355087.8
2024-06,F03,Transportation,OPEX,234834.3
2024-06,F03,Manpower,OPEX,392228.39
2024-06,F03,HSE & Environment,OPEX,137234.11
2024-06,F03,G&A Allocation,OPEX,237603.75
2024-06,F03,Workover,OPEX,144717.46
2024-06,F04,Well Services,OPEX,378793.06
2024-06,F04,Facility O&M,OPEX,430206.06
2024-06,F04,Chemicals,OPEX,237555.53
2024-06,F04,Power & Fuel,OPEX,592470.01
2024-06,F04,Transportation,OPEX,291171.32
2024-06,F04,Manpower,OPEX,690774.35
2024-06,F04,HSE & Environment,OPEX,138471.0
2024-06,F04,G&A Allocation,OPEX,325541.91
2024-06,F04,Facility Upgrade,CAPEX,2569977.51
2024-06,F04,Workover,OPEX,186874.42
2024-07,F01,Well Services,OPEX,138366.72
2024-07,F01,Facility O&M,OPEX,149620.08
2024-07,F01,Chemicals,OPEX,80303.98
2024-07,F01,Power & Fuel,OPEX,161028.76
2024-07,F01,Transportation,OPEX,116860.07
2024-07,F01,Manpower,OPEX,177893.75
2024-07,F01,HSE & Environment,OPEX,43176.64
2024-07,F01,G&A Allocation,OPEX,115098.93
2024-07,F01,Workover,OPEX,62479.41
2024-07,F02,Well Services,OPEX,104932.31
2024-07,F02,Facility O&M,OPEX,144589.69
2024-07,F02,Chemicals,OPEX,78659.06
2024-07,F02,Power & Fuel,OPEX,152784.97
2024-07,F02,Transportation,OPEX,103482.1
2024-07,F02,Manpower,OPEX,170145.15
2024-07,F02,HSE & Environment,OPEX,40353.93
2024-07,F02,G&A Allocation,OPEX,87876.96
2024-07,F02,Workover,OPEX,52653.39
2024-07,F03,Well Services,OPEX,239743.12
2024-07,F03,Facility O&M,OPEX,261718.48
2024-07,F03,Chemicals,OPEX,135861.38
2024-07,F03,Power & Fuel,OPEX,466992.93
2024-07,F03,Transportation,OPEX,202922.23
2024-07,F03,Manpower,OPEX,449520.12
2024-07,F03,HSE & Environment,OPEX,104182.25
2024-07,F03,G&A Allocation,OPEX,182912.9
2024-07,F03,Drilling,CAPEX,4600283.0
2024-07,F03,Workover,OPEX,136532.74
2024-07,F04,Well Services,OPEX,328720.49
2024-07,F04,Facility O&M,OPEX,304478.88
2024-07,F04,Chemicals,OPEX,191278.13
2024-07,F04,Power & Fuel,OPEX,518616.92
2024-07,F04,Transportation,OPEX,233623.86
2024-07,F04,Manpower,OPEX,645147.71
2024-07,F04,HSE & Environment,OPEX,163358.77
2024-07,F04,G&A Allocation,OPEX,232520.95
2024-07,F04,Workover,OPEX,197790.12
2024-08,F01,Well Services,OPEX,129518.71
2024-08,F01,Facility O&M,OPEX,157634.06
2024-08,F01,Chemicals,OPEX,67441.99
2024-08,F01,Power & Fuel,OPEX,206844.52
2024-08,F01,Transportation,OPEX,79929.54
2024-08,F01,Manpower,OPEX,232142.27
2024-08,F01,HSE & Environment,OPEX,40397.43
2024-08,F01,G&A Allocation,OPEX,100141.23
2024-08,F01,Workover,OPEX,68386.76
2024-08,F02,Well Services,OPEX,111175.51
2024-08,F02,Facility O&M,OPEX,118570.46
2024-08,F02,Chemicals,OPEX,73127.32
2024-08,F02,Power & Fuel,OPEX,144825.79
2024-08,F02,Transportation,OPEX,95597.88
2024-08,F02,Manpower,OPEX,202606.08
2024-08,F02,HSE & Environment,OPEX,49142.77
2024-08,F02,G&A Allocation,OPEX,117059.87
2024-08,F02,Workover,OPEX,58165.76
2024-08,F03,Well Services,OPEX,203225.48
2024-08,F03,Facility O&M,OPEX,289410.58
2024-08,F03,Chemicals,OPEX,140327.83
2024-08,F03,Power & Fuel,OPEX,356294.07
2024-08,F03,Transportation,OPEX,191400.98
2024-08,F03,Manpower,OPEX,382338.79
2024-08,F03,HSE & Environment,OPEX,126258.0
2024-08,F03,G&A Allocation,OPEX,240856.99
2024-08,F03,Drilling,CAPEX,2276313.63
2024-08,F03,Workover,OPEX,140538.29
2024-08,F04,Well Services,OPEX,290146.73
2024-08,F04,Facility O&M,OPEX,384501.77
2024-08,F04,Chemicals,OPEX,234460.58
2024-08,F04,Power & Fuel,OPEX,596717.53
2024-08,F04,Transportation,OPEX,198722.01
2024-08,F04,Manpower,OPEX,663146.26
2024-08,F04,HSE & Environment,OPEX,151580.12
2024-08,F04,G&A Allocation,OPEX,241969.3
2024-08,F04,Workover,OPEX,147631.62
2024-09,F01,Well Services,OPEX,98787.14
2024-09,F01,Facility O&M,OPEX,139831.93
2024-09,F01,Chemicals,OPEX,89405.13
2024-09,F01,Power & Fuel,OPEX,218159.74
2024-09,F01,Transportation,OPEX,100058.06
2024-09,F01,Manpower,OPEX,183042.92
2024-09,F01,HSE & Environment,OPEX,58961.58
2024-09,F01,G&A Allocation,OPEX,104509.77
2024-09,F01,Workover,OPEX,65224.54
2024-09,F02,Well Services,OPEX,122604.59
2024-09,F02,Facility O&M,OPEX,129855.41
2024-09,F02,Chemicals,OPEX,69741.51
2024-09,F02,Power & Fuel,OPEX,202301.27
2024-09,F02,Transportation,OPEX,81002.38
2024-09,F02,Manpower,OPEX,199465.11
2024-09,F02,HSE & Environment,OPEX,52614.17
2024-09,F02,G&A Allocation,OPEX,84145.52
2024-09,F02,Workover,OPEX,66760.38
2024-09,F03,Well Services,OPEX,216966.99
2024-09,F03,Facility O&M,OPEX,250095.78
2024-09,F03,Chemicals,OPEX,169588.41
2024-09,F03,Power & Fuel,OPEX,353390.69
2024-09,F03,Transportation,OPEX,174376.36
2024-09,F03,Manpower,OPEX,524918.13
2024-09,F03,HSE & Environment,OPEX,107238.63
2024-09,F03,G&A Allocation,OPEX,216710.22
2024-09,F03,Workover,OPEX,104324.7
2024-09,F04,Well Services,OPEX,326215.17
2024-09,F04,Facility O&M,OPEX,286845.26
2024-09,F04,Chemicals,OPEX,211368.86
2024-09,F04,Power & Fuel,OPEX,560153.39
2024-09,F04,Transportation,OPEX,251483.53
2024-09,F04,Manpower,OPEX,515251.03
2024-09,F04,HSE & Environment,OPEX,130248.11
2024-09,F04,G&A Allocation,OPEX,261445.87
2024-09,F04,Workover,OPEX,148918.03
2024-10,F01,Well Services,OPEX,111151.06
2024-10,F01,Facility O&M,OPEX,152077.27
2024-10,F01,Chemicals,OPEX,98316.28
2024-10,F01,Power & Fuel,OPEX,238667.76
2024-10,F01,Transportation,OPEX,94268.85
2024-10,F01,Manpower,OPEX,282460.93
2024-10,F01,HSE & Environment,OPEX,70937.53
2024-10,F01,G&A Allocation,OPEX,101178.04
2024-10,F01,Workover,OPEX,64878.03
2024-10,F02,Well Services,OPEX,120305.59
2024-10,F02,Facility O&M,OPEX,145626.84
2024-10,F02,Chemicals,OPEX,55010.76
2024-10,F02,Power & Fuel,OPEX,160539.17
2024-10,F02,Transportation,OPEX,67220.01
2024-10,F02,Manpower,OPEX,174552.55
2024-10,F02,HSE & Environment,OPEX,55946.41
2024-10,F02,G&A Allocation,OPEX,94484.6
2024-10,F02,Workover,OPEX,64367.53
2024-10,F03,Well Services,OPEX,234170.96
2024-10,F03,Facility O&M,OPEX,302986.64
2024-10,F03,Chemicals,OPEX,183333.18
2024-10,F03,Power & Fuel,OPEX,325850.5
2024-10,F03,Transportation,OPEX,192896.61
2024-10,F03,Manpower,OPEX,384218.89
2024-10,F03,HSE & Environment,OPEX,94018.51
2024-10,F03,G&A Allocation,OPEX,212784.54
2024-10,F03,Workover,OPEX,101386.32
2024-10,F04,Well Services,OPEX,328388.68
2024-10,F04,Facility O&M,OPEX,382512.44
2024-10,F04,Chemicals,OPEX,178100.58
2024-10,F04,Power & Fuel,OPEX,532829.8
2024-10,F04,Transportation,OPEX,194040.96
2024-10,F04,Manpower,OPEX,616941.57
2024-10,F04,HSE & Environment,OPEX,129394.81
2024-10,F04,G&A Allocation,OPEX,317816.17
2024-10,F04,Workover,OPEX,141436.93
2024-11,F01,Well Services,OPEX,105555.66
2024-11,F01,Facility O&M,OPEX,168043.32
2024-11,F01,Chemicals,OPEX,87439.93
2024-11,F01,Power & Fuel,OPEX,242199.8
2024-11,F01,Transportation,OPEX,119221.84
2024-11,F01,Manpower,OPEX,202623.81
2024-11,F01,HSE & Environment,OPEX,49171.3
2024-11,F01,G&A Allocation,OPEX,132318.87
2024-11,F01,Workover,OPEX,71900.89
2024-11,F02,Well Services,OPEX,84848.89
2024-11,F02,Facility O&M,OPEX,96012.1
2024-11,F02,Chemicals,OPEX,61924.42
2024-11,F02,Power & Fuel,OPEX,181442.25
2024-11,F02,Transportation,OPEX,67236.82
2024-11,F02,Manpower,OPEX,213920.04
2024-11,F02,HSE & Environment,OPEX,42507.32
2024-11,F02,G&A Allocation,OPEX,82550.94
2024-11,F02,Drilling,CAPEX,1016407.58
2024-11,F02,Workover,OPEX,52230.27
2024-11,F03,Well Services,OPEX,227232.95
2024-11,F03,Facility O&M,OPEX,288085.11
2024-11,F03,Chemicals,OPEX,168912.93
2024-11,F03,Power & Fuel,OPEX,397067.7
2024-11,F03,Transportation,OPEX,220106.42
2024-11,F03,Manpower,OPEX,408105.44
2024-11,F03,HSE & Environment,OPEX,117160.96
2024-11,F03,G&A Allocation,OPEX,219643.67
2024-11,F03,Facility Upgrade,CAPEX,2181059.86
2024-11,F03,Workover,OPEX,130175.45
2024-11,F04,Well Services,OPEX,271425.45
2024-11,F04,Facility O&M,OPEX,279579.08
2024-11,F04,Chemicals,OPEX,191030.43
2024-11,F04,Power & Fuel,OPEX,461285.71
2024-11,F04,Transportation,OPEX,216426.76
2024-11,F04,Manpower,OPEX,576778.57
2024-11,F04,HSE & Environment,OPEX,124953.29
2024-11,F04,G&A Allocation,OPEX,227840.25
2024-11,F04,Workover,OPEX,132328.05
2024-12,F01,Well Services,OPEX,119526.07
2024-12,F01,Facility O&M,OPEX,126038.88
2024-12,F01,Chemicals,OPEX,79217.73
2024-12,F01,Power & Fuel,OPEX,255995.22
2024-12,F01,Transportation,OPEX,96511.85
2024-12,F01,Manpower,OPEX,275256.46
2024-12,F01,HSE & Environment,OPEX,50072.53
2024-12,F01,G&A Allocation,OPEX,101827.66
2024-12,F01,Workover,OPEX,59962.42
2024-12,F02,Well Services,OPEX,89185.82
2024-12,F02,Facility O&M,OPEX,146766.47
2024-12,F02,Chemicals,OPEX,73424.69
2024-12,F02,Power & Fuel,OPEX,172698.06
2024-12,F02,Transportation,OPEX,76797.41
2024-12,F02,Manpower,OPEX,174502.66
2024-12,F02,HSE & Environment,OPEX,39763.87
2024-12,F02,G&A Allocation,OPEX,104058.38
2024-12,F02,Workover,OPEX,49524.03
2024-12,F03,Well Services,OPEX,202798.44
2024-12,F03,Facility O&M,OPEX,278518.39
2024-12,F03,Chemicals,OPEX,123453.2
2024-12,F03,Power & Fuel,OPEX,311184.17
2024-12,F03,Transportation,OPEX,226805.76
2024-12,F03,Manpower,OPEX,404633.45
2024-12,F03,HSE & Environment,OPEX,115678.81
2024-12,F03,G&A Allocation,OPEX,184553.9
2024-12,F03,Workover,OPEX,120582.48
2024-12,F04,Well Services,OPEX,360635.75
2024-12,F04,Facility O&M,OPEX,397990.26
2024-12,F04,Chemicals,OPEX,255590.27
2024-12,F04,Power & Fuel,OPEX,683384.84
2024-12,F04,Transportation,OPEX,384973.91
2024-12,F04,Manpower,OPEX,809769.98
2024-12,F04,HSE & Environment,OPEX,169929.5
2024-12,F04,G&A Allocation,OPEX,396711.75
2024-12,F04,Workover,OPEX,198663.67
2025-01,F01,Well Services,OPEX,115127.93
2025-01,F01,Facility O&M,OPEX,168544.31
2025-01,F01,Chemicals,OPEX,87121.64
2025-01,F01,Power & Fuel,OPEX,225523.36
2025-01,F01,Transportation,OPEX,89214.71
2025-01,F01,Manpower,OPEX,244215.59
2025-01,F01,HSE & Environment,OPEX,55093.86
2025-01,F01,G&A Allocation,OPEX,94566.98
2025-01,F01,Workover,OPEX,70317.35
2025-01,F02,Well Services,OPEX,104880.09
2025-01,F02,Facility O&M,OPEX,116774.55
2025-01,F02,Chemicals,OPEX,80512.13
2025-01,F02,Power & Fuel,OPEX,186153.22
2025-01,F02,Transportation,OPEX,75534.94
2025-01,F02,Manpower,OPEX,148866.15
2025-01,F02,HSE & Environment,OPEX,38632.12
2025-01,F02,G&A Allocation,OPEX,93480.58
2025-01,F02,Workover,OPEX,52943.23
2025-01,F03,Well Services,OPEX,205476.04
2025-01,F03,Facility O&M,OPEX,302018.83
2025-01,F03,Chemicals,OPEX,162923.07
2025-01,F03,Power & Fuel,OPEX,403527.44
2025-01,F03,Transportation,OPEX,182168.29
2025-01,F03,Manpower,OPEX,426553.48
2025-01,F03,HSE & Environment,OPEX,90984.85
2025-01,F03,G&A Allocation,OPEX,191646.58
2025-01,F03,Workover,OPEX,134260.28
2025-01,F04,Well Services,OPEX,457892.39
2025-01,F04,Facility O&M,OPEX,388637.24
2025-01,F04,Chemicals,OPEX,195888.8
2025-01,F04,Power & Fuel,OPEX,653224.32
2025-01,F04,Transportation,OPEX,361906.33
2025-01,F04,Manpower,OPEX,742401.55
2025-01,F04,HSE & Environment,OPEX,185766.43
2025-01,F04,G&A Allocation,OPEX,395576.37
2025-01,F04,Workover,OPEX,236450.81
2025-02,F01,Well Services,OPEX,111399.73
2025-02,F01,Facility O&M,OPEX,121724.57
2025-02,F01,Chemicals,OPEX,75884.45
2025-02,F01,Power & Fuel,OPEX,213517.38
2025-02,F01,Transportation,OPEX,115414.43
2025-02,F01,Manpower,OPEX,209206.14
2025-02,F01,HSE & Environment,OPEX,48538.12
2025-02,F01,G&A Allocation,OPEX,97910.38
2025-02,F01,Workover,OPEX,52980.51
2025-02,F02,Well Services,OPEX,107073.33
2025-02,F02,Facility O&M,OPEX,90099.99
2025-02,F02,Chemicals,OPEX,51513.92
2025-02,F02,Power & Fuel,OPEX,119192.64
2025-02,F02,Transportation,OPEX,89743.61
2025-02,F02,Manpower,OPEX,184112.16
2025-02,F02,HSE & Environment,OPEX,34174.43
2025-02,F02,G&A Allocation,OPEX,79918.63
2025-02,F02,Workover,OPEX,53977.21
2025-02,F03,Well Services,OPEX,236817.19
2025-02,F03,Facility O&M,OPEX,228878.65
2025-02,F03,Chemicals,OPEX,121893.24
2025-02,F03,Power & Fuel,OPEX,374082.09
2025-02,F03,Transportation,OPEX,159236.65
2025-02,F03,Manpower,OPEX,319858.36
2025-02,F03,HSE & Environment,OPEX,88110.72
2025-02,F03,G&A Allocation,OPEX,208792.63
2025-02,F03,Facility Upgrade,CAPEX,2338739.58
2025-02,F03,Workover,OPEX,88759.53
2025-02,F04,Well Services,OPEX,396105.32
2025-02,F04,Facility O&M,OPEX,449107.31
2025-02,F04,Chemicals,OPEX,215586.4
2025-02,F04,Power & Fuel,OPEX,466783.0
2025-02,F04,Transportation,OPEX,324650.02
2025-02,F04,Manpower,OPEX,521900.79
2025-02,F04,HSE & Environment,OPEX,132767.54
2025-02,F04,G&A Allocation,OPEX,355573.52
2025-02,F04,Workover,OPEX,191257.02
2025-03,F01,Well Services,OPEX,133300.15
2025-03,F01,Facility O&M,OPEX,182148.0
2025-03,F01,Chemicals,OPEX,70531.52
2025-03,F01,Power & Fuel,OPEX,207786.3
2025-03,F01,Transportation,OPEX,128824.43
2025-03,F01,Manpower,OPEX,259412.43
2025-03,F01,HSE & Environment,OPEX,73999.4
2025-03,F01,G&A Allocation,OPEX,138109.73
2025-03,F01,Workover,OPEX,67840.08
2025-03,F02,Well Services,OPEX,101896.5
2025-03,F02,Facility O&M,OPEX,134833.0
2025-03,F02,Chemicals,OPEX,53619.29
2025-03,F02,Power & Fuel,OPEX,184504.6
2025-03,F02,Transportation,OPEX,62836.41
2025-03,F02,Manpower,OPEX,199134.5
2025-03,F02,HSE & Environment,OPEX,42235.53
2025-03,F02,G&A Allocation,OPEX,78258.8
2025-03,F02,Facility Upgrade,CAPEX,821641.82
2025-03,F02,Workover,OPEX,44782.99
2025-03,F03,Well Services,OPEX,235390.65
2025-03,F03,Facility O&M,OPEX,272318.54
2025-03,F03,Chemicals,OPEX,136199.1
2025-03,F03,Power & Fuel,OPEX,399049.6
2025-03,F03,Transportation,OPEX,204158.86
2025-03,F03,Manpower,OPEX,332861.96
2025-03,F03,HSE & Environment,OPEX,105135.14
2025-03,F03,G&A Allocation,OPEX,174460.58
2025-03,F03,Workover,OPEX,135261.36
2025-03,F04,Well Services,OPEX,333920.23
2025-03,F04,Facility O&M,OPEX,418767.33
2025-03,F04,Chemicals,OPEX,265825.54
2025-03,F04,Power & Fuel,OPEX,674569.59
2025-03,F04,Transportation,OPEX,344431.49
2025-03,F04,Manpower,OPEX,501182.21
2025-03,F04,HSE & Environment,OPEX,171367.65
2025-03,F04,G&A Allocation,OPEX,287962.48
2025-03,F04,Workover,OPEX,176869.25
2025-04,F01,Well Services,OPEX,136616.88
2025-04,F01,Facility O&M,OPEX,173340.15
2025-04,F01,Chemicals,OPEX,76121.02
2025-04,F01,Power & Fuel,OPEX,242777.46
2025-04,F01,Transportation,OPEX,89183.1
2025-04,F01,Manpower,OPEX,260889.39
2025-04,F01,HSE & Environment,OPEX,69136.91
2025-04,F01,G&A Allocation,OPEX,102326.39
2025-04,F01,Workover,OPEX,61670.43
2025-04,F02,Well Services,OPEX,104069.7
2025-04,F02,Facility O&M,OPEX,115777.19
2025-04,F02,Chemicals,OPEX,67686.17
2025-04,F02,Power & Fuel,OPEX,137285.37
2025-04,F02,Transportation,OPEX,73864.85
2025-04,F02,Manpower,OPEX,182748.74
2025-04,F02,HSE & Environment,OPEX,44726.16
2025-04,F02,G&A Allocation,OPEX,90232.03
2025-04,F02,Workover,OPEX,62401.67
2025-04,F03,Well Services,OPEX,200693.76
2025-04,F03,Facility O&M,OPEX,257316.32
2025-04,F03,Chemicals,OPEX,157054.72
2025-04,F03,Power & Fuel,OPEX,311009.54
2025-04,F03,Transportation,OPEX,152313.5
2025-04,F03,Manpower,OPEX,389667.32
2025-04,F03,HSE & Environment,OPEX,114407.52
2025-04,F03,G&A Allocation,OPEX,167917.03
2025-04,F03,Workover,OPEX,93692.17
2025-04,F04,Well Services,OPEX,342311.15
2025-04,F04,Facility O&M,OPEX,438262.77
2025-04,F04,Chemicals,OPEX,222714.9
2025-04,F04,Power & Fuel,OPEX,605316.98
2025-04,F04,Transportation,OPEX,274367.64
2025-04,F04,Manpower,OPEX,515989.78
2025-04,F04,HSE & Environment,OPEX,146779.42
2025-04,F04,G&A Allocation,OPEX,280627.69
2025-04,F04,Drilling,CAPEX,4107541.91
2025-04,F04,Workover,OPEX,142461.43
2025-05,F01,Well Services,OPEX,146732.45
2025-05,F01,Facility O&M,OPEX,137011.38
2025-05,F01,Chemicals,OPEX,95732.6
2025-05,F01,Power & Fuel,OPEX,202519.97
2025-05,F01,Transportation,OPEX,109815.81
2025-05,F01,Manpower,OPEX,271118.63
2025-05,F01,HSE & Environment,OPEX,48183.74
2025-05,F01,G&A Allocation,OPEX,124373.26
2025-05,F01,Workover,OPEX,63958.86
2025-05,F02,Well Services,OPEX,95790.07
2025-05,F02,Facility O&M,OPEX,132747.61
2025-05,F02,Chemicals,OPEX,70594.18
2025-05,F02,Power & Fuel,OPEX,167098.41
2025-05,F02,Transportation,OPEX,84876.54
2025-05,F02,Manpower,OPEX,195881.05
2025-05,F02,HSE & Environment,OPEX,48325.89
2025-05,F02,G&A Allocation,OPEX,79241.19
2025-05,F02,Workover,OPEX,42148.59
2025-05,F03,Well Services,OPEX,257454.33
2025-05,F03,Facility O&M,OPEX,296517.64
2025-05,F03,Chemicals,OPEX,108482.36
2025-05,F03,Power & Fuel,OPEX,364750.24
2025-05,F03,Transportation,OPEX,196868.85
2025-05,F03,Manpower,OPEX,396373.96
2025-05,F03,HSE & Environment,OPEX,107885.2
2025-05,F03,G&A Allocation,OPEX,164362.92
2025-05,F03,Workover,OPEX,127593.43
2025-05,F04,Well Services,OPEX,295947.54
2025-05,F04,Facility O&M,OPEX,350184.56
2025-05,F04,Chemicals,OPEX,198627.51
2025-05,F04,Power & Fuel,OPEX,599517.38
2025-05,F04,Transportation,OPEX,314204.95
2025-05,F04,Manpower,OPEX,622449.75
2025-05,F04,HSE & Environment,OPEX,183968.68
2025-05,F04,G&A Allocation,OPEX,339249.07
2025-05,F04,Workover,OPEX,205088.03
2025-06,F01,Well Services,OPEX,113817.15
2025-06,F01,Facility O&M,OPEX,130178.02
2025-06,F01,Chemicals,OPEX,82322.17
2025-06,F01,Power & Fuel,OPEX,219890.8
2025-06,F01,Transportation,OPEX,104193.59
2025-06,F01,Manpower,OPEX,258653.25
2025-06,F01,HSE & Environment,OPEX,55428.59
2025-06,F01,G&A Allocation,OPEX,102435.09
2025-06,F01,Workover,OPEX,73902.48
2025-06,F02,Well Services,OPEX,78891.31
2025-06,F02,Facility O&M,OPEX,123800.06
2025-06,F02,Chemicals,OPEX,66549.97
2025-06,F02,Power & Fuel,OPEX,159502.85
2025-06,F02,Transportation,OPEX,72086.56
2025-06,F02,Manpower,OPEX,159412.49
2025-06,F02,HSE & Environment,OPEX,43240.1
2025-06,F02,G&A Allocation,OPEX,91061.91
2025-06,F02,Workover,OPEX,43635.17
2025-06,F03,Well Services,OPEX,192230.86
2025-06,F03,Facility O&M,OPEX,294972.37
2025-06,F03,Chemicals,OPEX,148536.21
2025-06,F03,Power & Fuel,OPEX,404524.65
2025-06,F03,Transportation,OPEX,190488.6
2025-06,F03,Manpower,OPEX,391082.93
2025-06,F03,HSE & Environment,OPEX,89143.32
2025-06,F03,G&A Allocation,OPEX,148159.7
2025-06,F03,Workover,OPEX,123793.22
2025-06,F04,Well Services,OPEX,361347.47
2025-06,F04,Facility O&M,OPEX,310990.13
2025-06,F04,Chemicals,OPEX,168450.25
2025-06,F04,Power & Fuel,OPEX,620063.11
2025-06,F04,Transportation,OPEX,288817.5
2025-06,F04,Manpower,OPEX,705461.72
2025-06,F04,HSE & Environment,OPEX,121827.06
2025-06,F04,G&A Allocation,OPEX,248333.13
2025-06,F04,Workover,OPEX,207099.95
2025-07,F01,Well Services,OPEX,121061.18
2025-07,F01,Facility O&M,OPEX,164076.88
2025-07,F01,Chemicals,OPEX,95654.46
2025-07,F01,Power & Fuel,OPEX,163465.37
2025-07,F01,Transportation,OPEX,83989.27
2025-07,F01,Manpower,OPEX,186208.7
2025-07,F01,HSE & Environment,OPEX,46583.05
2025-07,F01,G&A Allocation,OPEX,117776.98
2025-07,F01,Workover,OPEX,67669.03
2025-07,F02,Well Services,OPEX,81472.05
2025-07,F02,Facility O&M,OPEX,135225.45
2025-07,F02,Chemicals,OPEX,78513.2
2025-07,F02,Power & Fuel,OPEX,192036.44
2025-07,F02,Transportation,OPEX,88313.62
2025-07,F02,Manpower,OPEX,165504.47
2025-07,F02,HSE & Environment,OPEX,50473.71
2025-07,F02,G&A Allocation,OPEX,103382.31
2025-07,F02,Workover,OPEX,45507.59
2025-07,F03,Well Services,OPEX,184373.86
2025-07,F03,Facility O&M,OPEX,298053.41
2025-07,F03,Chemicals,OPEX,115357.42
2025-07,F03,Power & Fuel,OPEX,391599.92
2025-07,F03,Transportation,OPEX,160338.02
2025-07,F03,Manpower,OPEX,329230.83
2025-07,F03,HSE & Environment,OPEX,98342.65
2025-07,F03,G&A Allocation,OPEX,179278.24
2025-07,F03,Workover,OPEX,123179.56
2025-07,F04,Well Services,OPEX,364506.4
2025-07,F04,Facility O&M,OPEX,357388.26
2025-07,F04,Chemicals,OPEX,184385.85
2025-07,F04,Power & Fuel,OPEX,425199.53
2025-07,F04,Transportation,OPEX,284996.3
2025-07,F04,Manpower,OPEX,539900.12
2025-07,F04,HSE & Environment,OPEX,155419.41
2025-07,F04,G&A Allocation,OPEX,330211.45
2025-07,F04,Workover,OPEX,164832.68
2025-08,F01,Well Services,OPEX,136351.14
2025-08,F01,Facility O&M,OPEX,145487.07
2025-08,F01,Chemicals,OPEX,83869.88
2025-08,F01,Power & Fuel,OPEX,178080.52
2025-08,F01,Transportation,OPEX,80062.93
